در	porte
خوب	bonnes
خوب	bon
خوب	puits
خوب	bah
خوب	bonne
موفق	réussite
موفق	réussi
موفق	succes
موفق	succès
موفق	réussie
شخصی	personnelles
شخصی	individuel
شخصی	privé
شخصی	individuels
شخصی	personnelle
شخصی	personnels
شخصی	privée
شخصی	privés
شخصی	personnel
شخصی	individuelle
پایین	descendre
پایین	fond
پدر	papa
پدر	pére
پدر	pere
پدر	père
حق	verite
حق	vérité
خاص	spéciale
خاص	spéciales
خاص	spécifiques
خاص	spécifique
خاص	spécial
خاص	spéciaux
گذشته	passée
گذشته	passées
گذشته	passés
گذشته	passé
کیفیت	qualité
کیفیت	qualite
ازدواج	marié
ازدواج	mariées
ازدواج	mariages
ازدواج	mariée
ازدواج	mariés
ازدواج	épouser
ازدواج	noces
ازدواج	marier
ازدواج	mariage
خارجی	exterieur
خارجی	étranger
خارجی	extérieur
خارجی	étrangères
خارجی	extérieurs
خارجی	etranger
خارجی	étrangère
خارجی	externe
خارجی	extérieure
خارجی	extérieures
خارجی	externes
هنوز	encore
هنوز	toujours
انتشارات	éditeurs
میزان	équilibre
میزان	notée
میزان	évalués
میزان	noté
میزان	nominale
میزان	classé
میزان	évalué
میزان	solde
بالاتر	supérieur
مشغول	occupé
مشغول	occupée
مشغول	occupés
اقتصادی	economique
اقتصادی	économique
اقتصادی	economiques
فعال	actives
فعال	actifs
فعال	actif
اینجا	voilà
اینجا	ici
اینجا	voici
پادشاهی	royaume
کمربند	courroies
کمربند	ceintures
کمربند	ceinture
کمربند	courroie
واحد	circonscription
واحد	unite
واحد	unité
چندین	multiples
چندین	douzaine
چندین	dizaines
چندین	douzaines
چندین	plusieurs
اندازه	grandeurs
اندازه	tailles
اندازه	pointure
اندازه	taille
خیابان	rue
خیابان	rues
عالی	excellents
عالی	parfaite
عالی	merveilleux
عالی	parfaites
عالی	super
عالی	parfaits
عالی	impressionnant
عالی	grande
عالی	merveilleuse
عالی	génial
عالی	parfait
عالی	grand
عالی	excellente
نگاره	graphique
نگاره	graphiques
هدف	cibles
هدف	cible
هدف	but
هدف	objectif
هدف	cibler
هنرپیشه	acteur
هنرپیشه	comédien
قهرمانی	championnat
دستگاه	appareil
دستگاه	périphérique
دستگاه	dispositif
طرح	dessin
طرح	esquisser
طرح	croquis
طرح	conception
طرح	esquisse
پنج	cinq
برد	gagner
برد	gagnez
برد	victoire
برد	gagnant
تئاتر	théâtres
تئاتر	théatre
تئاتر	théâtre
پل	passerelle
پل	pont
ترابری	transports
داخل	intérieur
داخل	interieur
ابتدا	premiers
ابتدا	premier
ابتدا	premières
ابتدا	première
ارتباط	contacte
ارتباط	contacter
ارتباط	branchement
ارتباط	contactez
ارتباط	raccordement
ارتباط	connexion
پخش	diffuser
پخش	propagation
پخش	jouer
پخش	répandre
پخش	jouant
پخش	radiodiffusion
پخش	diffusion
پخش	jouez
مطلق	absolu
مطلق	absolue
اراضی	terres
مشکل	problème
مشکل	problématique
مشکل	perturbation
نفت	huiles
نفت	pétrole
نفت	huile
شرایط	circonstance
شرایط	termes
شرایط	état
شرایط	circonstances
کارگردان	réalisateur
کارگردان	directeur
کارگردان	directrice
دانشکده	collège
دانشکده	université
دختر	fille
دختر	fillette
نور	nour
نور	lumière
نور	légère
نور	léger
نور	lumiere
اجرای	exécution
یونان	grecs
یونان	grecque
یونان	grec
یونان	grecques
لازم	nécessaires
لازم	obligatoire
لازم	exigé
لازم	exigée
لازم	requise
لازم	besoin
لازم	nécessaire
لازم	requis
سازی	instrumentale
مرتبط	associée
مرتبط	connexe
مرتبط	reliant
مرتبط	lié
مرتبط	associées
مرتبط	liés
مرتبط	connexes
شکست	échouer
شکست	échec
شکست	défaite
شکست	vaincre
شکست	défaillance
شکست	défaites
رشد	croissant
رشد	croissance
رشد	grandissant
رشد	grandir
رشد	croître
رشد	croissante
رشد	pousser
گزارش	rapport
گزارش	reportage
گزارش	signaler
پرداخت	payant
پرداخت	rémunéré
پرداخت	payez
پرداخت	payés
پرداخت	payer
پرداخت	paye
پرداخت	payées
پرداخت	paiement
پرداخت	payé
پرداخت	payement
پرداخت	paiements
پرداخت	payée
پرداخت	rendu
پرداخت	paie
هلند	néerlandaise
هلند	hollande
هلند	néerlandais
هلند	hollandais
هلند	hollandaise
مالی	finances
مالی	financière
مالی	malien
مالی	financier
مالی	financement
زیاد	beaucoup
اضافه	supplémentaire
اضافه	supplémentaires
ورزشگاه	gymnase
ورزشگاه	stade
درون	intérieur
درون	interieur
جنسی	sexuelle
جنسی	sexe
جنسی	sexuel
جنسی	sexuelles
تأسیس	établissement
تأسیس	etablissement
شعر	poème
شعر	paroles
شعر	poèmes
شعر	lyrique
شعر	poésie
شرح	détaillant
شرح	descriptif
شرح	explication
شرح	explications
فناوری	technologies
فناوری	technologie
فناوری	technologique
ترتیب	commande
ترتیب	commander
ترتیب	ordre
ترتیب	arrangée
ترتیب	arranger
ترتیب	arrangés
ترتیب	arrangé
مادر	maman
مادر	mère
مادر	mere
خانوار	ménages
خانوار	ménage
وضعیت	état
وضعیت	etat
وضعیت	statut
نمونه	spécimens
نمونه	échantillon
نمونه	spécimen
نمونه	échantillons
نمونه	exemple
نامزد	candidats
نامزد	fiancée
نامزد	candidat
نامزد	fiancé
نامزد	engagés
نامزد	engagée
نامزد	fiancés
نامزد	engagé
لیتر	portée
لیتر	litre
لیتر	litres
لیتر	détritus
لیتر	litière
لاتین	latines
لاتین	latinos
لاتین	latine
مثال	exemple
سوئد	suède
مدل	modele
مدل	modèle
مدل	mannequin
مدل	maquette
متری	mètres
متری	compteurs
دوستان	amis
دوستان	amies
مسیر	parcours
مسیر	sentier
مسیر	trajet
مسیر	itinéraire
مسیر	trajectoire
مسیر	sillon
مسیر	chemin
دسته	catégories
دسته	lot
دسته	catégorie
دانش	connaissances
دانش	savoir
دانش	connaissance
دانش	savoirs
ترانه	chant
ترانه	chanson
کشته	tué
کشته	tués
کشته	tuée
چرا	pourquoi
مکان	localité
مکان	localisation
مکان	endroit
مکان	emplacement
مکان	lieu
فکر	réfléchis
فکر	pense
فکر	pensant
فکر	pensez
فکر	pensée
فکر	penser
فکر	réfléchir
اولیه	primaire
اولیه	primaires
گسترش	étendre
گسترش	extension
گسترش	agrandir
گسترش	expansion
گسترش	développez
گسترش	élargir
گسترش	agrandissement
شناگران	nageurs
عدم	manque
عدد	numéros
عدد	nombre
عدد	nombres
عدد	numéro
عدد	chiffres
تعریف	définir
تعریف	complimenter
تعریف	définitions
تعریف	définis
تعریف	compliments
تعریف	définit
تعریف	définition
نو	nouvelles
نو	nouveaux
نو	nouvelle
نو	nouveautés
نو	nouveau
همسر	epouse
همسر	femme
همسر	mari
همسر	conjoints
همسر	conjoint
همسر	épouse
همسر	époux
فرزند	descendance
فرزند	progéniture
فرزند	enfant
مصرف	consommation
لهستان	pologne
تقسیم	circonscription
تقسیم	fossé
تقسیم	divisé
تقسیم	divisée
تقسیم	divise
تقسیم	divisés
تقسیم	diviser
تقسیم	divisées
روزنامه	journal
تن	thon
تن	bronzé
تن	thons
تن	tonne
تن	tonnes
تن	bronzage
اتحاد	syndicat
اتحاد	solidaires
اتحاد	solidarités
اتحاد	solidaire
اتحاد	alliances
اتحاد	solidarité
اتحاد	unité
نظریه	théorie
نظریه	théories
خاک	terre
خاک	poussières
خاک	crasse
خاک	sols
خاک	poussière
خاک	sol
خاک	saleté
مخالف	désaccord
مخالف	contraire
مخالف	opposés
مخالف	opposé
مخالف	opposée
میله	barreau
میله	barre
محسوب	compté
محسوب	comptabilisé
محسوب	comptées
محسوب	comptés
کلیسای	église
کلیسای	eglise
کلیسای	chapelle
کشاورزی	agricoles
کشاورزی	agricole
آباد	visite
آباد	visiter
آباد	visitez
دوباره	encore
مشهور	célèbres
مشهور	célèbre
مشهور	fameux
بعدی	prochain
بعدی	suivant
بعدی	prochaine
بعدی	suivante
مستقل	indépendant
مستقل	indépendantes
مستقل	indépendamment
مستقل	indépendante
مستقل	indépendants
قدیمی	ancienne
قدیمی	ancien
قدیمی	vieille
قدیمی	vieux
قدیمی	anciens
قدیمی	millésime
شب	nuitées
شب	soir
شب	nuit
شب	soirs
شب	nuits
شب	soirée
ویدئویی	vidéos
ویدئویی	vidéo
شیمی	chimie
فروش	soldes
فروش	revendeurs
فروش	vente
فروش	ventes
فروش	vendre
فروش	vends
فروش	revendeur
بیست	vingt
رتبه	grade
رتبه	classer
رتبه	rang
جانوران	animale
جانوران	animaux
جانوران	bêtes
راک	rocheux
پارک	parc
کاربرد	candidature
کاربرد	utilisation
مناسب	appropriés
مناسب	appropriées
مناسب	approprié
مناسب	convenable
مناسب	appropriée
آزادی	gratuit
آزادی	gratuitement
آزادی	gratuits
آزادی	libre
آزادی	liberté
رای	voter
رای	voté
رای	voix
رای	votez
رای	votés
رای	votées
رای	votée
رای	vote
رای	votants
اطراف	entourant
اطراف	alentour
اطراف	autour
کمدی	comique
کمدی	comédie
موتور	vélo
موتور	moteur
موتور	bicyclette
بسته	paquetage
بسته	colis
بسته	fermée
بسته	fermé
بسته	fermés
بسته	paquet
بسته	clos
بسته	forfait
راست	vrais
راست	vrai
راست	vraie
راست	véritable
فاصله	entracte
فاصله	espace
فاصله	éloignement
فاصله	distances
فاصله	intervalle
فاصله	intervalles
سنت	traditions
اغلب	souvent
فضای	espace
چشم	oculaire
چشم	yeux
چشم	oeil
چشم	œil
مختصات	coordonné
مختصات	coordonnées
مختصات	coordonnés
مختصات	coordonnée
مختصات	coordonner
عامل	facteur
چهارم	quatrième
چهارم	quatrièmement
متولد	née
متولد	naître
متولد	naissance
متولد	né
قوانین	regles
قوانین	règles
قوانین	lois
کمتر	moins
صنعتی	industrielles
صنعتی	industriels
صنعتی	industrielle
صنعتی	industriel
صنعت	industrie
گیاهان	herbes
گیاهان	végétaux
گیاهان	plantes
کشوری	pays
آرامگاه	caveau
آرامگاه	tombe
آرامگاه	tombeau
آرامگاه	tombes
آرامگاه	mausolée
پشت	revenir
پشت	derrière
پشت	retour
پشت	dos
پشت	arrière
سینما	films
سینما	cinéma
سینما	cinémas
سینما	ciné
پروژه	projet
حمایت	assistance
حمایت	appui
حمایت	soutien
باغ	jardins
باغ	jardin
واژه	mot
واژه	mots
بدن	organisme
بدن	corps
بدن	carrosserie
بدن	organe
مقدار	montant
محمود	mahmoud
جرم	masse
جرم	messe
جرم	délit
جرم	crime
جرم	criminalité
جرم	délinquance
کاری	travaux
کاری	travailler
کاری	travail
مردان	hommes
مردان	homme
مردان	masculins
عصر	soir
عصر	ère
عصر	âges
عصر	soirée
عصر	âge
سرزمین	terre
سرزمین	terrain
سرزمین	terres
موجب	révélatrice
موجب	cause
موجب	révélateur
موجب	révéler
سوریه	syriens
سوریه	syrien
سوریه	syrienne
سوریه	syrie
نامه	courrier
نامه	lettre
موزه	musées
موزه	musée
پادشاه	roi
بازگشت	retournés
بازگشت	revenir
بازگشت	retourné
بازگشت	retourner
بازگشت	retournée
بازگشت	retour
استاندارد	norme
بانک	banque
بانک	banques
مکزیک	mexicaine
مکزیک	mexicains
مکزیک	mexicain
مکزیک	mexicaines
فلسفه	philosophique
فلسفه	philosophie
دولتی	gouvernement
دولتی	gouvernements
عملیات	opérations
عملیات	fonctionnement
عملیات	opération
نقل	dérivées
نقل	dérivée
نقل	citation
نقل	cite
نقل	citer
نقل	dérivé
نقل	cotation
نقل	devis
ترک	quittant
ترک	partir
ترک	congés
ترک	laisser
ترک	abandonner
ترک	arrêter
ترک	quitter
ترک	congé
نشر	émission
نشر	libèrent
نشر	libération
نشر	édition
نشر	publier
نشر	publication
سفر	voyages
سفر	voyageant
سفر	parcours
سفر	voyager
سفر	voyage
توصیف	décrire
توصیف	décrivez
توصیف	descriptif
آسفالت	asphalte
آسفالت	bitume
معنای	signifiant
معنای	sens
معنای	signification
رابطه	relation
رابطه	relations
مراسم	cérémonie
دریای	jument
دریای	mer
اتریش	autrichienne
اتریش	autriche
اتریش	autrichien
اتریش	autrichiennes
توان	puissance
توان	pouvoir
پر	complète
پر	plumes
پر	pleine
پر	complet
پر	plein
پر	plume
ربات	robots
ربات	robotique
دستور	commande
دستور	commander
دستور	ordre
دستور	commandes
دستور	ordonnances
دستور	ordres
تیره	foncé
تیره	noir
تیره	sombre
دوست	apprécié
دوست	aimée
دوست	amie
دوست	amis
دوست	aimé
دوست	aime
دوست	aimer
دوست	ami
دوست	amour
دوست	aimés
دوست	aimées
حل	détermination
حل	résolus
حل	résolues
حل	résout
حل	résolu
حل	résoudre
حل	résolue
تصمیم	décident
تصمیم	décider
تصمیم	décisions
تصمیم	décide
تصمیم	décidez
تصمیم	décision
تلاش	tentatives
تلاش	tentative
تلاش	tenter
تلاش	tentée
تلاش	essayant
تلاش	tenté
تلاش	essayé
تلاش	essayer
هزاره	millenium
هزاره	millénaire
دفتر	bureaux
دفتر	bureau
ماده	féminin
ماده	femmes
ماده	femelles
ماده	femme
ماده	femelle
بدست	acquise
بدست	acquis
بدست	acquises
آموزشی	éducatif
آموزشی	formation
آموزشی	entraînement
بلژیک	belgique
بلژیک	belges
بلژیک	belge
اصل	principe
مربع	carrées
مربع	carrés
مربع	carré
شریک	associée
شریک	associé
شریک	partenaires
شریک	partenaire
تعیین	évaluer
تعیین	détermine
تعیین	déterminer
مسابقه	allumette
مسابقه	correspondance
مسابقه	courses
مسابقه	course
مسابقه	concours
مسابقه	compétition
مسابقه	concurrence
گرم	chaud
گرم	chaleureux
گرم	chauffée
