और	et
दूरी	espacement
दूरी	interligne
दूरी	éloignement
निर्मित	crées
निर्मित	créés
निर्मित	créé
निर्मित	créée
निर्मित	construits
निर्मित	bâti
निर्मित	construit
निर्मित	crée
निर्मित	construite
सामग्री	matériel
सामग्री	matériaux
सामग्री	matériau
सामग्री	matières
सामग्री	contenus
सामग्री	sommaire
सामग्री	materiaux
सामग्री	contenu
ऊर्जा	énergies
ऊर्जा	energie
ऊर्जा	énergie
घटनाएँ	événements
घटनाएँ	évènements
घटनाएँ	evenements
घटनाएँ	evénements
वैज्ञानिक	scientifique
वैज्ञानिक	scientifiques
उद्देश्य	finalité
उद्देश्य	viser
उद्देश्य	but
उद्देश्य	objectifs
उद्देश्य	objet
उद्देश्य	objectif
प्रस्तुत	présentée
प्रस्तुत	présentés
प्रस्तुत	présentées
प्रस्तुत	présenté
ऐतिहासिक	historique
ऐतिहासिक	historiques
सर्वश्रेष्ठ	meilleure
सर्वश्रेष्ठ	meilleur
सर्वश्रेष्ठ	meilleurs
सर्वश्रेष्ठ	meilleures
धार्मिक	religieuses
धार्मिक	religieuse
धार्मिक	religieux
द्वीप	île
केंद्र	centrer
केंद्र	centre
जनसंख्या	populations
यही	précédent
दर	taux
दर	tarif
सामने	devant
सामने	avant
ठीक	amende
ठीक	ok
रेल	ferroviaire
दिए	donné
दिए	donnés
पदार्थ	matériel
पदार्थ	matériaux
पदार्थ	matériau
पदार्थ	matières
पदार्थ	materiaux
तथ्य	faits
लाभ	bénéfices
लाभ	prestations
लाभ	avantage
लाभ	prestation
लाभ	atouts
लाभ	avantages
लाभ	profits
लाभ	bénéfice
साम्राज्य	monarchie
सदस्यों	membres
सदस्यों	adhérents
देवी	déesse
देवी	déesses
भूमि	terre
भूमि	terrain
भूमि	terres
व्यापक	élaboré
व्यापक	vaste
व्यापक	élaborer
व्यापक	large
प्रबंधन	gestion
प्रबंधन	gérer
परीक्षण	tester
परीक्षण	épreuve
परीक्षण	tests
परीक्षण	test
परीक्षण	épreuves
परीक्षण	essais
परीक्षण	essai
अनुसंधान	recherches
अनुसंधान	recherche
गीत	paroles
गीत	chant
गीत	chanson
गीत	chansons
गीत	lyrique
गणना	calcul
गणना	calculé
गणना	calculées
गणना	calculs
गणना	calculés
गणना	comte
गणना	calculée
गणना	compte
गणना	calcule
गणना	calculer
गणना	compter
निम्न	faible
निम्न	bas
निम्न	faibles
निम्न	basses
निम्न	basse
खोज	découvrez
खोज	découvrir
खोज	chercher
खोज	prospection
खोज	recherches
खोज	recherchez
खोज	découvertes
खोज	découverte
खोज	recherche
खोज	rechercher
सांस्कृतिक	culturelle
सांस्कृतिक	culturels
सांस्कृतिक	culturel
जाति	castes
जाति	course
व्यवहार	comportement
व्यवहार	comportements
योगदान	cotisation
योगदान	contribuer
योगदान	cotiser
योगदान	cotisations
प्रतिशत	pourcentage
प्रतिशत	pourcentages
प्रतिशत	pourcent
इनकी	leurs
इनकी	leur
सही	parfaite
सही	droit
सही	parfaites
सही	vrai
सही	parfaits
सही	exact
सही	corriger
सही	vraie
सही	corrigez
सही	correcte
सही	parfait
सही	vrais
सही	droite
सही	véritable
पुरुष	mâle
पुरुष	hommes
पुरुष	mec
पुरुष	masculins
पुरुष	masculin
पुरुष	homme
मिल	moulin
मिल	laminoir
जनगणना	recensement
जनगणना	recensements
संबंधी	parent
संबंधी	relatif
अंतर्गत	sous
उद्योग	industrie
छोटी	petit
छोटी	petits
छोटी	peu
छोटी	courte
छोटी	courts
छोटी	court
छोटी	petites
छोटी	courtes
छोटी	petite
मदद	aide
मदद	aider
मदद	aidez
सूचना	avis
सूचना	infos
सूचना	informations
सूचना	renseignements
सूचना	préavis
सूचना	remarque
कमी	manque
पत्र	lettre
राम	bélier
नवम्बर	novembre
पीछे	arrières
पीछे	revenir
पीछे	reculer
पीछे	derrière
पीछे	arriere
पीछे	retour
पीछे	dos
पीछे	arriéré
पीछे	arrière
राष्ट्रपति	présidente
राष्ट्रपति	président
दल	équipages
दल	partie
दल	parti
दल	fete
दल	cohortes
दल	cohorte
दल	soirée
दल	équipage
दल	fête
मीटर	compteur
मीटर	compteurs
मीटर	mètre
मीटर	mètres
क्रिया	verbes
क्रिया	activité
क्रिया	verbe
कॉलेज	collèges
कॉलेज	collège
कॉलेज	université
विवाह	mariages
विवाह	mariage
विवाह	noces
मैच	allumette
मैच	correspondance
बनाए	crées
बनाए	créés
बनाए	créé
बनाए	créée
बनाए	crée
सुधार	reforme
सुधार	rectificatif
सुधार	correcteur
सुधार	amélioration
सुधार	réformer
सुधार	corriger
सुधार	réformes
सुधार	améliorations
सुधार	réforme
सुधार	rectification
समाप्त	achevés
समाप्त	terminer
समाप्त	terminé
समाप्त	termine
समाप्त	périmé
समाप्त	fin
समाप्त	terminée
समाप्त	complété
समाप्त	finir
समाप्त	finis
समाप्त	fini
समाप्त	achevé
समाप्त	expiration
समाप्त	périmés
समाप्त	expiré
समाप्त	terminées
समाप्त	expire
दिनों	jours
दिनों	journées
बच्चों	enfants
प्रौद्योगिकी	technologies
प्रौद्योगिकी	technologie
प्रौद्योगिकी	technologique
रह	rester
नियम	regles
नियम	règles
नियम	règle
जन्मे	née
जन्मे	naître
जन्मे	naissance
जन्मे	né
शब्दों	mots
चीनी	chinois
चीनी	chinoise
स्वास्थ्य	santé
स्वास्थ्य	sante
सहायक	utile
सहायक	serviable
सहायक	assistante
सहायक	adjoint
सहायक	adjointe
सहायक	utiles
घोषणा	annonce
घोषणा	déclaration
प्रयुक्त	utilisé
प्रयुक्त	utilisée
प्रयुक्त	utilisées
प्रयुक्त	utilisés
उल्लेख	mentionne
उल्लेख	mentionner
उपयुक्त	appropriés
उपयुक्त	appropriées
उपयुक्त	alignées
उपयुक्त	aligné
उपयुक्त	approprié
उपयुक्त	convenable
उपयुक्त	appropriée
उपयुक्त	alignés
बंद	fermée
बंद	fermé
बंद	fermer
बंद	fermés
बंद	proche
बंद	hors
बंद	clos
किलोमीटर	kilométrage
किलोमीटर	kilomètre
किलोमीटर	kilomètres
जिसने	qui
जिसने	oms
इंग्लैंड	fra
