con	함께
catedral	성당
catedral	대성당
generalmente	일반적으로
generalmente	보통
cuarto	네번째
cuarto	넷째
saludos	인사
temporadas	시즌
temporadas	계절
ambas	둘다
colección	콜렉션
colección	컬렉션
colección	모음집
cadena	사슬
cadena	연쇄
cadena	문자열
cadena	체인
reyes	킹스
combate	배틀
combate	컴뱃
combate	전투
mayores	선배
mayores	이전
azul	블루
azul	청색
azul	파랑
azul	푸른
azul	파란색
azul	푸른색
motivo	이유
motivo	동기
líneas	라인
pasado	과거
páginas	페이지
españoles	스페인인
medida	측도
medida	측정
influencia	영향력
lago	호야
lago	호수
condiciones	용어
condiciones	약관
condiciones	조건
oficiales	장교
ocho	여덟
fuego	화재
fuego	불화
piedra	바위
piedra	스톤
piedra	석기
federación	연맹
federación	연방
constitución	헌법
tratado	조약
razón	이유
comercio	커머스
comercio	트레이딩
comercio	무역
comercio	상거래
comercio	상업
comercio	트레이드
comercio	거래
distancia	거리
estudiantes	유학생
estudiantes	학생
estudiantes	학생들
episodios	에피소드
propiedad	자산
propiedad	재산
propiedad	속성
propiedad	재산권
económica	경제
marca	마크
marca	표시
marca	마르크
marca	상표권
marca	상표
marca	브랜드
tipos	유형
baloncesto	농구
contenido	목차
contenido	내용
contenido	컨텐츠
contenido	콘텐츠
todavía	아직도
todavía	여전히
anteriores	이전
anteriores	아까
estrella	항성
viaje	여행
viaje	항해
rosa	로즈
rosa	장미
rosa	분홍
rosa	분홍색
rosa	핑크
jóvenes	젊음
jóvenes	영영
jóvenes	젊은
jóvenes	청춘
jóvenes	청소년
jóvenes	청년
formato	서식
formato	형식으로
formato	형식
formato	포맷
prueba	시험
prueba	테스트
prueba	증거
prueba	증명
peso	몸무게가
peso	무게
peso	몸무게
peso	체중
cómo	어떻게
mal	나쁜
mal	잘못된
mal	나쁘다
jersey	스웨터
locales	로컬
locales	지역주민
locales	현지
marco	액자
marco	마커스
marco	마르쿠스
marco	프레임
llega	도착
musicales	뮤지컬
eduardo	에드워드
acerca	대략
acerca	소개
duque	듀크
duque	공작
amigo	친구
evitar	회피
emperador	황제
emperador	천황
ingresos	영수증
ingresos	수입
ingresos	수익
ingresos	수익금
ingresos	소득
santos	성인인
obispo	비숍
obispo	주교
menudo	자주
pocos	몇몇
mediados	중순
mediados	미드
campos	캠프
campos	필드
mexicano	멕시코
mexicano	멕시코인
kilómetros	마일즈
kilómetros	마일
kilómetros	마일리지
kilómetros	킬로미터
kilómetros	마일스
kilómetros	마일리
justicia	정의
justicia	공정성
bastante	예뻐
señora	레이디
señora	숙녀
señora	아줌마
señora	부인
señora	사모님
dic	적위
ana	안나
naturales	자연
naturales	천연
alejandro	알렉산더
alejandro	알렉산드르
alejandro	알렉산더르
publicación	포스트
publicación	게시글
publicación	게시물
publicación	게시
publicación	출판
publicación	출판물
figura	그림
soldados	병사
soldados	군인
blanca	하얀
blanca	화이트
blanca	흰색
blanca	하얗게
blanca	하얀색
aves	새들
aves	가금류
aves	조류
pie	발발
hora	타임
hora	시간
amigos	친구들이
amigos	친구들
amigos	프렌즈
amigos	친구
crítica	평론
crítica	비평
crítica	크리티컬
crítica	비평가
crítica	크리틱스
crítica	비판
maestro	선생님
maestro	마스터
maestro	교사
maestro	스승
maestro	마스터스
cuba	쿠바
asia	아시아
casas	주택
motor	엔진
efecto	영향
efecto	효과
completo	완료
completo	가득
completo	완성
sencillos	싱글
crecimiento	증가
crecimiento	성장
pequeños	작아
pequeños	소작
autores	작가
autores	제작자
autores	작성자
junta	이사회
junta	게시판
junta	보드
nuevamente	또다시
nuevamente	다시
grado	성적
grado	학위
grado	학년
facultad	교수
facultad	학부
cataluña	카탈루냐
extremo	극한
extremo	극단
extremo	익스트림
tradicional	전통적인
tradicional	전통
tradicional	전통적
derecha	오른쪽
niño	아이유
niño	키드
niño	남자아이
niño	소년
niño	보이
plantilla	템플릿
votos	투표
votos	득표
banco	뱅크
banco	벤치
banco	은행
contrato	계약서
contrato	계약
pintura	페인팅
pintura	페인트
ruso	러시아어
ruso	러시아인
cuenca	분지
batería	전지현
batería	배터리
batería	드럼은
batería	전지
batería	드럼
diputados	대의원
diputados	멤버
diputados	구성원
diputados	멤버들
pasa	패스
pasa	발생
andrés	안드레아
andrés	앤드류
andrés	앤드루
máximo	최대
máximo	막시무스
máximo	맥스
máximo	막스
deportes	스포츠
representa	나타냅니다
recursos	리소스
recursos	자원
misión	미션
misión	선교
compositor	작곡가
compositor	송라이터
futuro	미래
futuro	퓨처
ángeles	천사들
ángeles	천사
utilizado	사용함
utilizado	사용됨
utilizado	사용
vicente	빈센트
terminó	종료되었습니다
tecnología	기술
tecnología	테크
trabajar	퇴근
trabajar	직장
trabajar	작업
trabajar	일하기
distintos	다르다
distintos	달라
distintos	다름
tiempos	타임즈
tiempos	타임스
ramón	레이몬드
ramón	레이먼드
fiesta	파티
jardín	낙원
jardín	정원
jardín	가든
madera	목재
madera	나무
madera	우드
inferior	하단
inferior	아래쪽
inferior	바닥
inferior	아래
inferior	밑바닥
clubes	클럽
mexicana	멕시코
mexicana	멕시코인
incluyen	포함
frontera	프론티어
frontera	경계
frontera	경계선
frontera	프런티어
frontera	국경
frontera	테두리
atención	주의
atención	관심
atención	시선
torres	타워
doble	더블
comandante	커맨더
comandante	사령관
comandante	지휘관
comandante	전공
comandante	메이저
corazón	심장
corazón	하트
corazón	마음
secretario	비서
letras	글자
letras	편지
letras	노랫말
lenguas	언어
encuentro	회의
encuentro	미팅
encuentro	모임
encuentro	만남
encuentro	조우
obtener	받기
originalmente	원래
naturaleza	자연
claro	지우기
claro	맑음
claro	지우
existencia	존재
guatemala	과테말라
bajos	베이스
bajos	배스
bajos	낮음
bajos	낮은
aragón	아라곤
juega	재생
juega	플레이
juega	연극
juega	놀기
juega	연주
rico	맛있는
rico	부자
rico	맛있다
sonido	소리
sonido	사운드
usar	사용하다
usar	사용하기
usar	이용
usar	사용
usar	이용하기
mensajes	메시지
mensajes	메시징
mensajes	메세지
firme	기호
firme	사인
firme	서명
mesa	테이블
mesa	탁자
mesa	식탁
granada	그레나다
granada	그레나다의
granada	유탄
granada	수류탄
granada	석류
antiguos	고대
pasar	패스
objeto	대상
objeto	천체
objeto	객체
objeto	개체
generales	장군
generales	일반
generales	일반인
generales	제너럴
apertura	개봉
apertura	조리개
apertura	오프닝
geografía	지리
geografía	지리학
análisis	해석
análisis	해석학
análisis	분석
protección	보호
protección	보호하기
géneros	성별
géneros	장르
familias	가족
ferrocarril	레일
ferrocarril	철도
notas	노트
proyectos	프로젝트
funciones	기능
funciones	함수
funciones	특징
corona	왕관
corona	크라운
clima	기후
clima	날씨
clima	기후학
guillermo	윌리엄
prensa	누르기
prensa	신문
prensa	프레스
haya	헤이그
escena	현장
escena	장면
versiones	버전
isabel	이사벨
isabel	이사벨라
isabel	엘리자베스
isabel	엘리사벳
isabel	엘리자벳
isabel	이자벨
isabel	이자벨라
gómez	고메즈
puerta	게이트
puerta	대문
romano	로만
romano	로마
griego	그리스어
griego	그리스
habla	말하기
crisis	위기
efectos	영향
efectos	효과
memoria	추억
memoria	메모리
memoria	기억
memoria	기억력
orquesta	오케스트라
orquesta	교향악단
creó	만들었습니다
creó	생성
siglos	세기
montaña	산악
montaña	산맥
mantener	유지
llegada	도착
llegada	입국
berlín	베를린
llama	불꽃
llama	통화
llama	호출
llama	전화
directamente	다이렉트
directamente	직접
directamente	똑바로
directamente	직통
directamente	스트레이트
lanzamiento	릴리스
lanzamiento	릴리즈
lanzamiento	실행
lanzamiento	발사
lanzamiento	개봉
lanzamiento	출시
lanzamiento	발매
lanzamiento	런칭
comité	위원회
capilla	채플
capilla	예배당
probablemente	아마
probablemente	가능성
probablemente	아마도
poeta	시인
tradición	전통
autónoma	자치구
hojas	잎새
hojas	리프
hojas	시트
hojas	나뭇잎
hojas	블레이즈
ricardo	리차드
ricardo	리처드
soviética	소련
filosofía	철학
periodista	저널리스트
periodista	기자
periodista	리포터
periodista	언론인
jugar	놀기
jugar	재생
jugar	플레이
jugar	연주
operación	작동
operación	작전
papa	감자
papa	아빠
papa	교황
latinos	라틴
latinos	라틴계
firma	서명
firma	기호
firma	사인
nacionalidad	시민
nacionalidad	국적
nacionalidad	시민권
nacionalidad	국적은
patrimonio	부동산
patrimonio	문화유산
regiones	지역
poesía	문학
hermana	여동생
hermana	언니
hermana	누나
decide	결심
alianza	동맹
alianza	얼라이언스
respuesta	반응
respuesta	답장
respuesta	답글
respuesta	응답
respuesta	대답해
respuesta	대응
respuesta	정답
respuesta	대답
respuesta	답변
pruebas	증명
pruebas	시험
pruebas	테스트
pruebas	증거
pruebas	검사
médico	의학
médico	의료
médico	의사
médico	닥터
metro	지하철
marina	해병대
marina	해군
marina	네이비
marina	마린
eventos	이벤트
eventos	행사
exterior	밖에서
exterior	실외
exterior	야외
exterior	바깥
exterior	외부
músicos	연주자
músicos	음악가
músicos	뮤지션
británica	영국인
británica	영국
británica	브리티시
visto	조회
visto	읽음
suiza	스위스
coronel	대령
física	물리적
física	물리학
física	물리
anteriormente	아까
práctica	실용
práctica	연습
práctica	연습생
práctica	실무
práctica	실용적
grecia	그리스
exposición	전시관
exposición	전시
exposición	전람회
exposición	전시회
exposición	노출
exposición	박람회
asiáticos	아시아
asiáticos	아시아인
cuadro	테이블
cuadro	탁자
cuadro	식탁
fundada	설립
enfermedad	질병
enfermedad	질환
colonia	식민지
colonia	쾰른
díaz	웨인
díaz	디아즈
díaz	디아스
pequeñas	작아
pequeñas	소작
nación	네이션
nación	국민
anunció	발표
extensión	확대
extensión	연장
extensión	확장
extensión	확장자
régimen	배열
régimen	스킴
dinero	현금
dinero	캐시
dinero	머니
dinero	돈이
ahí	거기
ahí	거기에
suelo	바닥
suelo	토양
aparición	출연
aparición	외모
aparición	모양
operaciones	트랜잭션
operaciones	작전
operaciones	거래
operaciones	운영
concepto	컨셉
concepto	개념
calles	길거리
calles	거리가
calles	스트리트
calles	거리
hechos	팩트
hechos	사실
ambiente	환경
ambiente	분위기
ambiente	대기
gestión	경영
gestión	관리
recibe	받기
salida	출발
salida	출국
salida	출력
salida	끝내기
salida	나가기
salida	종료
salida	출구
salida	아울렛
capítulo	챕터
italiana	이탈리아어
italiana	이탈리아
italiana	이탈리아인
acciones	활동
acciones	행동
acciones	재고
acciones	동작
acciones	액션
acciones	주식
acciones	공유
cristo	그리스도
cristo	크라이스트
medicina	의료
medicina	의학
evolución	에볼루션
evolución	진화
evolución	진화론
alcanzó	도달
modelos	모형
modelos	모델
venta	영업
venta	판매하기
venta	매출
venta	팔아
venta	세일
venta	판매
fundador	설립자
fundador	창시자
fundador	창립자
procedencia	소스
procedencia	출처
procedencia	원본
roberto	로버트
ganar	우승
ganar	승리
pintor	화가
evento	이벤트
campeonatos	챔피언십
campeonatos	챔피언쉽
alemana	독일인
alemana	독일
alemana	독일어
rosario	묵주
menores	미성년자
solamente	오직
solamente	단발
hispanos	히스패닉
conocimiento	지식
conocimiento	지식인
conocer	만나
términos	용어
términos	약관
debajo	아래
debajo	아래쪽
debajo	아래에
generación	세대
bronce	청동기
bronce	청동
bronce	브라스
tabla	게시판
tabla	탁자
tabla	식탁
tabla	이사회
tabla	테이블
tabla	보드
vio	쏘우
armada	군대
armada	무장
armada	네이비
armada	육군
armada	해군
pareja	파트너
pareja	부부
pareja	커플
producto	제품
territorios	영토
gol	목표
institución	기관
ingeniero	기술자
ingeniero	엔지니어
ingeniero	공학자
reconocimiento	인식
reconocimiento	저작자
reconocimiento	정찰
península	반도
escrita	서면
organizaciones	조직
organizaciones	단체
bahía	베이
adelante	전달
adelante	전진
adelante	앞으로
cerro	언덕
enlace	링크
traducción	번역기
traducción	번역
máxima	최대
fundado	설립
alguien	누구나
alguien	누군가
alguien	아무나
ganador	승자
ganador	우승자
ganador	승리자
estrellas	스타
estrellas	항성
sangre	피피
sangre	혈액
sangre	블러드
resistencia	저항
resistencia	저항성
resistencia	체력
resistencia	저항운동
resistencia	탄력성
continuación	계속
conflicto	분쟁
conflicto	충돌
conflicto	갈등이
conflicto	갈등
volumen	볼륨
aérea	공중
aérea	항공기
técnico	기술자
técnico	테크
técnico	테크니컬
técnico	기술
técnico	기술적
humano	인간
humano	인간인
humano	인체
dirigido	감독
colaboración	협업
colaboración	협력
colaboración	콜라보레이션
aparecen	나타납니다
colores	색상
colores	색깔
materiales	물질
materiales	소재
materiales	재료
carta	헌장
carta	전세
carta	편지
centros	센터
categorías	분류
categorías	범주
categorías	카테고리
categorías	카테고리가
curso	코스
curso	과정
fiestas	페스티발
fiestas	파티
fiestas	명절
fiestas	페스티벌
fiestas	공휴일
fiestas	축제
fiestas	휴일
fiestas	연휴
simplemente	단순하게
simplemente	단지
simplemente	간단히
simplemente	단순히
simplemente	그냥
japonés	일본어
japonés	일본
japonés	일본인
opinión	의견
franco	프랭크
franco	프랑
franco	프랑크
temperatura	기온
temperatura	온도
temperatura	체온
propuesta	제안
decreto	법령
decisión	의사결정
decisión	결정
concepción	설계
concepción	디자인
cara	얼굴이
cara	얼굴
carolina	캐롤라인
carolina	캐럴라인
maria	마리아
maria	메리
editor	출판
editor	출판사
editor	퍼블리셔
polonia	폴란드
polonia	폴란드어
