در	門
قوانین	規則
قوانین	細則
قوانین	法律
کمتر	少
کمتر	少了
کمتر	更少
صنعتی	工業
صنعت	工業
صنعت	行業
صنعت	業界
صنعت	產業
گیاهان	植物
گیاهان	藥草
گیاهان	草藥
کشوری	國家
آرامگاه	墓
آرامگاه	陵墓
آرامگاه	皇陵
آرامگاه	墓穴
آرامگاه	陵
آرامگاه	墳墓
پشت	背後
پشت	後面
پشت	身後
پشت	回
پشت	背
سینما	戲院
سینما	電影院
سینما	電影
پروژه	項目
حمایت	支援
باغ	花園
باغ	園林
باغ	園
باغ	園藝
واژه	字
واژه	單詞
واژه	單字
واژه	詞語
واژه	言語
واژه	詞
بدن	屍體
بدن	體
بدن	身體
شاید	也許
شاید	或許
مقدار	金額
مقدار	數額
مقدار	款額
جرم	質量
جرم	重罪
جرم	犯罪
جرم	彌撒
کاری	工作
مردان	男人
مردان	男性
مردان	男子
عصر	午後
عصر	晚間
عصر	晚上
عصر	傍晚
عصر	年紀
عصر	下午
عصر	年齡
سرزمین	陸地
سرزمین	土地
موجب	起因
موجب	揭示
سوریه	敘利亞
نامه	郵件
نامه	信
نامه	字母
نامه	信件
نامه	郵寄
نامه	信函
نامه	來信
موزه	博物館
پادشاه	國王
پادشاه	王
عبارت	片語
عبارت	表情
عبارت	表達
بازگشت	返回
بازگشت	還原
بازگشت	回歸
استاندارد	標準
بانک	銀行
فلسفه	理念
فلسفه	哲學
دولتی	政府
عملیات	手術
عملیات	操作
عملیات	行動
عملیات	運算
نقل	引文
نقل	報價
نقل	引用
نقل	引述
ترک	離開
ترک	休假
ترک	退出
نشر	釋放
نشر	排放
نشر	發表
نشر	釋出
نشر	出版
نشر	排放量
سفر	旅行
سفر	行程
سفر	旅途
سفر	旅費
سفر	旅遊
سفر	旅程
پاریس	巴黎
توصیف	形容
توصیف	描述
توصیف	說明
آسفالت	瀝青
معنای	含義
رابطه	戀愛
رابطه	感情
رابطه	關係
مراسم	儀式
دریای	海
دریای	大海
دریای	海上
اتریش	奧地利
توان	動力
توان	電源
توان	權力
توان	電力
پر	完整
پر	滿
پر	羽
پر	羽毛
پر	飽
دستور	秩序
دستور	訂單
دستور	順序
دستور	訂購
دستور	命令
تیره	黑暗
تیره	黑
تیره	暗
دوست	讚
دوست	戀愛
دوست	愛
دوست	愛情
دوست	好友
دوست	朋友
حل	解
حل	解決
حل	決心
حل	決斷
تصمیم	決定
تلاش	嘗試
تلاش	未遂
تلاش	企圖
هزاره	千年
هزاره	千禧年
دفتر	辦公
دفتر	辦公室
دفتر	辦事處
ماده	女
ماده	女性
آموزشی	訓練
آموزشی	教育
آموزشی	培訓
بلژیک	比利時
اصل	原則
اصل	金額
اصل	原理
مربع	平方
مربع	方塊
مربع	方形
مربع	正方形
مربع	廣場
شریک	合伙人
شریک	夥伴
شریک	搭檔
شریک	伴侶
مسابقه	競賽
مسابقه	競爭
مسابقه	賽跑
مسابقه	賽車
مسابقه	匹配
مسابقه	種族
مسابقه	比對
مسابقه	比賽
گرم	加熱
گرم	溫暖
گرم	燙
گرم	熱
گرم	暖
پاسخ	答案
پاسخ	回覆
پاسخ	回答
پاسخ	答
پاسخ	答復
ورزشکاران	運動員
درآمد	收入
درآمد	收益
درآمد	稅收
بازبینی	修訂
بازبینی	訂正
بازبینی	審查
مرحله	階段
مرحله	舞台
مرحله	台階
مرحله	步驟
مرحله	步
نبرد	戰
نبرد	戰鬥
نبرد	戰役
نبرد	作戰
شهرت	名譽
شهرت	名望
شهرت	名氣
شهرت	名聲
شهرت	聲譽
شهرت	信譽
شهرت	聲望
سبز	格林
سبز	綠地
سبز	綠色
سبز	綠
حد	限
حد	極限
حد	限制
حد	上限
حد	限額
محصولات	產品
محصولات	商品
اداره	辦公
اداره	辦公室
اداره	辦事處
اداره	部門
وب	網
وب	網路
مذهبی	宗教
هنرمندان	藝術家
هنرمندان	藝人
آرژانتین	阿根廷
اش	灰燼
اش	灰
اش	火山灰
فرود	落地
فرود	往下
فرود	向下
فرود	登陸
فرود	降落
فرود	著陸
تجاری	商業
تجاری	商用
تجاری	商事
اصلاح	校正
اصلاح	改革
اصلاح	改正
اصلاح	糾正
اصلاح	更正
اقدام	動作
اقدام	行動
خون	血液
خون	鮮血
خون	血
خون	血跡
خوبی	尼斯
خوبی	很好
مشاهده	觀測
مشاهده	檢視
مشاهده	觀察
مشاهده	瀏覽
یهودی	猶太
یهودی	猶太人
یهودی	猶太教
جاده	道路
جاده	歐洲
جاده	路
جاده	公路
روم	羅馬
استقلال	獨立
وبگاه	網頁
وبگاه	網站
خلیج	灣
خلیج	海灣
رودخانه	河流
رودخانه	江河
رودخانه	河
رودخانه	江
جیمز	詹姆士
آهنگ	歌
آهنگ	首歌
آهنگ	歌曲
آهنگ	宋
آهنگ	調
بزرگی	大
بزرگی	巨大
گرفتن	接住
فیزیک	物理
فیزیک	物理學
عکس	圖畫
عکس	像片
عکس	照片
عکس	圖片
جی	傑
جلد	封面
جلد	覆蓋
جلد	掩護
وسیله	裝置
همگانی	公眾
همگانی	公開
پاپ	教皇
پاپ	教宗
پاپ	流行
قم	單軌鐵路
قم	單軌
تیتر	頭條
متفاوت	不同
مجله	期刊
مجله	日誌
مجله	日刊
مجله	雜誌
مجله	日記
حساب	帳號
حساب	帳戶
پاکستان	巴基斯坦
تو	你
دفاع	國防
دفاع	辯護
دفاع	防守
دفاع	防衛
دفاع	防禦
دانشنامه	百科全書
انسانی	人類
والیبال	排球
مؤسسه	機構
مؤسسه	體制
مؤسسه	研究所
شخصیت	字元
شخصیت	人格
شخصیت	性格
شخصیت	人物
شخصیت	個性
شخصیت	角色
شخصیت	品格
مایکل	麥可
پستانداران	哺乳動物
درمان	醫治
درمان	治癒
درمان	療傷
درمان	對待
درمان	康復
درمان	治療
درمان	療法
کودکان	兒童
کودکان	孩子
میانه	中等
میانه	適中
میانه	中間
میانه	適度
میانه	溫和
شش	六
شش	六個
قهرمان	英雄
قهرمان	冠軍
قهرمان	拳王
ساختار	結構
محله	鄰里
یهودیان	猶太
یهودیان	猶太人
یهودیان	猶太教
باستانی	古老
باستانی	古代
فشار	推
فشار	壓力
فشار	推推
فشار	壓
فشار	推動
فشار	氣壓
محصول	產物
محصول	產品
محصول	商品
مسئله	問題
گاهی	有時候
گاز	氣體
گاز	天然氣
گاز	汽油
گاز	咬
گاز	氣
جمع	收集
جمع	多元
جمع	複數
جمع	集合
فیلمی	影片
فیلمی	電影
جنبش	運動
تحصیل	學習
تحصیل	研究
سوئیس	瑞士
اهمیت	重要
اهمیت	重要性
جایی	地方
جایی	地點
ارشد	資深
دیوید	大衛
کاربردی	申請
کاربردی	申請書
کاربردی	套用
کاربردی	適用
تابع	職能
تابع	功能
تابع	函數
مهر	封
مهر	密封
مهر	海豹
مهر	封存
مهر	郵票
مهر	蓋章
مهر	印章
جدول	表
اجازه	許可
اجازه	許可證
اجازه	允許
ویلیام	威廉
عرضه	曝光
عرضه	暴露
فضایی	空間
فضایی	外星人
فضایی	異形
فضایی	太空
کارهای	工作
سنای	元老院
سنای	參議院
وزن	重量
وزن	體重
وزن	份量
تقریباً	幾乎
قرآن	可蘭經
قرآن	古蘭經
طلایی	金
طلایی	金色
طلایی	黃金
طلایی	金子
ستاره	星
ستاره	明星
ستاره	星星
ستاره	恆星
سنتی	傳統
تصویب	核可
تصویب	核准
تصویب	批准
پرورش	育種
پرورش	培育
پرورش	飼養
پرورش	繁殖
بهمن	雪崩
طلا	金
طلا	金子
طلا	黃金
طلا	金色
دره	谷
دره	山谷
دره	河谷
دره	谷地
پرتغال	葡萄牙
پرتغال	葡萄牙語
عربستان	阿拉伯
عربستان	沙特
هفته	週
هفته	星期
هفته	周
هفته	週數
سیتی	城市
سیتی	城
سیتی	市
قرمز	紅
قرمز	紅色
ثابت	平穩
ثابت	穩住
ثابت	穩
ثابت	常數
ثابت	穩定
ثابت	穩步
ثابت	固定
متحد	盟國
متحد	盟軍
خبر	新聞
ورود	抵達
ورود	入境
ورود	到達
برجسته	傑出
برجسته	未決
میلیارد	億
میلیارد	億萬
قبلی	先前
نقطه	斑點
نقطه	點
نقطه	角
حفظ	維持
مشترک	共同
مشترک	通用
مشترک	常見
آتش	火災
آتش	消防
آتش	火焰
آتش	火
گاه	摺疊
گاه	折疊
زیست	生物學
زیست	生物
فنی	技術
چشمه	溫泉
چشمه	彈簧
چشمه	水療
چشمه	噴泉
تقسیمات	師團
پوشش	封面
پوشش	覆蓋
پوشش	掩護
سلطنتی	皇家
سلطنتی	皇室
سلطنتی	帝王
فراهم	提供
زیردریایی	潛水艇
زیردریایی	潛艇
کتابخانه	圖書館
تشخیص	偵測
تشخیص	探測
تشخیص	診斷
تشخیص	檢測
درخت	樹
درخت	樹木
نزدیکی	靠近
نزدیکی	附近
نزدیکی	近
تأثیر	效應
تأثیر	影響力
تأثیر	效果
تأثیر	影響
تأثیر	特效
عرض	寬
عرض	寬度
دید	視覺
دید	知名度
دید	願景
دید	鋸
دید	能見度
دید	展望
دید	鋸子
دید	視野
خدمت	發球
خدمت	服務
داستانی	故事
داستانی	動態
بعدها	後來
بعدها	稍後
بعدها	以後
ایرلند	愛爾蘭
پرواز	飛行
پرواز	飛翔
پرواز	班機
پرواز	飛
پرواز	蒼蠅
رمان	小說
حاصل	結果
حاصل	產物
حاصل	產品
حاصل	商品
ادبی	文學
خرد	破碎
آسیایی	亞洲
بنیاد	基金會
الله	阿拉
الله	神
الله	真主
کشورها	各國
کشورها	國家
خدا	神
شهید	殉難者
شهید	烈士
رهبری	領先
رهبری	領導
تحقیقات	調查
تحقیقات	研究
کلاسیک	古典
کلاسیک	經典
زندان	監獄
هوا	空氣
هوا	天氣
هوا	航空
هوا	氣象
هوا	空中
برق	電氣
برق	供電
برق	電
برق	電力
برق	閃電
برق	電光
جزایر	群島
جزایر	島嶼
خورشید	孫
خورشید	珊
خورشید	太陽
خورشید	陽光
نقاشی	圖畫
نقاشی	繪圖
نقاشی	顏料
نقاشی	油漆
نقاشی	繪畫
نقاشی	畫
نقاشی	油畫
نقاشی	畫畫
معتبر	有效
پایتخت	資本
پایتخت	首都
تاسیس	建立
شاعر	詩人
تیر	箭號
تیر	箭
تیر	箭頭
مطالعه	學習
مطالعه	研究
قتل	謀殺案
قتل	謀殺罪
قتل	謀殺
رادیو	無線電廣播
رادیو	無線電
رادیو	廣播
رادیو	廣播電台
رادیو	電台
رادیو	收音機
بومی	原生
بومی	土著
نقشه	計畫
نقشه	計劃
نقشه	地圖
تغییرات	變化
تغییرات	變更
تغییرات	變動
تغییرات	更改
تغییرات	變異
امروز	今天
امروز	今日
بلند	高
بلند	大聲
خودرو	車輛
خودرو	車
خودرو	汽車
ایتالیایی	義大利
ایتالیایی	義大利文
نگاه	尋找
نماینده	代表
نماینده	特使
اوج	山頂
اوج	高潮
اوج	熱門
اوج	峰峰
اوج	峰
اوج	頂端
اوج	最高
اوج	頂
مقدس	神聖
حرف	信
حرف	字母
حرف	信件
حرف	信函
حرف	來信
حرف	聊
اشتباه	錯
اشتباه	錯誤
شهرک	鎮
شهرک	城鎮
یونانی	希臘
یونانی	希臘文
جعبه	盒裝
جعبه	盒子
جعبه	盒
جعبه	框
جعبه	方框
جعبه	箱
ساز	儀器
ساز	文書
ساز	樂器
مراکز	中心
محدود	限
محدود	極限
محدود	限制
محدود	限量
محدود	上限
محدود	有限
محدود	受限
محدود	限額
احتمال	概率
احتمال	可能性
احتمال	幾率
نروژ	挪威
همیشه	始終
همیشه	永遠
همیشه	總是
عشق	戀愛
عشق	愛情
عشق	愛
مجارستان	匈牙利語
مجارستان	匈牙利
چک	捷克
چک	支票
خصوصی	私人
خصوصی	隱私
خصوصی	私營
آلاباما	阿拉巴馬州
آلاباما	阿拉巴馬
ساده	簡單
ساده	平原
ساده	容易
ساده	輕鬆
شنا	游泳
شنا	游
تخت	床
تخت	床上
سپاه	軍團
سپاه	集團軍
سپاه	軍
سپاه	軍隊
سپاه	陸軍
برج	塔
برج	塔台
سرانجام	終於
اسکاتلند	蘇格蘭
اوهایو	俄亥俄
اوهایو	俄亥俄州
نقاط	點數
نقاط	積分
نقاط	斑點
رابرت	羅伯特
اسید	酸性
اسید	酸
اوایل	及早
اوایل	提前
اوایل	早期
اوایل	提早
پنجم	第五
پنجم	第五次
پشتیبانی	後備
پشتیبانی	備份
پشتیبانی	支援
پشتیبانی	後援
پشتیبانی	備用
ایستگاه	站
ایستگاه	車站
معاصر	當代
برده	奴隸
اینترنت	網際網路
اینترنت	網路
جورجیا	喬治亞
توزیع	分布
توزیع	分銷
توزیع	分配
برخورد	衝擊
برخورد	相撞
برخورد	衝突
برخورد	影響力
برخورد	影響
برخورد	撞擊
برخورد	碰撞
دلایل	原因
دلایل	理由
دلایل	論證
دلایل	爭論
دلایل	論點
دلایل	參數
صد	百
پول	金錢
پول	錢
واشینگتن	華盛頓
عرب	阿拉伯
عرب	阿拉伯人
پیروزی	凱旋
پیروزی	勝利
صدا	嗓子
صدا	音效
صدا	聲音
صدا	音訊
صدا	語音
صاحب	所有者
صاحب	業主
برادر	兄弟
برادر	哥哥
برادر	哥
برادر	弟弟
برادر	師兄
مطالعات	研究
مشکلات	困難
اقیانوس	大洋
اقیانوس	海洋
اقیانوس	海
اقیانوس	洋
سریع	快速
جوان	瓊
جوان	年輕
سرطان	癌症
سرطان	癌
مشابه	相似
مشابه	類似
دانشمندان	學者
دانشمندان	科學家
جشن	宴會
جشن	派對
جشن	慶典
جشن	黨
جشن	盛宴
جشن	政黨
جشن	聚會
جشن	慶祝
نظیر	同行
نظیر	同儕
کلمه	詞
کلمه	字
کلمه	單詞
کلمه	單字
آینده	將來
آینده	今後
آینده	未來
اسپانیایی	西班牙語
اسپانیایی	西班牙文
اوکراین	烏克蘭
قطع	削減
قطع	割
قطع	切
قطع	剪
رد	紅
رد	紅色
اخیر	近期
اخیر	最近
تصاویر	圖畫
تصاویر	像片
تصاویر	圖片
تصاویر	照片
تصاویر	影像
تدوین	編輯
تدوین	剪輯
جوانان	青少年
جوانان	青春
جوانان	青年
تازه	新
تازه	清新
تازه	新鮮
تازه	新的
سرخ	紅
سرخ	紅色
کودک	兒童
کودک	孩子
دل	心臟
دل	紅心
دل	心
صدای	語音
صدای	聲音
صدای	嗓子
رهبر	領導人
رهبر	領導者
رهبر	領袖
ناشر	出版商
ناشر	出版社
دیگران	其他
واقعی	實際
واقعی	真實
هواپیمایی	飛機
هواپیمایی	航空公司
هواپیمایی	航空
هواپیمایی	平面
مشارکت	參與
شدت	密度
شدت	強度
فیلمبرداری	拍戲
فیلمبرداری	射擊
فیلمبرداری	攝影
فیلمبرداری	槍擊
فیلمبرداری	拍攝
جایگزین	替代
جایگزین	置換
جایگزین	更換
جایگزین	取代
جایگزین	代替
جایگزین	替換
حفاظت	保護
حفاظت	保育
حفاظت	養護
شبیه	讚
شبیه	就像
شبیه	像
شبیه	喜歡
معادل	等效
معادل	相當於
بافت	紙巾
بافت	紋理
بافت	組織
بهبود	改良
بهبود	改善
بهبود	改進
کانزاس	堪薩斯州
کانزاس	堪薩斯
پنسیلوانیا	賓州
پنسیلوانیا	賓夕法尼亞
ایرانیان	伊朗
ایرانیان	波斯
تک	單一
تک	單人
تک	單身
تک	單
ولایت	省省
ولایت	省份
ولایت	省
گفتگو	對話
رومانی	羅馬尼亞
نهایی	決賽
نهایی	終極
سومین	第三
فلزی	金屬
ژاپنی	日本人
ژاپنی	日文
هنرهای	藝術
پرچم	旗子
پرچم	國旗
پرچم	旗幟
پرچم	旗
سینمای	戲院
