ve	और
kaldı	ठहरे
bakanı	मंत्री
siyasi	राजनीतिक
siyasi	राजनैतिक
benzer	समान
krallık	किंगडम
krallık	हुकूमत
doğal	प्राकृतिक
doğal	स्वाभाविक
doğal	कुदरती
inşa	बिल्डिंग
inşa	बनवाया
inşa	भवन
inşa	बनवाई
inşa	निर्मित
inşa	बिल्ड
inşa	निर्माण
doğdu	जन्म
doğdu	जन्मे
yeterli	पर्याप्त
ortak	पार्टनर
ortak	साझेदार
ortak	संगी
ortak	साथी
ortak	शरीक
londra	लंदन
türü	घराना
türü	विधा
türü	क़िस्म
türü	प्रकार
başkanlığı	अध्यक्षता
başkanlığı	प्रेसीडेंसी
başkanlığı	प्रेसिडेंसी
göç	माइग्रेशन
göç	आव्रजन
göç	करणों
göç	प्रवास
as	इक्के
as	इक्का
as	हैंग
as	ऐस
bakanlığı	मंत्रालय
kurulmuştur	स्थापित
logo	लोगो
örnek	उदाहरण
örnek	नमूना
kemal	कमल
durumu	स्थिति
durumu	प्रस्थिति
durumu	हालत
durumu	औकात
durumu	स्टेटस
durumu	कंडीशन
durumu	शर्त
israil	इसराइल
israil	इजरायल
israil	इज़राइल
israil	इसराईल
veren	दाता
kırmızı	रेड
kırmızı	लाल
yönetmen	निर्देशक
yönetmen	निर्देशित
yönetmen	निदेशक
yönetmen	फिल्मकार
ön	सामने
ön	अग्र
atatürk	अतातुर्क
tipi	प्रकार
tipi	क़िस्म
araştırma	शोध
araştırma	अनुसंधान
araştırma	पूछताछ
orijinal	मौलिक
orijinal	मूल
orijinal	असली
avusturya	आस्ट्रिया
avusturya	ऑस्ट्रिया
yardım	सहायता
yardım	मदद
serbest	फ्रीस्टाइल
serbest	फ़्री
serbest	रिलीज़
serbest	मुक्त
serbest	फ्री
serbest	मुफ्त
serbest	निशुल्क
serbest	आजाद
serbest	रिलीज
değer	मानों
değer	मूल्य
değer	मान
değer	लायक
oranı	अनुपात
oranı	रेट
oranı	दर
şarkıcı	सिंगर
şarkıcı	गायक
destek	सहायता
destek	बैकअप
destek	समर्थन
bugün	आज
hafta	हफ्ते
hafta	सप्ताह
ekonomik	किफायती
ekonomik	अर्थव्यवस्था
ekonomik	आर्थिक
adam	मैन
adam	इन्सान
adam	पुरुष
adam	मनुष्य
adam	आदमी
it	पुश
it	धक्का
it	दबाएँ
kendisi	खुद
etkili	कुशल
etkili	प्रभावी
resmî	आधिकारिक
resmî	अधिकारी
resmî	सरकारी
nehri	नदी
hizmet	सेवाएं
hizmet	सेवा
hizmet	सेवाएँ
düzenlenen	आयोजित
güçlü	दमदार
güçlü	संचालित
güçlü	मज़बूत
güçlü	बलवान
güçlü	मजबूत
güçlü	शक्तिशाली
asya	एशिया
asya	एशियाई
yolu	पाथ
yolu	पथ
girdi	एंट्री
girdi	प्रविष्टि
girdi	इनपुट
girdi	एन्ट्री
girdi	डाला
sayı	अंक
sayı	संख्या
sayı	स्कोर
sayı	क्रमांक
sayı	नंबर
çalışma	काम
çalışma	पढ़ाई
çalışma	अध्ययन
çalışma	कार्य
çalışma	कार्यालय
yıllar	सालों
yıllar	वर्ष
yıllar	वर्षों
yıllar	सालो
yıllar	साल
hukuk	कानून
hukuk	विधि
roman	अनोखा
roman	उपन्यास
ilan	विज्ञापन
başlık	कैप्शन
başlık	शीर्षक
sürekli	निरन्तर
sürekli	निरंतर
sürekli	लगातार
sürekli	सतत
kral	राजा
kral	बादशाह
kral	किंग
sonrasında	बाद
hatta	भी
hatta	सम
aile	फैमिली
aile	परिवार
metre	मीटर
basketbol	बास्केट
basketbol	बास्केटबॉल
kullanımı	उपयोग
kullanımı	प्रयोग
vardı	था
sovyet	सोवियत
kıbrıs	साइप्रस
ticaret	दुकानदारी
ticaret	कारोबार
ticaret	बिज़नेस
ticaret	व्यापार
ticaret	वाणिज्य
ticaret	व्यवसाय
ticaret	कॉमर्स
can	बेल
can	घंटी
kardeş	bhai
kardeş	सिस्टर
kardeş	भाई
kardeş	बहन
kardeş	सहोदर
benim	मेरा
belli	निश्चित
belli	प्रत्यक्ष
belli	स्पष्ट
öldü	मुर्दे
öldü	मर
hızlı	गति
hızlı	तेज
hızlı	जल्दी
hızlı	तेज़
hızlı	तीव्र
hızlı	फास्ट
hızlı	क्विक
hızlı	रफ्तार
hızlı	त्वरित
hızlı	फ़ास्ट
yabancı	एलियन
yabancı	विदेशी
yabancı	अजनबी
yabancı	विदेश
yerli	देशी
yerli	स्वदेशी
yerli	मूल
yerli	भारतीय
yerli	लोकल
yerli	स्थानीय
yerli	घरेलू
yerli	नेटिव
ağır	भारी
ağır	तौल
oynadı	निभाई
kiralık	रेंटल
kiralık	किराए
kiralık	किराया
ticari	वाणिज्यिक
aslında	दरअसल
avustralya	ऑस्ट्रेलिया
avustralya	आस्ट्रेलिया
enerji	उर्जा
enerji	ऊर्जा
yunan	हैलेनिक
yunan	यूनानी
yunan	ग्रीक
madalya	पदक
madalya	मेडल
madalya	मैडल
mevcut	मौजूद
mevcut	मौजूदा
mevcut	मौज़ूदा
mevcut	धारा
mevcut	उपस्थित
mevcut	वर्तमान
mevcut	उपलब्धियाँ
mevcut	उपलब्ध
yarışması	प्रतियोगिता
akdeniz	भूमध्यसागरीय
azerbaycan	अज़रबैजान
güç	ताकत
güç	पावर
güç	फ़ोर्स
güç	बल
güç	सामर्थ्य
güç	मजबूती
güç	शक्ति
milletvekili	कांग्रेसी
ileri	उन्नत
ileri	विस्तृत
ileri	आगे
yüzyıl	सदी
yüzyıl	शताब्दी
yüzyıl	शतक
hakları	अधिकार
hakları	अधिकारों
sol	बाएँ
sol	बाएं
sol	शेष
sol	बायां
sayfası	पेज
sayfası	पृष्ठ
çalışmalar	अध्ययन
italyan	इतालवी
değişiklik	परिवर्धन
değişiklik	परिवर्तन
değişiklik	बदलें
değişiklik	बदलाव
saha	फील्ड
saha	फ़ील्ड
sık	निचोड़
tur	भ्रमण
tur	दौरे
tur	टूर
japon	जापानी
dili	भाषा
dili	जीभ
yüzey	सतहों
yüzey	सतह
başkan	राष्ट्रपति
başkan	चेयरमैन
başkan	अध्यक्ष
başkan	प्रदेशाध्यक्ष
ek	अलावा
ek	अतिरिक्त
ek	जोड़
ek	जोड
konusu	विषय
metal	धातु
metal	धातुओं
metal	धात्विक
yaygın	आम
yaygın	सामान्य
yaygın	कॉमन
yaygın	फैली
kulübü	क्लबों
kulübü	क्लब
tanımlar	परिभाषाएं
fark	नोटिस
fark	अंतर
fark	सूचना
fark	फर्क
fark	भिन्नता
şampiyon	चैंपियन
şampiyon	चैम्पियन
şampiyon	चैंपियंस
yunanistan	यूनानियों
yunanistan	यूनानी
yunanistan	यूनान
yunanistan	ग्रीस
ölüm	मौत
ölüm	मृत्यु
ölüm	मोत
ölüm	निधन
bizans	बीज़ान्टिन
radyo	रेडियो
hasan	हसन
bölgede	प्रदेश
bölgede	क्षेत्र
kanada	कनाडा
ilçesi	ज़िला
ilçesi	जिलाध्यक्ष
ilçesi	जिला
ilçesi	डिस्ट्रिक्ट
gitar	गिटार
yayınlanan	प्रकाशित
arap	अरबी
arap	अरब
posta	डाक
posta	मेल
yalnızca	तभी
yalnızca	सिर्फ
yalnızca	केवल
yapı	स्ट्रक्चर
yapı	संरचना
yapı	अवसंरचना
yapı	ढांचा
eyalet	अवस्था
eyalet	स्टेट
eyalet	राज्य
eyalet	स्थिति
not	व्याख्या
not	टिप्पणी
not	नोट्स
not	नोट
not	टीप
güncelleme	अद्यतन
güncelleme	अपडेट
hüseyin	हुसैन
sanatçı	कलाकार
sanatçı	कलाकारों
tartışma	विवाद
tartışma	चर्चाएँ
tartışma	परिचर्चा
tartışma	तर्क
tartışma	चर्चा
tartışma	बहस
kapak	कवर
kapak	आवरण
kapak	ढक्कन
kapak	हैच
baş	दिमाग़
baş	सिर
barış	शांति
barış	सलाम
düşünüyorum	सोच
yaşam	जिन्दगी
yaşam	जीवन
yaşam	ज़िन्दगी
yaşam	जिंदगी
yaşam	ज़िंदगी
ibrahim	अब्राहम
mevcuttur	उपलब्धियाँ
mevcuttur	उपलब्ध
kanal	चैनल्स
kanal	चैनलों
kanal	नहरों
kanal	चैनल
kanal	नहरें
kanal	नहर
kanal	कनाल
para	सिक्के
para	सिक्का
para	आटा
para	पैसे
para	पैसा
para	मुद्रा
para	मनी
para	धन
kötü	बुरा
kötü	दुष्ट
kötü	खराब
kötü	ख़राब
kötü	तकलीफ़
kötü	बुराई
geçmişi	पृष्ठभूमि
kızı	बेटी
genelde	प्रायः
festivali	फ़ेस्टिवल
festivali	त्योहार
festivali	पर्व
festivali	उत्सव
festivali	त्यौहार
festivali	फेस्ट
yahudi	यहूदी
yahudi	यहूदियों
çalışmaları	अध्ययन
normal	रेगुलर
normal	नियमित
han	खां
han	ख़ान
han	खान
sayfa	पेज
sayfa	पृष्ठ
karşısında	आरपार
isim	नाम
isim	संज्ञा
uzay	समष्टि
uzay	जगह
uzay	स्पेस
uzay	अंतरिक्ष
pop	चबूतरे
sonrası	बाद
verir	देता
mezun	ग्रेजुएट
mezun	ग्रैजुएट
mezun	स्नातक
derece	उपाधि
derece	डिग्री
gece	रात्रि
gece	रात
gece	नाइट
emin	आत्मविश्वास
emin	आश्वस्त
muhammed	मोहम्मद
muhammed	मुहम्मद
bilgiler	एनोटेशन
bilgiler	सूचना
bilgiler	सुचना
bilgiler	जानकारी
çift	जोड़ी
çift	युगल
çift	दोगुना
çift	दोहरा
çift	डबल
çift	जोड़ा
olay	कार्यक्रम
olay	ईवेंट
olay	इवेंट
olay	घटना
çalışan	कर्मचारियों
çalışan	कर्मचारी
suriye	सीरियाई
suriye	सीरियन
suriye	सीरिया
sonuç	परिणाम
sonuç	रिजल्ट
sonuç	निष्कर्ष
sonuç	परिणामों
kişisel	निजी
kişisel	व्यक्तिगत
kişisel	पर्सनल
yüzde	प्रतिशत
halen	स्टिल
