les	เดอะ
contenu	เนื้อหา
fête	ปาร์ตี้
fête	เทศกาล
fête	พรรค
fête	ฉลอง
photo	ภาพ
photo	รูป
canal	ช่อง
jouer	เล่น
polonais	ขั้ว
polonais	เสา
polonais	โปแลนด์
analyse	วิเคราะห์
noire	ดำ
recherches	ค้นหา
recherches	ค้นคว้า
recherches	วิจัย
côtés	ข้าง
côtés	ด้าน
offre	เสนอ
sauf	ยกเว้น
frontière	ชายแดน
frontière	กรอบ
frontière	ขอบ
américains	อเมริกัน
indépendance	เอกราช
indépendance	อิสรภาพ
eaux	นํ้า
eaux	น้ำ
bâtiments	ตึก
bâtiments	อาคาร
uniquement	เท่านั้น
uniquement	เฉพาะ
entière	จำนวนเต็ม
contient	บรรจุ
bleu	สีน้ำเงิน
bleu	บลู
bleu	น้ำเงิน
asie	เอเชีย
classé	ยื่น
objets	วัตถุ
construite	สร้าง
juifs	ยิว
suit	ติดตาม
médecin	หมอ
médecin	ดอกเตอร์
médecin	แพทย์
écrire	เขียน
lance	หอก
lance	หอน
fonds	กองทุน
besoin	ต้องการ
grec	กรีก
règles	กติกา
règles	กฎ
règles	กฏ
soldats	ทหาร
cimetière	สุสาน
cimetière	ป่าช้า
composée	แต่ง
somme	ซำ
formé	ฝึก
éviter	เลี่ยง
réserve	สำรอง
réserve	จอง
défaite	พ่าย
défaite	ปราบ
défaite	ปราชัย
ceci	ดิส
ceci	นี้
ceci	นี่
épreuve	ทดสอบ
épreuve	สอบ
encyclopédie	สารานุกรม
résumé	สรุป
résumé	นามธรรม
lutte	ต่อสู้
lutte	สู้
lutte	ดิ้นรน
tournée	ทัวร์
rose	สีชมพู
rose	ชมพู
disque	แผ่น
disque	ดิสก์
philosophie	ปรัชญา
propriété	กรรมสิทธิ์
propriété	คุณสมบัติ
propriété	ทรัพย์
propriété	ทรัพย์สิน
ouvert	เปิด
parler	พูด
parler	คุย
nécessaire	จำเป็น
nécessaire	ต้องการ
suède	สวีเดน
difficile	หนัก
difficile	แรง
difficile	ฮาร์ด
difficile	ยาก
difficile	โหม
difficile	ลำบาก
modèles	รุ่น
modèles	ต้นแบบ
animaux	สัตว์
cheval	ม้า
soutien	สนับสนุน
soutien	รองรับ
navires	เส้นเลือด
rive	ชายฝั่ง
rive	ฝั่ง
petites	เล็ก
commun	ทั่วไป
commun	สามัญ
jardin	สวน
avion	อากาศยาน
internes	ภายใน
mots	คำ
mots	ลมปาก
vert	เขียว
personnel	พนักงาน
inde	อินเดีย
relation	สัมพันธ์
crée	สร้าง
suivantes	ติดตาม
navire	เรือ
navire	ภาชนะ
navire	ยาน
étudiants	นักศึกษา
étudiants	นักเรียน
apparition	ลักษณะ
manque	หาย
manque	ขาด
plein	ฟู
plein	เต็ม
naturel	ธรรมชาติ
simplement	แค่
simplement	เพียง
essentiellement	หลักๆ
semaines	อาทิตย์
semaines	สัปดาห์
familles	ครอบครัว
familles	ตระกูล
expérience	ทดลอง
expérience	ประสบการณ์
gardien	องครักษ์
appelle	โทร
dramatique	ดราม่า
dramatique	ละคร
extérieur	นอก
extérieur	ภายนอก
restauration	ซ่อมแซม
restauration	ฟื้นฟู
médecine	เวชศาสตร์
médecine	ยา
établissement	สถาปนา
établissement	ตำหนัก
régional	ภูมิภาค
thème	ธีม
thème	หัวข้อ
prison	คุก
littéraire	วรรณคดี
littéraire	วรรณกรรม
écoles	โรงเรียน
réalité	เรียลลิตี้
étoile	ดาว
étoile	ดวงดาว
étoile	ดารา
marche	มีนาคม
marche	เดิน
marche	มาร์ช
jaune	เหลือง
permettent	อนุญาต
masse	ก้อน
masse	มวล
arc	โบว์
arc	กราบ
arc	เรนโบว์
arc	สายรุ้ง
arc	นู๋
arc	รุ้ง
arc	ธนู
tombe	ฟอลส์
tombe	สุสาน
tombe	น้ำตก
risque	เสี่ยง
socialiste	สังคมนิยม
réalise	ตระหนัก
vrai	ทรู
vrai	แท้
vrai	จริง
arabe	อาหรับ
acte	โฉนด
acte	ทำท่า
grèce	กรีซ
civile	ประชา
civile	พลเรือน
civile	แพ่ง
essai	ทดสอบ
essai	สอบ
anglaise	อังกฤษ
écosse	สกอตแลนด์
héros	ฮีโร่
héros	วีรบุรุษ
termes	เงื่อนไข
filles	สาวๆ
filles	สาว
filles	ลูกสาว
filles	ธิดา
midi	เที่ยง
midi	บ่าย
géographique	ภูมิศาสตร์
ciel	ฟ้า
ciel	ท้องฟ้า
ciel	สวรรค์
rang	อันดับ
rang	แถว
occidentale	เวสต์
rurale	ชนบท
maladie	โรค
dictionnaire	พจนานุกรม
autorité	อำนาจ
portant	ใส่
portant	สวม
officielle	ทางการ
futur	อนาคต
futur	ต่อๆ
objectif	เลนส์
objectif	วัตถุประสงค์
objectif	เป้า
cap	แหลม
cap	เคป
sorte	เรียง
ingénieur	วิศวกร
irlande	ไอร์แลนด์
hongrie	ฮังการี
peine	ปวด
peine	ประโยค
britanniques	บริติช
britanniques	อังกฤษ
importants	สำคัญ
yves	สแตนลีย์
sociétés	บริษัท
crise	วิกฤตการณ์
crise	วิกฤต
crise	วิกฤติ
brigade	ทีม
brigade	หน่วย
brigade	หมู่
chapitre	บท
cordialement	ขอบคุณ
drapeau	ธงชาติ
drapeau	ธง
utilisés	ใช้
application	แอป
application	แอพ
japonaise	ญี่ปุ่น
banque	แบงค์
banque	ธนาคาร
banque	แบงก์
danse	เต้น
danse	เต้นรำ
développé	พัฒนา
systèmes	ระบบ
élèves	นักศึกษา
élèves	ม่านตา
élèves	นักเรียน
remplacé	แทนที่
fleuve	แม่น้ำ
univers	จักรภพ
univers	ภพ
univers	จักรวาล
critiques	รีวิว
critiques	วิกฤต
critiques	วิกฤติ
critiques	วิจารณ์
vraiment	จริงๆ
vraiment	จริง
argentine	อาร์เจนตินา
écriture	ลายมือ
écriture	เขียน
libération	ปล่อย
entièrement	ครบ
entièrement	สมบูรณ์
caractéristiques	ลักษณะ
caractéristiques	คุณสมบัติ
caractéristiques	คุณลักษณะ
réunion	ประชุม
réunion	พบปะ
chasse	ล่า
chasse	ฮันท์
processus	กระบวนการ
gaz	ก๊าซ
gaz	แก๊ส
gaz	น้ำมัน
mixte	ผสม
véritable	ทรู
véritable	แท้
véritable	จริง
rapide	ด่วน
rapide	รวดเร็ว
rapide	ไว
rapide	รถไฟฟ้า
rapide	เร็ว
traduit	แปล
léon	สิงห์
léon	ออน
naturelle	ธรรมชาติ
plantes	พืช
permettre	อนุญาต
résidence	ที่พัก
fusion	ละลาย
critères	เกณฑ์
choses	สิ่งของ
sang	โลหิต
sang	เลือด
jeanne	เจน
yeux	ดวงตา
yeux	นัยน์ตา
yeux	สายตา
yeux	ตา
reprise	ต่อ
retraite	เกษียน
retraite	บำนาญ
retraite	เกษียณ
emploi	งาน
unités	หน่วย
unités	ยูนิต
quel	อะไร
importantes	สำคัญ
faite	ทำให้
faite	จบ
actions	หุ้น
actions	แชร์
biographie	ชีวประวัติ
biographie	ประวัติ
bosnie	บอสเนีย
explique	อธิบาย
égypte	อียิปต์
blocage	บล็อก
blocage	บล็อค
dominique	โดมินิกา
nœud	ปม
nœud	เงื่อน
événements	เหตุการณ์
événements	กิจกรรม
raisons	เหตุ
raisons	สาเหตุ
raisons	เหตุผล
devrait	ควร
atlantique	แอตแลนติก
voiture	รถ
voiture	รถยนต์
écrite	เขียน
chute	น้ำตก
chute	ล้ม
chute	หล่น
chute	ตก
chute	ร่วง
communiste	คอมมิวนิสต์
étranger	ต่างด้าว
documentaire	สารคดี
cartes	บัตร
cartes	การ์ด
cartes	แผนที่
cartes	ไพ่
publics	สาธารณชน
publics	สาธารณะ
col	ปลอกคอ
métro	เมโทร
mines	เหมือง
conférence	บรรยาย
conférence	ประชุม
palmarès	อันดับ
mains	มือ
publiée	โพสต์
soir	คืน
soir	ราตรี
soir	ไนท์
soir	ค่ำคืน
soir	เย็น
bateau	เรือ
musicale	มิวสิค
enregistré	บันทึก
connexe	เกี่ยวข้อง
changement	เปลี่ยน
changement	เปลี่ยนแปลง
commencé	เริ่ม
électrique	รถไฟฟ้า
électrique	ไฟฟ้า
opérations	ธุรกรรม
vite	ด่วน
vite	เร็ว
vite	รวดเร็ว
vite	ไว
culturel	วัฒนธรรม
variation	แปรผัน
romans	นิยาย
romans	นวนิยาย
sportive	กีฬา
sportive	สปอร์ต
hommage	คารวะ
hommage	ส่วย
hommage	บรรณาการ
faveur	โปรดปราน
faveur	บุญ
faveur	เอาใจ
transports	ขนส่ง
seuls	ลำพัง
juge	ตัดสิน
néerlandais	ดัตช์
complexe	ปม
universitaire	มหาวิทยาลัย
universitaire	วิชาการ
contexte	บริบท
lois	กฎหมาย
ferme	ไร่
ferme	ฟาร์ม
hautes	สูง
hautes	ไฮ
massif	ของแข็ง
massif	ทึบ
massif	มั่นคง
massif	แข็ง
vente	จำหน่าย
vente	ขาย
athlétisme	นักกีฬา
athlétisme	กรีฑา
culte	บูชา
culte	ลัทธิ
culte	นมัสการ
matériel	ฮาร์ดแวร์
matériel	อุปกรณ์
matériel	วัสดุ
avocat	ทนายความ
avocat	ทนาย
bras	แขน
épreuves	ทดสอบ
appartenant	กรรมสิทธิ์
perdu	หลง
perdu	แพ้
perdu	เสีย
visite	ทัวร์
volley	วอลเลย์บอล
volley	วอลเล่ย์
informatique	คอมพิวเตอร์
conception	ออกแบบ
conception	ดีไซน์
mur	กำแพง
scientifiques	วิทยาศาสตร์
luc	ลุค
luc	ลูค
façade	ซุ้ม
photos	แม่ค้า
photos	รูป
construire	สร้าง
tente	เต็นท์
huile	น้ำมัน
dessin	ออกแบบ
dessin	ดีไซน์
manuel	คู่มือ
espagnole	สเปน
pression	กดดัน
faux	เท็จ
faux	ผิด
faux	ปลอม
faux	ธรรม
faux	แกล้ง
colombie	โคลัมเบีย
baie	อ่าว
athlète	นักกีฬา
champs	ฟิลด์
champs	ช่อง
vierge	เวอร์จิน
vierge	ว่าง
vierge	จิ้น
lesquels	ซึ่ง
température	อุณหภูมิ
température	ชั่วคราว
cercle	วงกลม
