年	año
右	derecha
右	correcto
武器	arma
武器	armas
武器	armamento
顯示	mostrar
顯示	pantalla
顯示	visualización
顯示	espectáculo
顯示	muestra
顯示	espectáculos
顯示	mostrando
制度	régimen
報告	reportajes
報告	reportes
報告	denunciar
報告	reporte
報告	informes
報告	denuncia
報告	informe
報告	reportar
秒	segundos
秒	segunda
秒	segundo
秒	seg
秒	segundas
第五	quinto
第五	quinta
雲	nubes
雲	nube
小說	novela
小說	novelas
小說	ficción
風	viento
程度	grado
程度	licenciatura
導演	directora
父親	padre
和平	paz
西北	noroeste
產生	generar
產生	generando
圈	círculo
圈	círculos
圈	circunferencia
圈	circulo
修改	modificada
修改	modificados
修改	modificado
修改	modificaciones
修改	modificar
修改	modifique
修改	modifica
修改	modificación
修改	modificadas
直	heterosexual
直	directamente
直	directo
直	recto
直	recta
生產	producción
生產	produccion
生產	fabricación
生產	manufactura
申請	solicitud
申請	aplicacion
申請	solicitudes
申請	aplicaciones
申請	aplicación
單	sencillo
單	soltera
單	soltero
谷	valle
巴黎	parís
家庭	famila
家庭	familias
家庭	familiar
家庭	familiares
家庭	familia
流域	cuenca
宗教	religión
宗教	religiosas
宗教	religioso
宗教	religiones
宗教	religiosa
宗教	religiosos
表演	realizando
表演	realizar
英格蘭	inglaterra
拜	adios
拜	adiós
聯合	porro
聯合	articulación
聯合	conjunta
聯合	articulaciones
當地	localmente
當地	locales
不久	próximamente
不久	pronto
作用	papeles
作用	rol
改革	reformar
改革	reformada
改革	reformando
改革	reforma
改革	reformado
改革	reformas
藝術	artes
藝術	artístico
藝術	artísticos
藝術	arte
藝術	artística
藝術	artísticas
球員	jugador
球員	reproductores
球員	jugadores
球員	jugadora
球員	reproductor
教區	diócesis
教區	parroquia
處理	manija
處理	manejo
處理	asa
處理	procesado
處理	procesamiento
處理	tramitación
處理	manejar
處理	procesando
處理	manipulación
處理	transformación
處理	manejando
香	incienso
先生	señor
先生	senor
建議	sugerencia
建議	consejo
建議	propuesta
建議	sugestión
建議	consejos
建議	recomendación
建議	recomendaciones
建議	sugerencias
建議	asesoramiento
建議	proposición
旅	brigadas
旅	brigada
人員	personal
虎	tigre
虎	tigres
超級	súper
土地	tierras
土地	aterriza
土地	terrenos
土地	tierra
土地	terreno
展	exposición
展	exhibición
展	exposiciones
特色	característica
特色	funciones
特色	características
特色	largometraje
特色	rasgo
特色	rasgos
特色	caracteristicas
公園	parque
公園	parques
包	bolsa
包	envase
包	bolso
包	manada
包	bulto
包	paquete
西南	sudoeste
西南	suroeste
翼	alitas
翼	ala
翼	alas
孔	hueco
孔	confucio
孔	agujero
孔	hoyo
十一	once
研究所	instituto
研究所	institutos
協會	asociación
主演	protagonista
主演	protagonizado
主演	protagonistas
主演	protagonizada
文學	literaria
文學	literarios
文學	literario
文學	literatura
頻道	canalizar
頻道	canal
頻道	canales
少年	juvenil
少年	júnior
少年	adolescente
少年	juveniles
少年	adolescentes
舊	viejo
舊	vieja
舊	antigua
舊	viejos
舊	antiguo
大家	todos
股份	comparte
股份	acciones
紀錄	grabar
紀錄	actas
紀錄	registros
紀錄	discos
紀錄	récord
紀錄	registro
影片	cine
影片	película
影片	películas
影片	peliculas
影片	vídeo
影片	pelicula
身份	identidades
身份	identidad
義	rectitud
義	justicia
基地	fundamentos
必須	mosto
必須	deben
必須	debe
文件	archivo
文件	expedientes
文件	expediente
文件	archivos
文件	fichero
文件	ficheros
電視劇	dramático
電視劇	dramática
更多	mas
更多	más
藍	azules
藍	azul
居住	residencia
力量	fortaleza
力量	fuerza
板	placas
板	platos
板	planchas
板	placa
板	plato
板	chapas
板	tableros
板	tablas
禁	prohibido
禁	prohibida
禁	prohibidos
禁	prohibidas
船	embarcación
船	nave
船	buque
船	barca
船	lancha
船	bote
船	barco
文章	artículos
文章	articulos
意見	comenta
意見	comentario
意見	dictámenes
意見	opiniones
意見	comentarios
意見	dictamen
意見	observaciones
意見	opinión
公主	princesa
公主	princesas
公主	infanta
同意	acordar
同意	acordado
同意	acordadas
同意	convenir
同意	convenido
同意	coincidir
果	fruto
果	fruta
果	frutos
果	frutas
最多	máximo
最多	maximo
最多	máx
地下	subterráneo
地下	subterráneos
地下	subsuelo
地下	subterránea
十	rte
十	diez
銀行	bancos
銀行	banco
銀行	banca
非洲	africana
非洲	africanos
非洲	áfrica
非洲	africano
非洲	africanas
媒體	medios
支援	soporte
支援	apoyo
支援	respaldo
支援	refuerzos
陵	mausoleo
第十	décimo
第十	décima
拍攝	filmando
拍攝	rodaje
拍攝	disparo
拍攝	grabando
拍攝	disparar
拍攝	filmación
拍攝	tiro
拍攝	disparos
拍攝	tiroteo
拍攝	dispara
拍攝	disparen
還有	y
西藏	tíbet
俄羅斯	rusia
節	festivales
分析	analíticos
分析	analítico
分析	analítica
分析	analisis
分析	analíticas
分析	análisis
偉	espe
旗	pancarta
旗	estandarte
旗	bandera
旗	pabellones
旗	banderas
行星	planeta
行星	planetaria
行星	planetarios
行星	planetario
行星	planetas
作者	escritora
作者	escritor
作者	guionistas
作者	redactores
作者	autora
作者	escritores
作者	autor
作者	autores
皇家	real
皇家	realeza
皇家	reales
電子	electrónicos
電子	electrónico
電子	electrónicas
電子	electrónica
電子	electrones
電子	electrón
三十	treinta
倫敦	londres
範圍	intervalo
範圍	gama
範圍	intervalos
範圍	rangos
範圍	cordillera
範圍	ámbitos
範圍	alcance
範圍	alcances
範圍	gamas
範圍	rango
黨	fiesta
黨	parte
黨	partido
缺乏	falto
缺乏	carente
教堂	iglesia
教堂	iglesias
警察	policía
警察	policia
警察	policías
絲	seda
帝國	imperio
原本	originariamente
原本	originalmente
娛樂	entretenidos
娛樂	recreación
娛樂	recreo
娛樂	entretener
娛樂	entretenimiento
娛樂	espectáculos
娛樂	entretenida
娛樂	esparcimiento
娛樂	entretenido
娛樂	ocio
坡	ladera
坡	pendiente
方案	programas
方案	programar
方案	programa
屋	casita
屋	casa
部隊	contingentes
部隊	efectivos
部隊	tropas
部隊	tropa
詞	palabras
詞	palabra
洞	cueva
洞	gruta
洞	agujero
洞	caverna
洞	hueco
洞	hoyo
宮	palacio
影	sombras
影	sombra
速	velocidad
速	celeridad
速	rapidez
會議	reuniones
會議	reunión
會議	conferencia
會議	encuentro
會議	encuentros
資訊	informaciones
資訊	informacion
資訊	información
戰鬥	luchar
戰鬥	lucha
戰鬥	peleas
戰鬥	pelea
戰鬥	combate
戰鬥	combates
戰鬥	batalla
戰鬥	batallas
戰鬥	luchando
項目	artículos
項目	ítems
項目	proyecto
項目	proyectar
項目	articulos
項目	proyectos
項目	elemento
項目	artículo
玩家	jugador
玩家	reproductores
玩家	jugadores
玩家	jugadora
玩家	reproductor
限制	restricción
限制	limite
限制	restricciones
限制	limitaciones
限制	límite
限制	limitación
限制	limitar
電腦	computadoras
電腦	computadora
電腦	ordenador
電腦	ordenadores
電腦	computadores
電腦	informática
如何	como
如何	cómo
創作	creativos
創作	creaciones
創作	creativa
創作	creación
創作	creativo
引擎	motores
引擎	motor
執行	ejecute
執行	ejecuta
執行	ejecutar
執行	ejecutando
執行	ejecución
英雄	héroe
英雄	héroes
英雄	heroe
下午	tardes
下午	tarde
透過	mediante
反對	oposición
反對	opositores
反對	objeción
反對	objeciones
反對	oposiciones
反對	protesto
小時	hora
小時	horas
小時	horario
小時	horarios
不足	inadecuados
不足	inadecuadas
不足	inadecuada
不足	insuficientes
不足	insuficiencia
不足	inadecuado
不足	insuficiente
體育	deportes
體育	deporte
體育	deportivo
投入	entrada
投入	aportes
投入	aporte
投入	aportación
投入	insumos
有些	algunos
有些	algunas
元素	elemento
元素	elementales
元素	ingredientes
元素	elementos
宇	cortejar
任命	designaciones
任命	cita
任命	citas
任命	nombramientos
任命	nombramiento
任命	designación
解	resuelve
解	resuelva
解	solucionar
解	resolverlo
解	resolver
王朝	dinastía
區域	región
區域	superficie
區域	comarca
區域	área
區域	regiones
區域	zona
以前	antes
報	periodico
報	periódico
報	periódicos
分子	molécula
分子	moleculares
分子	moléculas
隧道	tunel
隧道	túneles
隧道	túnel
孫	sol
禮	rito
雜誌	cargador
雜誌	revista
雜誌	cargadores
雜誌	revistas
有效	valida
有效	eficaz
有效	valido
有效	válida
有效	válidos
有效	efectiva
有效	válido
有效	efectivos
平台	andén
平台	plataforma
平台	plataformas
概念	noción
概念	conceptos
概念	concepto
概念	nociones
議會	parlamentos
議會	parlamento
傳統	tradición
傳統	tradicional
傳統	tradiciones
傳統	tradicionales
夏季	verano
照片	fotos
照片	fotografía
照片	foto
照片	cuadros
照片	fotografías
照片	fotografias
照片	imágenes
照片	fotografia
照片	imagenes
核	nucleares
核	núcleo
核	núcleos
更名	renombrado
更名	renombrar
停止	parada
停止	pare
停止	detener
停止	parar
公開	públicas
公開	público
公開	publico
公開	públicos
仙	hadas
仙	hada
劍	espadas
劍	espada
機構	agencia
機構	instituciones
機構	institución
帶	trae
帶	cinturón
帶	traiga
帶	traigan
帶	traer
帶	cinto
操作	operación
操作	funcionamiento
取消	anulación
取消	cancelar
取消	cancelaciones
取消	anular
取消	cancelación
人類	humanos
人類	humana
人類	humanas
人類	humano
市場	mercado
市場	mercados
接近	aproximándose
接近	acercarse
接近	acercándose
飛	vuela
飛	mosca
飛	vuele
飛	vuelo
飛	volando
飛	volar
軍事	militar
軍事	ejército
軍事	militares
協助	asistido
協助	asistidos
協助	asista
協助	asistencia
協助	asistida
協助	asistir
協助	ayudado
橋	puente
橋	puentes
調查	investigacion
調查	investiga
調查	encuestas
調查	sondeos
調查	investigaciones
調查	investiguen
調查	investigar
調查	investigue
調查	investigación
調查	encuesta
投	elenco
投	reparto
投	brea
澳洲	australiana
澳洲	australiano
澳洲	australianos
澳洲	australianas
主教	obispo
主教	alfil
紀念	conmemoración
紀念	conmemorativa
紀念	conmemorativas
紀念	conmemorativo
紀念	recuerdo
紀念	monumento
地點	plazas
地點	localización
地點	lugar
地點	localizaciones
地點	sitios
地點	lugares
地點	ubicación
地點	ubicaciones
地點	emplazamiento
地點	localidades
地點	ubicacion
颱風	tifones
颱風	tifón
決賽	definitivo
決賽	finales
決賽	final
大臣	ministro
大臣	ministra
大臣	pastor
人工	artificiales
移動	moverse
移動	mover
移動	movimiento
移動	mudanza
移動	muévete
陸軍	armada
陸軍	ejercito
陸軍	ejército
法院	juzgado
法院	cortes
法院	tribunal
法院	tribunales
法院	corte
法院	juzgados
留	estadía
留	estancia
留	quedo
留	quédate
留	quedate
電	eléctrica
電	electrica
電	eléctrico
電	electricidad
電	electrico
運動員	deportistas
運動員	atleta
運動員	deportista
運動員	atletas
效力	potencia
夢	soñar
夢	sueña
夢	sueños
夢	sueño
夢	ensueño
羅馬	roma
科學	científicas
科學	científico
科學	ciencias
科學	científicos
科學	ciencia
科學	científica
東北	noreste
東北	nordeste
烏克蘭	ucrania
啟用	habilitado
啟用	habilitar
啟用	activado
啟用	activar
啟用	activa
啟用	habilitada
啟用	activada
皇后	emperatriz
皇后	reina
柱	columna
柱	pilar
動物	animales
佛教	budismo
佛教	budistas
佛教	budista
精神	espiritu
精神	mentales
精神	espiritual
精神	espíritu
精神	espirituales
企業	negocios
企業	empresas
企業	empresa
企業	comercios
企業	negocio
核心	núcleo
核心	núcleos
環境	medioambiente
環境	ambientes
環境	ambiente
環境	entorno
環境	entornos
冰	hielo
第七	séptimo
第七	séptima
飛機	plano
飛機	avión
飛機	aeronave
飛機	aeronaves
飛機	aviones
飛機	aeroplano
飛機	avion
應該	debiera
應該	deberían
應該	debería
應該	deberia
太陽	sol
太陽	solares
瑞典	suecia
廳	salón
廳	pasillo
廳	vestíbulo
關	apagado
竹	bambú
選擇	elija
選擇	seleccione
選擇	selección
選擇	opción
選擇	elegir
選擇	escoja
選擇	selecciona
選擇	seleccionar
選擇	elige
選擇	elección
珠	perlas
珠	cuentas
比較	comparación
比較	comparativa
比較	comparaciones
比較	comparativo
比較	comparar
比較	comparado
比較	compara
比較	comparativas
類似	similares
類似	parecidos
類似	parecido
眼	ojos
眼	ojitos
眼	ojo
妻子	esposa
妻子	mujer
秋	otoño
雨	lluvia
雨	lluvias
編號	numero
編號	numeración
編號	número
亭	quiosco
思想	pensamientos
思想	pensamiento
思想	pensó
破壞	destrucción
破壞	sabotaje
重建	reconstruir
重建	reconstrucción
重建	reconstruyendo
第六	sexta
第六	sexto
基督教	cristiano
基督教	cristián
基督教	cristiandad
基督教	cristianismo
基督教	cristiana
基督教	cristian
基督教	cristianos
南方	sureño
南方	sureña
南方	sur
南方	meridional
洋	oceano
洋	mar
洋	océano
公民	ciudadana
公民	cívico
公民	ciudadanos
公民	ciudadanas
公民	cívicos
公民	cívicas
公民	ciudadano
公民	cívica
燕	tragar
燕	golondrina
改善	mejoró
改善	perfeccionamiento
改善	mejorada
改善	mejora
改善	mejorado
改善	mejore
改善	mejoras
改善	mejoramiento
改善	mejoría
改善	mejorando
改善	mejorar
鐵道	ferroviarios
鐵道	ferroviario
鐵道	ferrocarriles
鐵道	ferrocarril
蘇聯	urss
製造	fabricados
製造	fabricación
製造	manufacturados
製造	fabricado
製造	manufactura
製造	fabricada
敏	minutos
敏	minuto
網路	red
網路	redes
網路	telaraña
炮	cañones
炮	cañón
炮	cañon
炮	arma
炮	pistola
岩	piedras
岩	rocas
岩	roca
岩	piedra
排	fila
排	remar
排	pelotón
排	rema
排	hilera
朋友	amiga
朋友	amigas
朋友	amigos
朋友	amigo
離開	dejar
十六	dieciséis
有人	alguien
生命	vida
找到	encontrados
找到	encontradas
找到	encuentre
找到	encuentra
找到	hallado
找到	hallazgo
找到	encontrada
找到	encontrado
找到	encontrar
十五	quince
油	óleo
油	petroleo
油	aceites
油	petróleo
油	aceite
狀態	situación
狀態	estado
狀態	estatus
調	sintonizar
調	melodía
調	afinar
更新	actualizar
更新	actualizaciones
更新	actualización
更新	actualizando
更新	actualizados
更新	actualizada
更新	actualizado
降	descendiendo
降	descendente
彈	jugar
彈	juegue
彈	reproducir
彈	juega
艦	buque
艦	nave
艦	barco
層	capa
層	capas
主題	sujeto
主題	tópico
主題	tópicos
主題	súbdito
主題	temática
主題	tema
主題	asignatura
主題	temáticas
主題	asunto
主題	temas
球場	estadio
返回	regreso
返回	retorno
返回	regresos
返回	regresa
返回	devoluciones
返回	devuelve
返回	retornos
返回	regresar
返回	vuelta
返回	devolución
宇宙	universo
宇宙	cósmica
宇宙	cósmico
宇宙	cósmicos
醫院	hospitalización
醫院	hospitales
醫院	hospitalaria
醫院	hospitalario
平方	cuadrada
平方	cuadrado
平方	plaza
批准	aprobaciones
批准	aprobada
批准	aprueba
批准	aprobadas
批准	homologación
批准	aprobado
批准	apruebe
批准	homologaciones
批准	aprobar
批准	ratificaciones
批准	aprobados
批准	ratificación
批准	aprobación
瑞士	suiza
大道	bulevar
大道	avenida
旅客	pasajero
旅客	viajeros
旅客	pasajeros
旅客	pasajera
酒店	hoteles
西方	occidental
西方	occidentales
