ve	et
yabancı	extraterrestre
yabancı	étrangers
yerli	indiens
yerli	indigène
yerli	natif
yerli	indienne
yerli	indigènes
yerli	locaux
yerli	autochtone
yerli	locale
yerli	domestiques
yerli	domestique
yerli	locales
yerli	indiennes
yerli	indien
ağır	lourds
ağır	peser
ağır	lourde
ağır	lourd
ağır	pèse
ağır	pesée
oynadı	joués
oynadı	jouées
oynadı	jouée
oynadı	joué
kiralık	location
kiralık	louer
kiralık	locations
kiralık	loyer
ticari	commerciale
ticari	commerciales
ticari	commerciaux
avustralya	australie
enerji	énergies
enerji	energie
enerji	énergie
yunan	grec
yunan	grecques
yunan	grecque
yunan	grecs
yunan	hellénique
zaten	déja
zaten	deja
zaten	déjà
zaten	dejà
madalya	médaille
madalya	médailles
mevcut	présents
mevcut	présenter
mevcut	disponibles
mevcut	existants
mevcut	courant
mevcut	dispo
mevcut	présente
mevcut	actuels
mevcut	actuelle
mevcut	existantes
mevcut	présent
mevcut	actuel
mevcut	existant
mevcut	disponible
yarışması	concours
akdeniz	méditerranéenne
akdeniz	méditerranéen
akdeniz	méditerranée
azerbaycan	azerbaïdjan
güç	solidité
güç	force
güç	puissance
güç	résistance
güç	pouvoir
güç	forcer
milletvekili	députée
milletvekili	député
ileri	avancées
ileri	avancée
ileri	avancé
ileri	perfectionné
ileri	avancés
ileri	transmet
yüzyıl	siecle
yüzyıl	siècle
hakları	droits
sol	gauche
sayfası	pages
çalışmalar	études
çalışmalar	etudes
italyan	italiennes
italyan	italiens
italyan	italien
italyan	italienne
değişiklik	changer
değişiklik	changement
değişiklik	altération
değişiklik	changements
değişiklik	modifier
değişiklik	modifications
saha	champ
saha	domaine
sık	presser
sık	serrer
tur	visite
tur	tournée
japon	japonais
japon	japonaises
japon	japonaise
dili	langues
dili	langage
dili	langue
başkan	présidente
başkan	président
ek	supplémentaire
ek	ajout
ek	annexe
ek	additionnel
ek	supplémentaires
konusu	objet
konusu	sujet
metal	métallisé
metal	métalliques
metal	métallique
metal	métaux
yaygın	omniprésente
yaygın	commune
yaygın	fréquent
yaygın	commun
yaygın	omniprésent
yaygın	envahissant
yaygın	fréquents
yaygın	omniprésence
tanımlar	définitions
tanımlar	définit
fark	réalisation
fark	repérés
fark	repérée
fark	avis
fark	différence
fark	préavis
fark	repéré
fark	remarque
şampiyon	championne
şampiyon	champion
yunanistan	grèce
yunanistan	grece
ölüm	mort
ölüm	décès
bizans	byzance
bizans	byzantin
radyo	radiophonique
bölgede	région
gitar	guitares
gitar	guitare
yayınlanan	publiés
yayınlanan	publié
yayınlanan	publiée
yayınlanan	publiées
arap	arabes
arap	arabe
posta	postale
posta	affranchissement
posta	courrier
posta	postaux
yalnızca	seule
yalnızca	seulement
yalnızca	uniquement
yalnızca	seul
eyalet	état
eyalet	etat
not	notez
not	remarques
not	remarque
güncelleme	actualiser
güncelleme	actualisation
sanatçı	artistes
sanatçı	artiste
tartışma	débat
tartışma	argumentation
tartışma	litige
tartışma	arguments
tartışma	contestation
tartışma	discussions
tartışma	conflit
tartışma	dispute
kapak	housse
kapak	trappe
kapak	couverture
kapak	écoutille
kapak	couvrir
kapak	couvercle
baş	tête
baş	têtes
barış	paix
düşünüyorum	réfléchir
düşünüyorum	pensant
düşünüyorum	penser
düşünüyorum	pensée
yaşam	vie
mevcuttur	disponible
mevcuttur	disponibles
mevcuttur	dispo
kanal	chaînes
kanal	chenal
kanal	chaîne
kanal	canaux
kanal	canal
para	pièces
para	argent
para	monnaies
para	monnaie
para	pièce
para	pâte
para	oseille
kötü	méchante
kötü	mauvais
kötü	méchant
kötü	méchants
kötü	diaboliques
kötü	mal
kötü	mauvaise
kötü	diabolique
geçmişi	fond
geçmişi	contexte
kızı	fille
genelde	habituellement
genelde	généralement
festivali	fête
yahudi	juifs
yahudi	juif
yahudi	juive
yahudi	juives
çalışmaları	études
çalışmaları	etudes
normal	ordinaire
normal	régulières
normal	régulière
normal	régulier
gerek	besoin
gerek	besoins
gerek	nécessité
sayfa	pages
isim	nommer
isim	nom
isim	noms
isim	dénomination
uzay	espace
pop	pop
sonrası	apres
sonrası	après
sonrası	aprés
mezun	diplômé
mezun	diplômés
mezun	anciens
mezun	diplômée
derece	diplôme
derece	diplômes
derece	degrés
derece	degré
gece	nuit
gece	soirée
gece	soir
emin	confiants
emin	confiante
emin	confiant
muhammed	mahomet
bilgiler	informations
bilgiler	infos
bilgiler	renseignements
çift	doubles
çift	paire
çift	paires
çift	doubler
olay	évènement
olay	incidents
olay	événement
olay	evénement
çalışan	travailleur
çalışan	travailler
çalışan	employé
çalışan	employés
çalışan	salarié
çalışan	collaborateurs
çalışan	travaillant
çalışan	salariés
suriye	syrienne
suriye	syrie
sonuç	résultat
sonuç	résultats
kişisel	personnelles
kişisel	personnel
kişisel	personnelle
kişisel	personnels
yüzde	pourcentage
yüzde	pourcentages
yüzde	pourcent
halen	encore
halen	toujours
site	site
site	bureau
sınıf	classe
dizisi	séquences
dizisi	séquence
seçildi	choisie
seçildi	sélectionnés
seçildi	élue
seçildi	choisi
seçildi	sélectionnées
seçildi	sélectionné
seçildi	élu
seçildi	élus
seçildi	élues
seçildi	sélectionnée
seçildi	choisis
yapılmış	fait
yapılmış	fabriqué
yapılmış	faite
yapılmış	fabriqués
oyunları	jeux
antik	antiquité
antik	ancienne
antik	ancien
antik	anciens
antik	antiquités
teşekkürler	merci
teşekkürler	remerciements
teşekkürler	cordialement
teşekkürler	remerciement
hollanda	hollande
yana	côté
yana	latéraux
yana	latéral
yana	latérale
kategori	catégories
kategori	catégorie
geleneksel	traditionnel
geleneksel	traditionnelle
geleneksel	traditionnelles
geleneksel	traditionnels
altına	sous
kazanan	gagnants
kazanan	gagnante
kazanan	vainqueur
kazanan	lauréat
kazanan	gagnant
savunma	défensive
savunma	défensives
savunma	sensibilisation
savunma	défense
savunma	plaidoyer
savunma	défensif
yedi	mangée
yedi	mangé
yedi	sept
yedi	bouffé
belediyesi	municipalité
polonya	pologne
yaş	âges
yaş	ère
yaş	âge
yapıldı	fait
yapıldı	fabriqué
yapıldı	faite
yapıldı	fabriqués
bilinir	connu
bilinir	connues
bilinir	connue
bilinir	connus
yoğun	occupés
yoğun	denses
yoğun	intensif
yoğun	intensives
yoğun	intenses
yoğun	occupé
yoğun	uti
yoğun	occupée
yoğun	intensifs
yoğun	intense
park	stationnement
isveç	suède
siyasetçi	politicien
edebiyat	littéraire
edebiyat	littérature
edebiyat	littéraires
müzesi	musées
müzesi	musée
et	boeuf
et	viande
et	bœuf
et	viandes
haber	nouveautés
haber	actualité
haber	nouvelles
haber	actualités
tarihli	datée
tarihli	datés
tarihli	daté
annesi	maman
annesi	mère
annesi	mere
kupa	tasse
kupa	gobelet
kupa	trophées
kupa	chope
kupa	coupe
kupa	trophée
verildi	donné
verildi	donnés
klasik	classiques
klasik	millésime
klasik	classique
çalıştı	travaillé
çalıştı	fonctionné
yönetimi	gestion
doğan	née
doğan	naissance
doğan	naître
doğan	faucon
doğan	né
bulundu	trouvées
bulundu	trouvé
bulundu	trouvés
bulundu	trouvée
bulundu	retrouvé
sağ	droit
sağ	droite
dakika	mn
toprak	terre
toprak	crasse
toprak	sols
toprak	terres
toprak	sol
toprak	terrain
toprak	saleté
brezilya	brésil
brezilya	brésiliens
brezilya	brésiliennes
brezilya	brésilien
brezilya	brésilienne
bazen	parfois
bazen	quelquefois
irak	irakienne
irak	irakiens
irak	irak
irak	irakien
siyah	noire
siyah	noires
siyah	noirs
siyah	noir
içeren	contenant
iddia	allégations
iddia	affirmation
iddia	revendication
iddia	revendications
iddia	affirmant
iddia	réclamation
iddia	prétendant
iddia	revendiquer
iddia	réclamations
iddia	créances
iddia	réclamer
okul	ecole
okul	école
doğum	obstétrique
doğum	anniversaires
doğum	maternité
doğum	naissance
doğum	anniversaire
kore	corée
kore	coréen
kore	coréens
kore	coréenne
henüz	pourtant
aittir	appartient
güvenlik	sûreté
güvenlik	securite
güvenlik	sécurité
güvenlik	securité
başkenti	capitale
başkenti	majuscule
başkenti	capitaux
tamamı	entier
tamamı	entiers
tamamı	toutes
tamamı	tout
tamamı	tous
tamamı	toute
hala	tante
hala	toujours
hala	tatie
hala	encore
orada	là
giriş	entrée
giriş	connecter
giriş	introduction
giriş	connexion
camii	mosquée
kuruldu	fondé
kuruldu	établi
kuruldu	établie
kuruldu	établis
kuruldu	fondée
kuruldu	installée
kuruldu	installé
kuruldu	installés
kuruldu	installées
kuruldu	établies
dördüncü	quatrième
dördüncü	quatrièmement
asker	militaires
asker	soldat
asker	militaire
asker	armée
idari	administratifs
idari	administratives
idari	administratif
süleyman	salomon
kaşif	explorateurs
kaşif	explorateur
taşıyan	roulements
taşıyan	portant
enstitüsü	institut
hindistan	inde
hindistan	indes
değişik	différents
değişik	différent
değişik	différentes
değişik	différente
sonradan	ultérieur
dini	religieuses
dini	religieuse
dini	religieux
öğretim	instructif
öğretim	professeurs
öğretim	enseignement
öğretim	faculté
yazı	rédaction
yazı	écriture
yazı	texte
yazı	ecrire
yazı	écrire
yazı	textes
kaynağı	nourrir
kaynağı	sources
kaynağı	fil
dikkat	prudent
dikkat	prudents
takip	piste
takip	suivre
takip	suivez
takip	morceau
takip	pourchasser
takip	suivant
takip	suivantes
takip	repérage
takip	suivi
hak	mérité
hak	mérite
hak	droits
hak	méritait
hak	méritée
hak	méritent
hak	mériter
izin	autorisation
izin	hors
kanalı	chenal
kanalı	canal
kanalı	chaîne
kurulmuş	fondé
kurulmuş	établi
kurulmuş	établie
kurulmuş	établis
kurulmuş	fondée
kurulmuş	établies
şair	poète
şair	poètes
belirli	spécifique
belirli	spécifiques
mahalle	quartier
mahalle	voisinage
astronom	astronome
demir	fer
demir	ancre
demir	ancrage
demir	ancres
demir	ancrer
tıp	médicaux
tıp	médical
tıp	médecine
tıp	médicale
tıp	médicament
tasarımı	concevoir
bilimsel	scientifiques
bilimsel	scientifique
bilimsel	sciences
profili	profil
profili	profils
arka	arrières
arka	revenir
arka	arriere
arka	retour
arka	dos
arka	arrière
eşi	epouse
eşi	femme
eşi	conjoints
eşi	conjoint
eşi	épouse
eşi	époux
aşk	amour
aşk	aime
aşk	aimer
gösterir	présentoirs
gösterir	affichages
sanayi	industriels
sanayi	industrielle
sanayi	industriel
sanayi	industrie
sanayi	industrielles
seyirci	spectateurs
seyirci	spectateur
seyirci	auditoire
seyirci	auditoires
inç	pouces
inç	centimètre
inç	pouce
inç	centimètres
katalog	catalogue
moskova	moscou
isviçre	suisse
geçmiş	passées
geçmiş	passé
geçmiş	passée
geçmiş	historique
geçmiş	histoire
geçmiş	passés
erken	précoce
erken	tôt
aktif	activé
aktif	actifs
aktif	activés
aktif	activée
aktif	actif
aktif	activées
aktif	actives
yönelik	orienté
yönelik	orientée
aydın	éclairé
aydın	éclairée
sarı	jaunes
sarı	blonds
sarı	blond
sarı	jaune
sarı	blondes
üretim	fabrication
adında	nommés
adında	nommé
adında	nommée
etkisi	effets
etkisi	incidence
etkisi	influencer
etkisi	effet
müdürlüğü	direction
yeşil	vertes
yeşil	vert
yeşil	verte
ailesi	familles
ailesi	familiale
ailesi	famille
ortalama	moyen
ortalama	moyennes
ortalama	moyenne
sahne	paysage
sahne	scène
sahne	étape
sahne	stade
insanlar	gens
insanlar	personnes
insanlar	humains
ermeni	arménienne
ermeni	arméniens
ermeni	arménien
tanrı	dieu
parçası	partie
din	religieux
etkin	activé
etkin	actifs
etkin	activés
etkin	activée
etkin	efficace
etkin	efficaces
etkin	actif
etkin	activées
etkin	actives
mümkün	possibles
metin	texte
metin	textes
ilgi	intéressés
ilgi	intérêts
ilgi	intéressé
ilgi	intéressées
ilgi	intérêt
ilgi	intéressée
eğitimi	tutoriel
eğitimi	instructif
eğitimi	entraînement
eğitimi	formation
eğitimi	didacticiel
eğitimi	didacticiels
bilgisayar	ordinateurs
bilgisayar	ordinateur
bilgisayar	informatique
sınırları	limite
sınırları	bordure
sınırları	limites
sınırları	bordures
sınırları	frontières
özgür	gratuit
özgür	gratuitement
özgür	gratuits
özgür	libre
özgür	liberté
parlaklık	brillance
parlaklık	luminosité
vokal	chant
vokal	voix
vokal	vocale
vokal	vocaux
demokratik	démocratiques
demokratik	démocratique
demokratik	démocrate
seçim	choisissez
seçim	choisis
seçim	sélections
seçim	choisir
seçim	élections
seçim	sélection
seçim	choix
seçim	élection
amerikalı	américain
amerikalı	américaines
amerikalı	américaine
amerikalı	américains
sistem	systèmes
sistem	système
şimdi	maintenant
şimdi	désormais
amacı	but
amacı	objet
amacı	objectif
amacı	finalité
özellikleri	attributs
özellikleri	caractéristiques
özellikleri	fonctions
özellikleri	propriétés
özellikleri	fonctionnalités
kg	kilogramme
kg	kilogrammes
britanya	britannique
britanya	britanniques
sosyalist	socialiste
sosyalist	socialistes
dur	arrêt
dur	arrête
dur	arrêtez
dur	arrêter
seçkin	élite
seçkin	distinguée
seçkin	distinguées
seçkin	distingués
seçkin	élites
seçkin	distingué
seçkin	élitiste
mavi	bleue
mavi	bleues
mavi	bleu
mavi	bleus
sovyetler	soviétiques
sovyetler	soviétique
işçi	travailleur
işçi	travailleuse
işçi	travailleurs
işçi	employé
işçi	salarié
işçi	ouvriers
işçi	ouvrier
canlı	vivant
canlı	vivre
canlı	vibrante
canlı	vivantes
canlı	vivants
canlı	vivante
canlı	animé
fatih	conquérant
tercih	préférences
tercih	privilégiées
tercih	préférés
tercih	préférence
tercih	préférée
tercih	choix
tercih	préféré
kişilik	empreinte
kişilik	personnalité
kişilik	greffe
olası	possibles
olası	probable
olası	probablement
boş	blanc
boş	vides
boş	vierge
boş	vide
boş	vider
kadınlar	femelles
kadınlar	féminin
kadınlar	femme
kadınlar	femmes
ara	appel
ara	appelez
ara	chercher
ara	recherches
ara	appelle
ara	recherchez
ara	appeler
ara	recherche
ara	rechercher
kullanarak	utiliser
kullanarak	utilisant
çıkar	supprimez
çıkar	soustraction
çıkar	enlèvent
çıkar	supprimer
çıkar	soustraire
çıkar	retirer
çıkar	soustrait
çıkar	enlever
doğrudan	directs
doğrudan	directement
doğrudan	directe
birlik	unis
birlik	syndicat
birlik	ligue
birlik	unies
birlik	unite
birlik	unie
birlik	unité
adası	île
üniversite	universitaire
üniversite	collège
üniversite	université
üniversite	universités
ismail	ismaël
kopyaları	exemplaires
kopyaları	répliques
kopyaları	copie
sıcak	chaud
sıcak	chaleureux
sıcak	chaude
sıcak	chaleureuses
sıcak	sexy
kim	qui
kim	oms
fransızca	française
fransızca	françaises
fransızca	français
fransızca	francais
alınan	prises
alınan	reçues
alınan	reçue
alınan	reçus
alınan	pris
alınan	prise
alınan	reçu
federasyonu	fédération
bulgaristan	bulgarie
uyum	conformité
uyum	harmonie
uyum	respect
sağlar	permet
sağlar	fournit
kutsal	saint
kutsal	sacrées
kutsal	sacrés
kutsal	saintes
kutsal	sacré
kutsal	sacrée
kutsal	sainte
meclisi	assemblée
meclisi	assemblage
öncesi	pré
öncesi	auparavant
öncesi	avant
programı	horaire
programı	horaires
programı	programme
programı	calendrier
dağı	mont
dağı	monture
dağı	monter
ödül	récompenses
ödül	récompenser
ödül	récompense
ödül	trophées
ödül	distinctions
resimleri	photos
resimleri	images
komünist	communisme
komünist	communiste
komünist	communistes
hayat	vie
üye	membres
üye	adhérents
üye	adhésion
üye	membre
sebep	motif
sebep	raisons
sebep	raison
öne	dynamiser
öne	devant
öne	avant
öne	booster
öne	stimuler
evli	mariées
evli	marié
evli	mariée
evli	mariés
doktor	toubib
doktor	docteur
doktor	médecin
popüler	populaires
popüler	populaire
çıkış	sortir
çıkış	déconnecter
çıkış	sortie
çıkış	quitter
çıkış	déconnexion
kış	hiver
kış	hivers
macaristan	hongroise
macaristan	hongrie
macaristan	hongroises
macaristan	hongrois
taş	roches
taş	pierre
taş	pierres
taş	rochers
taş	rocheux
taş	cailloux
iletişim	contacter
iletişim	contacte
iletişim	contactez
şirket	compagnie
şirket	société
şirket	entreprise
özgün	originale
özgün	originaux
lütfen	veuillez
lütfen	svp
net	limpide
net	effacer
net	clair
model	maquette
şiir	poèmes
şiir	poésie
şiir	poème
öğrenci	étudiants
öğrenci	cadette
öğrenci	cadets
öğrenci	étudiante
öğrenci	etudiant
öğrenci	étudiant
katılım	présence
katılım	participer
katılım	participation
katılım	participant
katılım	participantes
katılım	adhésion
katılım	assiduité
katılım	fréquentation
üyeleri	membres
üyeleri	adhérents
plak	enregistrer
plak	vinyles
plak	vinyle
plak	enregistre
ateş	feu
ateş	fièvre
ateş	incendies
ateş	incendie
kolay	facilité
kolay	facile
kolay	faciles
etiket	étiquette
etiket	autocollants
etiket	balise
etiket	étiquettes
etiket	vignette
etiket	libellé
etiket	autocollant
yayınlandı	publiés
yayınlandı	publié
yayınlandı	publiée
yayınlandı	publiées
tarz	genres
onların	leurs
onların	leur
baba	papa
baba	pére
baba	pere
baba	père
sorun	demander
sorun	demandez
sorun	demande
sorun	perturbation
sorun	problème
sorun	problématique
kızıl	rousses
kızıl	rouges
kızıl	rouge
kızıl	écarlate
kızıl	roux
kızıl	gingembre
kızıl	rousse
kızıl	pourpre
kızıl	rouquin
çoğunlukla	principalement
çoğunlukla	essentiellement
çoğunlukla	surtout
erkekler	homme
erkekler	hommes
erkekler	gars
erkekler	masculins
erkekler	mecs
erkekler	mâles
sonuçlar	résultats
sonuçlar	conséquences
gölü	lac
arapça	arabes
arapça	arabe
koruma	préservation
yapımcı	producteur
yapımcı	producteurs
yapımcı	productrice
zor	difficile
zor	difficiles
zor	dur
zor	rude
zor	dure
zor	coriace
zor	bruts
lisans	licence
lisans	licences
lisans	permis
zengin	riche
zengin	riches
uzak	reculées
uzak	distants
uzak	loin
uzak	lointain
uzak	lointaine
uzak	distante
belçika	belgique
sene	an
sene	annee
sene	année
irlanda	irlande
polis	gendarme
polis	flic
polis	policière
polis	policier
polis	policiers
miktar	quantités
miktar	montant
miktar	quantité
günlük	quotidiens
günlük	revue
günlük	quotidien
günlük	quotidienne
günlük	journal
günlük	agenda
günlük	journalier
günlük	bûche
onları	eux
çizgi	comique
