que	dat
corte	hof
corte	knippen
domingo	zondag
libertad	vrijheden
libertad	vrijheid
vía	spoor
xviii	achttiende
unidades	eenheden
capitán	schipper
capitán	kapitein
capitán	gezagvoerder
políticas	beleid
políticas	politiek
jugó	speelde
jugó	gespeelde
jugó	afgespeeld
jugó	gespeeld
considerado	overwogen
considerado	bedachtzaam
considerado	doordacht
considerado	beschouwd
considerado	attent
comisión	comité
comisión	commissie
lima	limoen
lima	kalk
comienza	begint
velocidad	snelheid
velocidad	toerental
felipe	filips
objetos	voorwerpen
objetos	objecten
escribió	schreef
escribió	schreven
ministerio	ministerie
creado	aangemaakt
creado	gemaakt
creado	geschapen
creado	gecreëerd
xvi	zestiende
oriental	oostelijke
oriental	oostelijk
hermanos	broers
hermanos	broertjes
hermanos	broeders
hermanos	gebroeders
edificios	gebouwen
tierras	aarden
tierras	grond
cosas	spullen
cosas	dingen
cosas	spul
británico	britse
británico	brits
británico	britten
áfrica	afrika
izquierda	links
izquierda	linkse
izquierda	linker
cambios	wijzigingen
cambios	verandering
cambios	veranderingen
cambios	veranderen
cambios	wijzigen
cambios	wijziging
martínez	martínez
alfonso	alfons
lanzado	gelanceerd
lanzado	vrijgelaten
lanzado	vrijgegeven
lanzado	uitgebracht
bandera	spandoek
bandera	vaandel
bandera	vlag
videojuegos	gamen
rica	rijk
rica	rijken
verde	groen
verde	groene
templo	tempel
raza	voortplanten
raza	fokken
raza	ras
avenida	laan
biblioteca	bibliotheek
publicó	gepost
publicó	geplaatste
publicó	geplaatst
rojo	rode
rojo	rood
títulos	waardepapieren
títulos	effecten
títulos	titels
títulos	graden
dijo	gezegd
dijo	zei
reporte	rapporteren
reporte	rapport
reporte	verslag
blancos	wit
blancos	blanken
blancos	doelwitten
blancos	doelstellingen
blancos	witte
blancos	doelen
diez	tien
ángel	engeltje
ángel	engel
ecuador	evenaar
señor	meneer
señor	heer
señor	heere
productos	producten
productos	grondstoffen
productos	produkten
salvador	redder
salvador	verlosser
manos	handen
manos	handjes
carretera	weg
carretera	snelweg
escrito	geschreven
escrito	schriftelijke
industria	industrieën
industria	bedrijfstakken
industria	bedrijfstak
industria	klusjesman
industria	industrie
industria	aannemer
entrenador	koets
entrenador	coachen
entrenador	opleider
entrenador	trainer
palabras	woorden
padres	ouders
padres	vaders
padres	moedermaatschappij
padres	ouder
policía	smeris
policía	politieman
policía	flik
policía	politie
policía	politieagent
líder	leider
fondo	achtergrondinformatie
fondo	achtergrond
fondo	fonds
productor	producent
gira	rondreis
gira	rondleiding
gira	tournee
técnica	technisch
técnica	technicus
técnica	techniek
técnica	technische
ninguna	geen
príncipe	prins
áreas	oppervlakten
áreas	gebieden
encontrar	zoek
encontrar	vinden
encontrar	vind
artista	artiest
artista	kunstenares
artista	kunstenaar
formas	formulieren
formas	vormen
formas	manieren
rafael	raphaël
atlético	atletisch
catedral	kathedraal
generalmente	meestal
generalmente	gewoonlijk
cuarto	vierde
cuarto	kamer
saludos	groeten
saludos	groetjes
temporadas	seizoenen
ambas	allebei
ambas	beiden
ambas	beide
colección	verzameling
colección	inzameling
colección	collectie
colección	verzamelen
cadena	ketting
cadena	keten
cadena	touwtje
cadena	tekenreeks
reyes	koningen
combate	bestrijden
combate	strijd
combate	gevecht
combate	veldslag
combate	slag
mayores	laatstejaars
mayores	ouder
mayores	oudere
mayores	senioren
azul	blauwe
azul	blauw
motivo	motief
motivo	rede
motivo	reden
motivo	pleidooi
líneas	lijnen
pasado	verleden
pasado	voorbij
páginas	bladzijden
españoles	spanjaarden
medida	meting
medida	maatstaf
medida	gemeten
medida	meet
medida	meten
medida	maatregel
medida	metingen
medida	opmeten
medida	afgemeten
influencia	invloed
influencia	beïnvloeding
influencia	beïnvloeden
lago	meer
condiciones	voorwaarden
condiciones	termen
condiciones	condities
condiciones	omstandigheden
oficiales	agenten
oficiales	functionarissen
oficiales	officiers
oficiales	officieren
oficiales	ambtenaren
ocho	acht
fuego	brand
fuego	vuren
fuego	vuur
piedra	rots
piedra	steen
piedra	stenen
piedra	rotsen
piedra	natuursteen
federación	federatie
constitución	grondwet
constitución	constitutie
tratado	verhandeling
tratado	verdrag
razón	reden
razón	rede
mil	duizend
comercio	handelsverkeer
comercio	handel
distancia	afstand
estudiantes	leerling
estudiantes	studenten
estudiantes	leerlingen
episodios	afleveringen
propiedad	eigendom
propiedad	vastgoed
propiedad	eigenschap
económica	economische
económica	economisch
económica	economie
marca	handelsmerk
marca	markeren
marca	merkteken
marca	brandmerk
marca	handelsmerken
marca	merk
marca	markeer
tipos	soorten
tipos	typen
baloncesto	basketbal
contenido	inhoudsopgave
contenido	inhoud
todavía	nog
anteriores	vorige
anteriores	eerdere
anteriores	eerder
anteriores	vorig
anteriores	voorgaande
haciendo	maken
sala	kamer
estrella	ster
viaje	reizen
viaje	reis
rosa	roze
rosa	roos
jóvenes	jongeren
jóvenes	jeugd
jóvenes	jonge
jóvenes	jong
realizado	uitgevoerd
formato	opmaak
formato	formatteren
formato	indeling
formato	formaat
prueba	bewijzen
prueba	bewijs
prueba	proberen
prueba	probeer
prueba	testen
peso	gewicht
cómo	hoe
mal	verkeerd
mal	slechte
mal	verkeerde
mal	kwaad
mal	slechtheid
mal	fout
mal	slecht
jersey	trui
locales	plaatselijk
locales	lokaal
locales	lokale
marco	kader
sep	pz
llega	arriveert
musicales	muzikale
musicales	muzikaal
eduardo	eduard
acerca	ongeveer
acerca	over
duque	hertog
amigo	vriendin
amigo	vriend
empezó	begonnen
empezó	begon
evitar	vermijd
evitar	voorkom
evitar	vermijdt
evitar	vermijding
evitar	vermijden
emperador	keizer
restos	blijft
ingresos	opbrengsten
ingresos	inkomsten
ingresos	inkomen
ingresos	verdiensten
ingresos	ontvangsten
santos	heiligen
obispo	bisschop
obispo	loper
menudo	vaak
menudo	dikwijls
pocos	paar
pocos	weinig
pocos	weinigen
mediados	midden
toma	nemen
toma	neemt
toma	neem
campos	velden
campos	kampen
campos	akkers
mexicano	mexicaans
mexicano	mexicaan
mexicano	mexicaanse
europea	europese
europea	europees
kilómetros	kilometers
kilómetros	kilometer
kilómetros	mijl
kilómetros	mijlen
justicia	justitie
justicia	gerechtigheid
justicia	eerlijkheid
justicia	rechtvaardigheid
justicia	billijkheid
bastante	mooi
señora	vrouwe
señora	meesteres
señora	minnares
señora	dame
señora	mevrouw
deben	moeten
deben	moet
realiza	presteert
realiza	vervult
dic	cio
naturales	natuurlijk
naturales	natuurlijke
alejandro	aleksandr
publicación	publikatie
publicación	bericht
publicación	publiceren
publicación	publicatie
publicación	uitgeverijen
publicación	uitgeverij
publicación	bekendmaking
figura	figuur
soldados	soldaten
soldados	soldaat
soldados	gelast
soldados	gelaste
blanca	wit
blanca	witte
aves	vogeltje
aves	vogel
aves	gevogelte
aves	pluimvee
aves	vogels
pie	voet
hora	uur
hora	uurtje
hora	tijd
amigos	vrienden
numerosos	talrijk
numerosos	talrijke
crítica	critici
crítica	kritische
crítica	criticus
crítica	kritiek
crítica	kritisch
maestro	leraar
maestro	onderwijzer
maestro	lerares
maestro	meester
maestro	docent
maestro	leerkracht
cuba	cubaans
cuba	cubaan
cuba	cubaanse
asia	aziatisch
asia	aziatische
casas	huizen
motor	motor
completo	volle
completo	voltooid
completo	volledige
completo	vol
completo	invullen
completo	compleet
completo	volledig
sencillos	vrijgezellen
trabajó	gewerkt
trabajó	werkte
crecimiento	groei
pequeños	klein
pequeños	kleine
pequeños	smal
autores	schrijvers
autores	auteurs
junta	pakking
junta	bord
junta	bestuur
europeo	europese
europeo	europees
nuevamente	nogmaals
nuevamente	alweer
nuevamente	opnieuw
grado	graad
facultad	faculteit
cataluña	catalonië
extremo	extreem
tradicional	traditionele
tradicional	traditioneel
derecha	rechts
derecha	recht
derecha	juist
niño	kindje
niño	kleuter
niño	peuter
niño	kind
niño	jongen
plantilla	sjabloon
votos	geloften
votos	gelofte
votos	stemmen
votos	stemmingen
banco	bankje
consiguió	heb
consiguió	kreeg
pintura	schilderij
pintura	schilderkunst
pintura	verf
pintura	schilderen
pintura	verven
ruso	rus
ruso	russisch
ruso	russische
cuenca	keerpunt
cuenca	bekken
cuenca	stroomgebied
batería	batterij
batería	drumstel
batería	trommels
batería	trom
batería	vaten
batería	accu
diputados	afgevaardigden
diputados	parlementsleden
diputados	leden
pasa	gebeurt
pasa	passeren
pasa	pasjes
pasa	passeert
andrés	andrej
máximo	maximale
máximo	maximaal
deportes	sporten
representa	vertegenwoordigt
representa	representeert
representa	vertegenwoordigen
recursos	informatiebronnen
recursos	hulpbronnen
recursos	middelen
recursos	bronnen
recursos	hulpbron
misión	missie
compositor	componist
corresponden	corresponderen
futuro	toekomst
futuro	toekomstige
futuro	toekomstig
ángeles	engelen
ángeles	engeltjes
utilizado	gebruikte
utilizado	gebruikt
terminó	geëindigd
terminó	beëindigd
terminó	eindigde
tecnología	technologie
tecnología	technologieën
trabajar	werkend
trabajar	werken
trabajar	arbeid
trabajar	werk
trabajar	werkende
distintos	anders
distintos	verschillend
distintos	verschillende
tiempos	tijden
ramón	ramón
fiesta	partij
fiesta	feest
fiesta	feestje
jardín	tuintje
jardín	tuin
jardín	tuinen
madera	hout
madera	houten
inferior	bodem
inferior	lager
inferior	onderkant
inferior	lagere
mexicana	mexicaans
mexicana	mexicaan
mexicana	mexicaanse
alcanzar	bereiken
frontera	begrenzing
frontera	grens
atención	aandacht
atención	opgelet
atención	attentie
torres	torens
doble	dubbele
doble	dubbel
doble	verdubbelen
doble	tweepersoons
referirse	verwijzen
referirse	verwijs
comandante	gezagvoerder
comandante	commandant
comandante	bevelhebber
comandante	hoofdvak
comandante	majoor
comandante	overste
corazón	hartje
corazón	hart
secretario	griffier
secretario	secretaresse
secretario	secretaris
letras	teksten
letras	letteren
letras	brieven
lenguas	talen
vivo	levend
xvii	zeventiende
encuentro	tegenkomen
encuentro	vergaderen
encuentro	ontmoeting
encuentro	bijeenkomst
encuentro	vergadering
obtener	verkrijgen
obtener	krijg
obtener	krijgen
originalmente	oorspronkelijk
naturaleza	natuur
claro	zeker
claro	helder
claro	duidelijk
existencia	bestaan
guatemala	guatemalteekse
bajos	bas
bajos	baars
bajos	lage
bajos	basgitaar
bajos	laag
aragón	aragón
juega	speel
juega	spelen
juega	speelt
juega	toneelstukken
juega	afspelen
rico	rijk
rico	lekker
rico	rijken
sonido	geluid
usar	gebruik
usar	gebruiken
mensajes	bericht
mensajes	boodschap
mensajes	berichten
mensajes	berichtje
mensajes	boodschappen
firme	teken
firme	firma
firme	ondertekenen
firme	tekenen
firme	onderteken
mesa	tafel
mesa	tafeltje
mesa	tabel
granada	granaatappel
granada	granaat
antiguos	ouden
pasar	passeren
objeto	voorwerp
generales	algemeen
generales	algemene
generales	generaal
generales	generaals
formado	gevormd
formado	gevormde
apertura	openen
apertura	openheid
apertura	diafragma
apertura	openbaarheid
geografía	aardrijkskunde
geografía	geografie
análisis	analyses
análisis	analyse
protección	beschermend
protección	beschermende
protección	bescherming
protección	beschermen
géneros	geslachten
naciones	naties
familias	gezinnen
ferrocarril	spoorlijnen
ferrocarril	spoor
ferrocarril	spoorwegen
ferrocarril	spoorweg
notas	noten
notas	notities
notas	toelichting
notas	aantekeningen
proyectos	projecten
funciones	kenmerken
funciones	functies
corona	kroon
apareció	verscheen
apareció	verschenen
clima	weer
clima	klimaat
guillermo	willem
prensa	druk
prensa	kranten
prensa	dagbladen
prensa	pers
haya	beuk
haya	haag
haya	haagse
haya	beuken
haya	haags
escena	scène
versiones	versies
isabel	elisabeth
numerosas	talrijk
numerosas	talrijke
puerta	deur
puerta	poort
puerta	hek
romano	romeins
romano	romeinse
griego	griekse
griego	grieks
griego	griek
habla	spreken
habla	spreekt
habla	praten
habla	spreek
habla	praat
cierto	waar
cierto	klopt
crisis	crisissen
efectos	gevolgen
efectos	uitwerkingen
efectos	effecten
memoria	geheugen
memoria	herinnering
memoria	herinneringen
orquesta	orkest
creó	aangemaakt
creó	gemaakt
creó	geschapen
creó	gecreëerd
siglos	eeuwen
siglos	eeuwenlang
montaña	berg
montaña	bergen
mantener	houden
mantener	handhaven
mantener	houd
llegada	aankomst
construido	geconstrueerd
construido	gebouwd
construido	gebouwde
berlín	berlijn
llama	bel
llama	bellen
llama	oproep
llama	vlam
llama	vlammen
directamente	recht
directamente	rechtstreekse
directamente	direct
directamente	rechtdoor
directamente	rechtstreeks
directamente	directe
lanzamiento	lancering
lanzamiento	lanceren
lanzamiento	vrijgave
lanzamiento	loslaten
lanzamiento	lanceert
lanzamiento	vrijlating
comité	comité
comité	commissie
capilla	kapel
probablemente	waarschijnlijk
probablemente	waarschijnlijke
larga	lange
larga	lang
bolivia	boliviaanse
poeta	dichter
tradición	tradities
tradición	traditie
podía	kan
podía	kon
provincias	provincies
produce	produceert
autónoma	autonome
autónoma	autonoom
hojas	vellen
hojas	blad
hojas	bladen
hojas	blaadjes
hojas	messen
hojas	blaadje
hojas	lakens
hojas	bladeren
soviética	sovjet
tomar	nemen
tomar	neem
necesario	nodig
necesario	noodzakelijke
necesario	noodzakelijk
filosofía	filosofie
periodista	journaliste
periodista	journalisten
periodista	verslaggever
periodista	journalist
periodista	verslaggeefster
jugar	spelen
jugar	afspelen
jugar	speel
operación	exploitatie
operación	bewerking
operación	operatie
papa	papa
papa	aardappelen
papa	paps
papa	pa
papa	pap
papa	paus
papa	vader
papa	aardappel
firma	ondertekening
firma	handtekening
firma	teken
firma	ondertekenen
firma	tekenen
firma	onderteken
nacionalidad	nationaliteit
nacionalidad	staatsburgerschap
nacionalidad	burgerschap
patrimonio	erfenis
patrimonio	erfgoed
patrimonio	patrimonium
patrimonio	landgoed
regiones	streken
poesía	gedichten
poesía	poëzie
hermana	zusje
hermana	zus
hermana	zuster
alianza	alliantie
alianza	bondgenootschap
alianza	verbond
respuesta	antwoorden
respuesta	beantwoorden
respuesta	reactie
respuesta	antwoord
respuesta	respons
pruebas	bewijzen
pruebas	tests
pruebas	bewijs
pruebas	proeven
pruebas	bewijsmateriaal
pruebas	testen
médico	dokter
médico	medisch
médico	geneesheer
médico	arts
médico	medische
médico	doktor
metro	metro
marina	mariniers
marina	marinier
marina	marine
marina	zeemacht
eventos	gebeurtenissen
eventos	evenementen
exterior	uitwendig
exterior	externe
exterior	buiten
exterior	buitenkant
exterior	extern
músicos	muzikanten
músicos	musici
británica	britse
británica	brits
británica	britten
visto	gespot
visto	keek
visto	bekeken
visto	gekeken
visto	gezien
estudió	bestudeerd
estudió	bestudeerde
estudió	studeerde
suiza	zwitserse
suiza	zwitsers
suiza	zwitserland
coronel	kolonel
parroquia	freguesia
parroquia	parochie
física	fysieke
física	lichamelijke
física	fysica
física	lichamelijk
física	natuurkunde
física	fysiek
presentó	gearchiveerd
presentó	ingediend
presentó	gedeponeerd
presentó	geklasseerd
anteriormente	vroeger
anteriormente	voorheen
anteriormente	eerder
anteriormente	voordien
práctica	oefening
práctica	praktisch
práctica	oefenen
práctica	praktische
práctica	praktijk
práctica	beoefenen
grecia	griekenland
exposición	expositie
exposición	belichting
exposición	bewijsstuk
exposición	tentoonstelling
exposición	blootstelling
industrial	industrieel
asiáticos	aziatisch
asiáticos	aziaten
asiáticos	aziatische
cuadro	schilderij
cuadro	schilderkunst
cuadro	tafeltje
cuadro	tabel
cuadro	schilderen
cuadro	tafel
cuadro	verven
fundada	gegrond
fundada	gesticht
fundada	opgericht
enfermedad	ziekte
colonia	keulen
colonia	kolonie
díaz	díaz
pequeñas	klein
pequeñas	kleine
pequeñas	smal
nación	natie
anunció	aangekondigde
anunció	aangekondigd
anunció	kondigde
extensión	uitbreiding
extensión	verlenging
extensión	extensie
régimen	regime
régimen	regeling
dinero	geld
ahí	er
ahí	daar
suelo	grond
suelo	bodem
suelo	verdieping
suelo	vloer
aparición	opkomst
aparición	verschijning
aparición	uiterlijk
operaciones	transacties
operaciones	operaties
operaciones	bewerkingen
calles	straat
calles	straatjes
calles	straten
hechos	feiten
ambiente	sfeer
ambiente	omgeving
ambiente	milieu
ambiente	atmosfeer
ambiente	dampkring
ambiente	ambiance
pronto	spoedig
pronto	binnenkort
pronto	weldra
pronto	snel
gestión	beheer
gestión	managen
gestión	beheren
recibe	ontvang
recibe	ontvangt
recibe	ontvangen
salida	uitgang
salida	uitvoer
salida	vertrek
salida	stopcontact
salida	uitlaatklep
capítulo	hoofdstuk
italiana	italiaan
italiana	italiaanse
italiana	italiaans
acciones	aandelen
acciones	voorraad
acciones	voorraden
acciones	acties
pertenece	behoort
pertenece	hoort
cristo	christus
medicina	geneesmiddel
medicina	medisch
medicina	geneeskunde
medicina	medische
medicina	medicijnen
evolución	ontwikkelingen
evolución	evolutie
evolución	ontwikkeling
alcanzó	bereikt
alcanzó	piekte
alcanzó	bereikte
modelos	modellen
venta	verkopen
venta	uitverkoop
venta	verkoop
tomó	nam
fundador	stichter
fundador	oprichter
procedencia	bron
procedencia	herkomst
procedencia	oorsprong
ganar	winnen
ganar	winnende
ganar	winnend
pintor	kunstschilder
pintor	schilder
evento	gebeurtenis
evento	evenement
campeonatos	kampioenschappen
campeonatos	kampioenschap
alemana	duits
alemana	duitse
rosario	rozenkrans
menores	minderjarige
menores	minderjarigen
menores	minderjarig
menores	mineur
solamente	alleen
solamente	enkel
solamente	slechts
pertenecían	behoord
pertenecían	behoorde
conocimiento	kennis
conocer	ontmoeten
conocer	ontmoet
términos	voorwaarden
términos	termen
debajo	onder
debajo	eronder
debajo	hieronder
generación	opwekking
generación	generaties
generación	generatie
bronce	bronzen
bronce	messing
