மற்றும்	ve
வகைகள்	tipler
வகைகள்	türler
சீன	çinliler
சீன	çince
சீன	çinli
பொருளாதார	ekonomi
பொருளாதார	ekonomik
இயற்கை	dogal
இயற்கை	doğa
இயற்கை	tabiat
இயற்கை	doğal
தலைமை	reis
தலைமை	liderlik
தலைமை	şef
வேதியியல்	kimya
நிதி	finansman
நிதி	finans
நிதி	maliye
நிதி	finanse
போக்குவரத்து	ulaştırma
போக்குவரத்து	taşıma
போக்குவரத்து	taşıt
போக்குவரத்து	nakliye
போக்குவரத்து	taşımacılık
போக்குவரத்து	ulaşım
புகழ்	bahane
புகழ்	hamd
புகழ்	ün
புகழ்	bahaneler
புகழ்	övgüler
புகழ்	şöhret
புகழ்	övgü
முன்பு	önceden
முன்பு	önceki
முன்பு	öncesi
முன்பு	öncesinde
முன்பு	önce
அதிகமான	yüksek
அதிகமான	çak
அதிகமான	maksimum
அதிகமான	yükseğe
அதிகமான	azami
அதிகமான	yükseklerde
கீழே	alttaki
கீழே	aşağı
கீழே	altta
கீழே	dibi
கீழே	aşağıya
கீழே	aşağıdan
கீழே	dibe
கீழே	aşağıda
கீழே	alt
பிப்ரவரி	şubat
செய்தி	haberler
செய்தி	hikaye
செய்தி	haberleri
செய்தி	masal
செய்தி	ileti
செய்தி	mesajınız
செய்தி	mesaj
செய்தி	haber
செய்தி	hikâye
செய்தி	öykü
செய்தி	mesajı
உதவி	yardim
உதவி	yardım
உதவி	imdat
பிரெஞ்சு	fransızlar
பிரெஞ்சு	fransızca
பிரெஞ்சு	fransız
மலை	dağ
உடன்	ile
செயலாளர்	sekreter
செயலாளர்	bakan
செயலாளர்	sekreteri
வெவ்வேறு	değişik
வெவ்வேறு	farklı
வெவ்வேறு	farkli
வெவ்வேறு	belirgin
படைகள்	kuvvet
படைகள்	askerler
படைகள்	birlikler
படைகள்	güç
படைகள்	zorla
தேர்தலில்	seçim
தேர்தலில்	seçimler
என்ன	ne
பால்	samanyolu
பால்	sütlü
பால்	süt
வீரர்கள்	askerler
வீரர்கள்	oyuncular
அழைக்கப்படும்	aradı
தன்மை	davranış
தன்மை	davranışlar
தன்மை	davranışları
தன்மை	davranışı
மிகப்பெரிய	devasa
மிகப்பெரிய	geniş
மிகப்பெரிய	büyük
மிகப்பெரிய	kocaman
விடுதலைப்	kurtuluş
கணினி	sistemi
கணினி	bilgisayar
கணினி	sistem
வரலாற்று	tarihsel
வரலாற்று	tarihi
இத்தகைய	alışkın
இத்தகைய	alışık
தேவையான	zorunlu
தேவையான	gerekli
தேவையான	gerekiyor
தேவையான	gereklidir
நவீன	süper
நவீன	çağdaş
நவீன	serin
நவீன	havalı
சிகிச்சை	terapi
சிகிச்சை	muamele
சிகிச்சை	tedavisi
சிகிச்சை	tedavi
தொகுதிகள்	engeller
தொகுதிகள்	blok
ஒன்றாக	beraber
ஒன்றாக	birlikte
ஒன்றாக	beraberce
மாநிலம்	devlet
மாநிலம்	eyalet
தற்போதைய	hediye
தற்போதைய	akım
தற்போதைய	güncel
தற்போதைய	mevcut
தற்போதைய	şimdiki
தற்போதைய	akıntı
வருகின்றன	geliyorum
வருகின்றன	geliyor
தேர்வு	seçme
தேர்வு	seç
தேர்வு	seçiniz
தேர்வு	seçimi
தேர்வு	seçin
தேர்வு	seçim
தேர்வு	seçenek
தேர்வு	tercih
பலர்	birçok
ஊர்	şehir
ஊர்	kasaba
அல்ல	olmaz
அல்ல	değil
தூதரகம்	elçilik
தூதரகம்	büyükelçiliği
நோபல்	soylu
நோபல்	asil
முடிவு	bitiş
முடிவு	bitir
முடிவு	sonu
முடிவு	son
முடிவு	sonuç
பத்து	on
கிடைக்கும்	mevcuttur
கிடைக்கும்	müsait
கிடைக்கும்	mevcut
கிடைக்கும்	kullanılabilir
வானூர்தி	uçak
வானூர்தி	uçaklar
வானூர்தி	havacılık
தோற்றம்	bakmak
தோற்றம்	biçim
தோற்றம்	görünüyor
தோற்றம்	görünüş
தோற்றம்	bakıyorum
தோற்றம்	bakıyor
தோற்றம்	stil
தோற்றம்	bak
தோற்றம்	görünüm
தோற்றம்	görünüşü
தோற்றம்	tarz
தோற்றம்	tarzı
தோற்றம்	görünümü
நன்றி	teşekkürler
நன்றி	tesekkurler
நன்றி	sağol
வயது	yaş
வயது	yaşı
அவரை	onu
இதழ்கள்	dergi
இதழ்கள்	magazin
இதழ்கள்	dergiler
தனிப்பட்ட	er
தனிப்பட்ட	şahsi
தனிப்பட்ட	özele
தனிப்பட்ட	özel
தனிப்பட்ட	kişisel
தனிப்பட்ட	eşsiz
தனிப்பட்ட	tekil
தனிப்பட்ட	benzersiz
கோயில்கள்	tapınakları
மென்பொருள்	yazılım
சோவியத்	sovyetler
சோவியத்	sovyet
தேவை	aranıyor
தேவை	lazım
தேவை	lazımdı
தேவை	gerekli
தேவை	zorunlu
தேவை	aranan
தேவை	gerekiyor
தேவை	ihtiyacım
தேவை	gerekliydi
தேவை	ihtiyaç
தேவை	gerek
தேவை	gereklidir
சக்தி	enerji
சக்தி	güç
சக்தி	enerjisi
அவர்களது	onların
அவர்களது	onlarin
இல்லாமல்	onsuz
இல்லாமல்	olmadan
நிகழ்வுகள்	olaylar
நிகழ்வுகள்	etkinlikler
நிகழ்வுகள்	etkinlik
போரில்	savas
போரில்	savaş
போரில்	muharebe
போட்டி	turnuvası
போட்டி	karşılaşma
போட்டி	kibrit
போட்டி	turnuva
போட்டி	maç
போட்டி	rekabet
போட்டி	müsabaka
போட்டி	rakip
போட்டி	yarışması
போட்டி	yarışma
போட்டி	eşleşme
உட்பட	dahil
ஏறத்தாழ	nerdeyse
ஏறத்தாழ	neredeyse
மாகாணம்	il
கொல்லப்பட்டனர்	öldürülmüş
கொல்லப்பட்டனர்	öldürdü
கொல்லப்பட்டனர்	öldürüldü
கொல்லப்பட்டனர்	öldürdüm
க்கு	icin
க்கு	için
கத்தோலிக்க	katolik
மூன்றாவது	üçüncü
மூன்றாவது	üçüncüsü
முந்தைய	önceki
இருந்தாலும்	gerçi
இயக்கம்	operasyonu
இயக்கம்	hareketler
இயக்கம்	hareketlilik
இயக்கம்	ameliyat
இயக்கம்	operasyon
இயக்கம்	hareket
இயக்கம்	işlem
முனைவர்	doktora
குறிப்பிடத்தக்க	önemli
நடிகர்கள்	aktörler
நடிகர்கள்	oyuncular
உரை	yazı
உரை	metin
உரை	mesaj
குறிப்பு	gönderme
குறிப்பு	nota
குறிப்பு	referans
குறிப்பு	not
விருதுகள்	ödül
விருதுகள்	ödülleri
விருதுகள்	ödüller
குறைவான	alçak
குறைவான	düşük
குறைவான	az
கடந்த	son
கடந்த	sonuncu
கடந்த	geçmiş
கடந்த	sonuncusu
ஆண்	erkekler
ஆண்	adamlar
ஆண்	erkek
திறன்	kapasite
திறன்	yeteneği
திறன்	beceri
திறன்	yetenek
திறன்	kapasitesi
கொள்கை	politikası
கொள்கை	ilke
கொள்கை	politikamız
கொள்கை	poliçe
கொள்கை	politika
உங்கள்	senin
உங்கள்	sizin
உரிமை	haklar
உரிமை	mülkiyet
உரிமை	hak
உரிமை	sahipliği
உரிமை	hakları
இல்லாத	ücretsiz
இல்லாத	özgür
இல்லாத	onsuz
இல்லாத	olmadan
இல்லாத	serbest
இல்லாத	bedava
இலக்கியம்	edebiyat
இலக்கியம்	edebiyatı
அடங்கும்	dahil
அடங்கும்	dâhil
அடங்கும்	içerir
வடிவம்	şekli
வடிவம்	biçim
வடிவம்	formatı
வடிவம்	biçimi
வடிவம்	şekil
நாடாளுமன்ற	parlamentosu
நாடாளுமன்ற	parlamento
நாடாளுமன்ற	meclis
வாழ்ந்த	yaşamış
வாழ்ந்த	yaşardı
வாழ்ந்த	yaşadı
ஒன்றை	bir
ஒன்றை	biri
பயிற்சி	eğitici
பயிற்சி	pratik
பயிற்சி	eğitimi
பயிற்சி	alıştırma
பயிற்சி	eğitmen
பயிற்சி	antrenman
பயிற்சி	eğitim
கோட்டை	şato
கோட்டை	kalesi
கோட்டை	kale
உயிர்	yaşam
உயிர்	ömür
உயிர்	hayat
உயிர்	sesli
சேர்த்து	dahil
தீவுகள்	adalar
தீவுகள்	adaları
காந்தி	gandi
எழுத்து	yazma
எழுத்து	yazarlık
எழுத்து	yazı
எழுத்து	karakter
எழுத்து	yazmak
எழுத்து	yazmaya
எழுத்து	betik
எழுத்து	yazım
எழுத்து	karakteri
எழுத்து	senaryo
எழுத்து	heceleme
விளக்கம்	ediniz
விளக்கம்	tarif
விளக்கம்	tanım
விளக்கம்	tanımlama
விளக்கம்	açıklaması
விளக்கம்	açıklama
சூரிய	güneş
எழுதி	yakıcı
எதிரான	karşı
எதிரான	karsi
எதிரான	aleyhinde
எட்டு	sekizi
எட்டு	sekiz
உலகம்	küresel
உலகம்	evrensel
உலகம்	dünya
உலகம்	küre
உலகம்	dunya
ஏனெனில்	çünkü
ஏனெனில்	cünkü
சாதாரண	sade
சாதாரண	apaçık
சாதாரண	yalın
சாதாரண	düz
அரசியல்வாதிகள்	politikacı
அரசியல்வாதிகள்	siyasiler
அரசியல்வாதிகள்	politikacılar
கூடுதல்	ekstra
கூடுதல்	ilave
கூடுதல்	ek
கூடுதல்	fazladan
இந்தி	hintçe
வெளியிடப்பட்டது	yayınlanmış
வெளியிடப்பட்டது	yayınlanan
வெளியிடப்பட்டது	yayınlandı
வெளியிடப்பட்டது	yayımlandı
வெளியிடப்பட்டது	serbest
தாய்	annesi
தாய்	anne
