से	از
लाभ	فواید
लाभ	مزایا
लाभ	منافع
लाभ	سود
लाभ	منفعت
लाभ	مزیت
लाभ	سودش
साम्राज्य	شهریاری
साम्राज्य	امپراتوری
साम्राज्य	امپراطوری
साम्राज्य	امپایر
सदस्यों	اعضای
सदस्यों	اعضا
देवी	دوی
देवी	الهه
भूमि	سرزمین
भूमि	خشکی
व्यापक	استادانه
व्यापक	بسیط
व्यापक	جامع
व्यापक	پهنا
व्यापक	پهناور
व्यापक	وسیع
प्रबंधन	مدیریت
परीक्षण	آزمایش
परीक्षण	تست
परीक्षण	آزمودن
परीक्षण	آزمون
परीक्षण	آزمونهای
अनुसंधान	پژوهش
अनुसंधान	تحقیقات
अनुसंधान	تحقیقاتی
अनुसंधान	تحقیق
आन्ध्र	آندرا
गीत	اهنگ
गीत	ترانه
गीत	شعرای
गीत	شعر
गीत	آهنگ
गीत	نغمه
गीत	آواز
गणना	محاسبه
गणना	محاسبات
गणना	شمارش
निम्न	کم
खोज	اکتشاف
खोज	دیسکاوری
खोज	کشف
खोज	جستجوهای
खोज	جهانگردی
खोज	اکتشافات
खोज	جستجو
सांस्कृतिक	فرهنگی
सांस्कृतिक	مهربانانه
जाति	نژاد
जाति	رحمت
जाति	مسابقه
जाति	کاست
व्यवहार	رفتاری
व्यवहार	رفتار
व्यवहार	رفتارها
व्यवहार	سیرت
योगदान	سهم
प्रतिशत	درصد
प्रतिशत	درصدی
सही	راست
सही	درست
सही	حقیقی
सही	عالی
सही	پرفکت
पुरुष	مردها
पुरुष	مرد
पुरुष	مَرد
पुरुष	انسان
पुरुष	مردان
पुरुष	مردانی
पुरुष	مذکر
पुरुष	نر
मिल	میل
मिल	آسیاب
जनगणना	سرشماری
संबंधी	نسبی
अंतर्गत	تحت
अंतर्गत	زیر
उद्योग	صنعت
उद्योग	صنایع
छोटी	اسمال
छोटी	کم
छोटी	لیتل
छोटी	کوچولو
छोटी	کوچکتر
छोटी	کوتاهی
छोटी	کوچکی
छोटी	اندکی
छोटी	کوچک
छोटी	کوتاه
मदद	کمک
दिशा	جهت
दिशा	قبله
सूचना	اخطار
सूचना	اطلاعات
सूचना	اعلان
सूचना	اطلاعیه
सूचना	معلومات
कमी	عدم
कमी	کمبود
कमी	نداشتن
पत्र	نامهای
पत्र	نامه
पत्र	حرف
राम	رم
राम	رام
राम	راما
नवम्बर	نوامبر
माता	ماتا
पीछे	عقبگرد
पीछे	برگشت
पीछे	عقب
पीछे	پشت
पीछे	باز
दल	سرنشین
दल	جشن
दल	سرنشینان
दल	مهمونی
दल	حزب
दल	احزاب
दल	پارتی
दल	مهمانی
दल	خدمه
मीटर	متری
मीटर	متر
मीटर	کنتور
क्रिया	فعالیتها
क्रिया	اکشن
क्रिया	عمل
क्रिया	فعالیت
क्रिया	اقدام
क्रिया	کنش
गूगल	گوگل+
गूगल	گوگل
कॉलेज	دانشکده
कॉलेज	دانشگاهی
कॉलेज	کالج
कॉलेज	دانشگاه
विवाह	عروسی
विवाह	ازدواج
मैच	کبریت
मैच	تطبیق
मैच	تطابق
मैच	مسابقه
सुधार	بهبودی
सुधार	اصلاح
सुधार	بهبود
सुधार	اصلاحات
समाप्त	انقضای
समाप्त	انقضا
समाप्त	پایان
ब्रिटेन	بریتانیا
दिनों	روزای
दिनों	روزهای
दिनों	روزها
दिनों	روزهایی
दिनों	روزگار
प्रौद्योगिकी	تکنولوژی
प्रौद्योगिकी	فناوری
महत्व	اهمیت
रह	اقامت
रह	موندن
रह	ماندن
नियम	قوانین
नियम	قواعد
नियम	قانون
नियम	قاعده
जन्मे	متولد
जन्मे	زاده
शब्दों	کلمات
शब्दों	واژه
चीनी	چینی
स्वास्थ्य	سلامت
स्वास्थ्य	سلامتی
स्वास्थ्य	بهداشت
सहायक	دستیاری
सहायक	مفید
सहायक	یاوری
सहायक	یاور
सहायक	دستیار
घोषणा	اعلام
घोषणा	حدیث
घोषणा	اعلان
घोषणा	اطلاعیه
उल्लेख	یادی
उपयुक्त	مناسبه
उपयुक्त	مناسب
उपयुक्त	درخور
बंद	نزدیک
बंद	بسته
बंद	خاموش
बंद	بستن
किलोमीटर	کیلومتر
जिसने	که
इंग्लैंड	انگلستان
इंग्लैंड	انگلیس
इंग्लैंड	انگ
धीरे	آهسته
धीरे	تدریج
सार्वजनिक	علنی
सार्वजनिक	عمومی
सार्वजनिक	همگانی
लाख	ملیون
लाख	میلیونی
लाख	میلیون
सफल	موفقیت
सफल	رستگار
सफल	کامیابی
सफल	موفق
सफल	موفقیتهای
पहचान	همانی
पहचान	شناسایی
पहचान	هویت
राष्ट्र	ملت
राष्ट्र	ملتها
राष्ट्र	ملل
राष्ट्र	ملتی
संग्रह	مجموعۀ
संग्रह	بایگانی
संग्रह	آرشیو
संग्रह	مجموعه
भीतर	درون
भीतर	درونت
भीतर	داخل
मौजूद	حاضر
मौजूद	هدیه
रक्त	خونی
रक्त	خون
कांग्रेस	کنگره
सम्मान	مراعات
सम्मान	افتخار
सम्मान	احترام
सम्मान	شرافت
सम्मान	عزت
सम्मान	شرف
नृत्य	رقص
सामूहिक	جمعی
सामूहिक	اشتراکی
स्रोत	منابع
स्रोत	متن
स्रोत	مبدأ
स्रोत	منبع
एकल	تک
एकल	تکی
संकेत	انتن
संकेत	سیگنال
संकेत	راهنمایی
संकेत	اعلان
संकेत	اشاره
संकेत	نماد
संकेत	علامت
मानक	استاندارد
स्वतंत्रता	لیبرتی
स्वतंत्रता	استقلالی
स्वतंत्रता	ازادی
स्वतंत्रता	آزادی
स्वतंत्रता	استقلال
यौगिक	ترکیب
यौगिक	مرکب
विकि	ویکی
विद्यालय	مدرسه
विद्यालय	مکتب
विद्यालय	مدارس
अंतर्राष्ट्रीय	اینترنشنال
अंतर्राष्ट्रीय	جهانی
अंतर्राष्ट्रीय	بینالمللی
विशाल	بزرگی
विशाल	بیکران
विशाल	مسیو
विशाल	پهناور
विशाल	حجیم
विशाल	درشت
विशाल	وسیع
विशाल	بزرگ
गैर	غیر
गैर	عدم
बंगाल	بنگال
कानून	قوانین
कानून	حقوق
कानून	قانون
महान	عالی
महान	عالیه
बल	اجبار
बल	اجباری
बल	نیرو
बल	زور
भाई	داداش
भाई	داداشی
भाई	برادر
तहत	تحت
तहत	زیر
उपचार	درمانهای
उपचार	درمانش
उपचार	معالجه
उपचार	درمان
केन्द्र	مرکزش
केन्द्र	مرکز
केन्द्र	سنتر
अवस्था	ایالت
अवस्था	حالت
अवस्था	دولت
अवस्था	وضعیت
अवस्था	استیت
लागू	کاربردی
निजी	سرباز
निजी	شخصی
निजी	خصوصی
निजी	خلوت
निर्णय	تصمیم
निर्णय	فیصله
निर्णय	تصمیمات
निर्णय	حکم
निर्णय	حاکمیت
निर्णय	قضاوت
निर्णय	قضاوتی
निर्णय	داوری
जॉन	جان
जॉन	یوحنا
मिला	میلا
घंटे	ساعات
घंटे	ساعتهای
घंटे	ساعتها
घंटे	ساعت
वंश	دودمان
वंश	سلسله
प्रारंभिक	مقدماتی
प्रारंभिक	آغازی
प्रारंभिक	آغازین
मुक्त	آزاده
मुक्त	آزاد
मुक्त	رایگان
मुक्त	آزادی
बल्कि	آری
परन्तु	ولی
परन्तु	اما
मनुष्य	مرد
मनुष्य	انسانی
मनुष्य	بشر
मनुष्य	مَرد
मनुष्य	انسان
उपकरण	تجهیزات
उपकरण	دستگاهها
उपकरण	ابزار
उपकरण	ابزارهای
