から	از
ライト	چراغ
ライト	رایت
ライト	سبک
ライト	روشنایی
ライト	نور
大分	اوئیتا
ブルー	بلو
ブルー	کبود
ブルー	آبی
流れ	جریان
宮城	میاگی
改造	دگرگونی
ガス	گس
ガス	گاز
作業	کار
作業	کاری
貨物	باربری
貨物	محموله
貨物	کالاها
貨物	اجناس
貨物	کالاهای
貨物	کالا
市場	مارکیت
市場	مارکت
市場	بازار
市場	بازاری
徳島	توکوشیما
通算	عمری
通算	عمره
サイズ	سایز
サイズ	ابعاد
サイズ	اندازۀ
サイズ	اندازه
翻訳	مترجم
翻訳	ترجمه
配置	استقرار
配置	توافق
配置	کاریابی
配置	تراز
新宿	شینجوکو
コード	کد
そこ	آنجا
安全	ایمن
安全	امن
安全	امان
安全	ایمنی
安全	امنیت
安全	سلامت
番目	سومین
番目	سومی
番目	دومی
番目	سوم
番目	دوم
番目	ثانیه
被害	صدمه
被害	آسیب
商品	محصولاتی
商品	محصولات
商品	کالاها
商品	اجناس
商品	کالاهای
商品	کالا
商品	کالایی
宮崎	میازاکی
詳細	جزئیات
詳細	مفصل
備考	یادداشتهای
備考	نوت
備考	یادداشتها
単位	واحد
単位	یگان
単位	یکا
単位	واحدها
単位	یکای
加藤	کاتو
渡辺	واتانابه
機械	دستگاهها
機械	ماشینها
機械	ماشینی
機械	دستگاه
機械	ماشین
マイ	مای
地元	محلی
出版社	ناشر
これら	اینها
これら	اینا
革命	انقلاب
革命	انقلابی
増加	افزایشی
増加	افزایش
軌道	مدار
農業	زراعت
農業	زراعتی
農業	کشاورزی
北部	شمالی
北部	شمال
条約	معاهدات
条約	عهدنامه
条約	معاهده
条約	پیمان
理論	نظریات
理論	نظریه
理論	فرضیه
理論	تئوری
オーストラリア	استرالیایی
オーストラリア	استرالیا
欧州	اروپای
欧州	اروپا
成長	رشد
賛成	موافق
賛成	موافقم
賛成	موافقت
生物	ارگانیزم
生物	ارگانیسم
生物	زیستی
理解	عقل
戦士	سلحشور
戦士	جنگجوی
戦士	مبارز
戦士	جنگجویان
ジャンル	ژانر
実験	آزمایش
出力	خروجی
師団	واحد
師団	تقسیم
主催	میزبانی
主催	میزبان
茨城	ایباراکی
統一	همبستگی
統一	یگانگی
統一	وحدت
統一	اتحاد
料理	پختن
料理	آشپزی
料理	غذا
料理	خوراک
料理	پخت
料理	غذایی
ブランド	برند
ブランド	براند
首都	سرمایه
首都	پایتخت
報道	نگاری
報道	خبرنگاری
昇格	سازی
山形	یاماگاتا
破壊	ویرانی
破壊	خرابی
破壊	تخریب
破壊	شکستگی
破壊	هلاکت
破壊	نابودی
スタジアム	ورزشگاه
停止	توقف
土地	اراضی
土地	سرزمین
土地	سرزمینهای
土地	خشکی
解散	عزل
解散	انحلال
捜査	تحقیقات
捜査	تحقیق
兄弟	برادران
兄弟	برادرهای
兄弟	داداش
兄弟	برادرها
兄弟	برادر
戦隊	اسکادران
メジャー	ماژور
メジャー	عمده
メジャー	سرگرد
イメージ	تصویر
イメージ	نگاره
イメージ	تصاویر
違い	تفاوت
違い	تفاوتهای
違い	تفاوتها
違い	اختلاف
違い	فرق
軍事	نظامی
軍事	ارتش
軍事	ارتشی
ハン	هان
カラー	رنگهای
カラー	رنگ
カラー	رنگها
チャンネル	کانالهای
チャンネル	کانالها
チャンネル	مجرا
チャンネル	مجرای
チャンネル	چنل
チャンネル	کانال
ドラフト	پیشنویس
ドラフト	حواله
ドラフト	درفت
川崎	کاوازاکی
西部	باختر
西部	غرب
西部	غربی
西部	وست
オランダ	هلند
オランダ	هالند
セット	تنظیم
動物	حیوان
動物	حیوانات
動物	جانوران
動物	حیوانی
住民	یاران
住民	رزیدنت
住民	ساکن
住民	اقامت
住民	ساکنین
住民	مقیم
民族	نژادی
民族	قومی
資本	سرمایه
資本	پایتخت
福井	فوکوئی
あなた	شما
あなた	تو
選択	انتخاب
選択	گزینش
選択	برگزیدن
ジョージ	جورج
ジョージ	گئورگ
ジョージ	جرج
失敗	نارسایی
失敗	مردود
失敗	خرابی
失敗	شکست
標準	استاندارد
ワン	یکی
ワン	یگانه
ワン	یک
清水	شیمیزو
購入	خریدار
購入	بخرم
購入	خرید
購入	خریدن
購入	بخرید
購入	خریداری
ライ	رای
タレント	ذکاوت
タレント	استعدادها
タレント	استعداد
リア	لیر
リア	لیا
階級	رده
階級	درجات
階級	طبقاتی
階級	صف
階級	ردۀ
階級	کلاسی
階級	کلاس
レッド	رد
レッド	قرمز
レッド	سرخ
市長	شهردار
コーチ	مربی
コーチ	مربیگری
コーチ	دلیجان
建物	ساختمانهای
建物	ساختمانی
建物	ساختمان
建物	ساختمانها
建物	ساختن
ジュニア	جونیور
候補	نامزد
候補	کاندید
候補	کاندیدای
朝鮮	کره
自動	خودکار
自動	اتوماتیک
モード	حالتهای
モード	حالت
皇帝	امپراتور
皇帝	امپراطور
分離	تفکیک
分離	جدایی
分離	فراق
分離	جداسازی
挑戦	چالش
改革	اصلاح
改革	اصلاحات
集団	گروه
集団	گروهبندی
集団	گروپ
魔法	جادویی
魔法	سحر
魔法	جادوی
魔法	جادو
修正	اصلاح
修正	رفع
継続	ادامه
地下鉄	مترو
地下鉄	متروی
地下鉄	زیرزمین
地下鉄	زیرزمینی
井上	اینوئه
ブログ	وبلاگ
ブログ	بلاگ
部屋	اتاقی
部屋	اتاقهای
部屋	اتاق
部屋	اطاق
部屋	اتاقها
既に	قبلا
トラック	کامیونت
トラック	وانت
トラック	کامیونی
トラック	کامیونها
トラック	کامیون
トラック	شیار
東部	شرقی
東部	شرق
美術館	موزه
合計	کل
合計	مبلغ
合計	اصل
合計	مجموع
合計	کلا
貢献	سهم
古代	باستان
古代	باستانی
古代	کهن
エンディング	اختتامیه
エンディング	پایان
エンディング	نتیجه
エンディング	پایانی
ユーザー	کاربران
ユーザー	کاربر
バン	وَن
バン	فان
バン	ون
バン	وان
父親	پدری
父親	پدرها
父親	پدر
父親	پدران
バック	باک
批判	انتقاد
批判	انتقادات
批判	نقد
原因	علت
原因	دلیل
植物	پلنت
植物	گیاهی
植物	گیاه
植物	گیاهان
植物	نیروگاه
ショー	نمایش
ショー	شاو
ショー	شا
ボーカル	آوازی
コミック	کمدی
コミック	مصور
コミック	کمیک
毎週	هفتگی
エネルギー	انرژی
ルール	قوانین
ルール	قواعد
ルール	قانون
ルール	قاعده
未来	آینده
未来	اینده
移行	وطن
移行	هجرت
移行	مهاجرت
ユース	جوانان
ユース	جوانی
三菱	میتسوبیشی
週刊	هفتگی
まだ	همچنان
まだ	هنوز
まだ	هنوزم
ダイ	دای
処理	پردازش
処理	پردازی
年齢	عصر
年齢	سن
年齢	سنی
エリア	منطقه
エリア	الیا
エリア	مساحت
エリア	ناحیه
形態	شکلهای
ポーランド	لهستان
シン	گناهی
シン	گناه
作曲家	آهنگساز
作曲家	مؤلف
精神	روح
精神	روحی
精神	اسپریت
日付	تاریخ
日付	تاریخهای
スタート	شروع
スタート	آغاز
範囲	گسترۀ
範囲	دامنه
範囲	گستره
自治体	شهرهای
自治体	دهستانهای
宣伝	ترویج
宣伝	ارتقاء
宣伝	ارتقا
宣伝	ارتقای
宣伝	تبلیغ
宣伝	ترفیع
宣伝	بوست
哲学	فلسفه
財団	بنیاد
財団	پایه
反応	واکنشی
反応	واکنش
教師	اساتید
教師	معلمی
教師	مدرس
教師	آموزگار
教師	معلم
宗教	دین
宗教	مذهب
武器	سلاح
住宅	مسکن
住宅	مسکونی
保存	ذخیرۀ
保存	ذخیره
保存	نجات
岩手	ایواته
辞典	دیکشنری
機関車	لوکوموتیو
機関車	محرکه
緊急	ضروری
緊急	فوری
緊急	فوریه
緊急	اضطراری
緊急	اورژانسی
緊急	اورژانس
地下	زیرزمین
地下	زیرزمینی
連隊	هنگ
ウィキペディア	ویکیپدیا
ウィキペディア	ویکیپدیای
レン	الیکایی
ストーリー	داستانی
ストーリー	قصه
ストーリー	روایت
ストーリー	داستان
ストーリー	داستانها
太陽	سون
太陽	خورشید
太陽	سان
太陽	آفتاب
交換	تبادل
交換	مبادله
交換	معاوضه
保険	بیمه
制限	محدودیتها
制限	محدودیتهای
制限	محدودیت
制限	ممنوع
制限	حد
制限	محدود
キー	کلیدها
キー	کلید
キー	کلیدی
渋谷	شیبویا
栃木	توچیگی
責任	مسئولیتی
責任	مسولیت
責任	مسئولیت
児童	کودک
児童	کودکان
児童	بچه
児童	فرزند
群馬	گونما
フル	پر
フル	پره
フル	سرشار
フル	کاملش
フル	فول
ボール	توپ
ボール	بال
急行	اکسپرس
電力	الکتریسیته
電力	برق
医学	طب
医学	داروها
医学	دارو
医学	طبی
医学	پزشکی
ブラック	سیاه
ブラック	سیاهی
ブラック	بلک
ブラック	مشکی
サー	قربان
サー	آقا
サー	اقا
自己	نفس
自己	بخود
シーン	صحنه
シーン	سکانس
支店	انشعاب
支店	شاخه
支店	برنچ
鳥取	توتوری
管理者	سرپرست
管理者	مدیر
略称	مخفف
オープニング	افتتاح
オープニング	افتتاحیه
ロン	رون
ロン	ران
カリフォルニア	کالیفرنیا
タウン	شهرک
タウン	شهر
タウン	قریه
カバー	جلد
カバー	کاور
カバー	پوشش
コンピュータ	کامپیوترها
コンピュータ	رایانه
コンピュータ	کامپیوتر
取引	تراکنش
取引	معاملات
取引	تجارت
長い	طولانی
長い	دراز
長い	لانگ
禁止	حرام
禁止	ممنوع
禁止	نهی
禁止	ممنوعیت
統計	آمارهای
統計	آمار
強化	تقویت
パン	نون
パン	پن
パン	پان
パン	نان
物理	جسمی
物理	فیزیکی
物理	بدنی
インターネット	اینترنتی
インターネット	اینترنت
和歌山	واکایاما
回避	گریز
藤原	فوجیوارا
パーク	پارک
思想	متفکر
アフリカ	آفریقایی
先生	معلمی
先生	دکتری
先生	داکتر
先生	دکتر
先生	آموزگار
先生	معلم
訓練	تعلیم
訓練	تمرینات
訓練	آموزشی
訓練	اموزش
訓練	تمرین
訓練	آموزش
ハウス	خانه
展示	نمایشگاه
展示	نمایشگاههای
徳川	توکوگاوا
月刊	ماهیانه
月刊	ماهانه
月刊	ماهنامه
検索	جستجو
検索	جستجوی
池田	ایکدا
ポール	پال
ポール	پل
ポール	پاول
ポール	پائول
会員	عضویت
会員	عضوی
会員	عضو
リスト	فهرست
トンネル	تونل
トンネル	تونلی
トンネル	تونلها
チャート	نمودار
チャート	چارت
共通	مشترک
共通	رایج
共通	معمولی
ケン	کن
内部	درونی
内部	داخلی
グリーン	سبز
グリーン	گرین
竣工	تکمیل
戦車	مخزن
戦車	تانکها
戦車	تانک
戦車	تنک
スキー	اسکی
愛称	لقب
消滅	انقراض
ミニ	مینی
機器	تجهیزات
機器	دستگاهها
機器	دستگاهی
機器	دستگاههای
機器	دستگاه
機器	وسایل
機器	وسیله
プロダクション	تولید
スタッフ	کارمندان
スタッフ	عصای
スタッフ	ستاد
いくつか	بعضیها
いくつか	برخی
プログラム	برنامه
プログラム	پروگرام
プログラム	برنامۀ
アカデミー	فرهنگستان
アカデミー	آکادمی
司会	نوترون
司会	مجری
合意	توافق
合意	موافقتنامه
合意	قرارداد
合意	توافقنامه
合意	اجماع
合意	موافق
合意	موافقت
二人	دوتا
二人	دو
改善	بهبودی
改善	بهبود
改善	اصلاحات
文書	نوشتار
文書	سند
文書	اسناد
世代	نسل
ブラジル	برزیلی
ブラジル	برزیل
ネットワーク	شبکه
審査	بازدید
審査	کنکور
審査	مرور
審査	بازبینی
審査	معاینه
ダン	دن
重量	وزن
重量	وزنه
重量	وزنش
観測	رصد
観測	مشاهدات
観測	مشاهده
木村	کیمورا
プレイヤー	بازیکنان
プレイヤー	بازیکن
シャー	شاه
河川	رودخانه
河川	رودهای
河川	ریورز
河川	ریور
河川	رود
河川	رودها
クイズ	آزمون
クイズ	امتحانی
クイズ	امتحان
巨大	بزرگی
巨大	غول
伝統	رسوم
伝統	رسم
伝統	سنت
ナイト	نایت
ナイト	شبها
ナイト	شبی
ナイト	شبانه
ナイト	شوالیه
ナイト	شب
区分	دسته
区分	مقوله
命令	دستورالعمل
命令	فرمان
命令	دستورات
命令	دستور
ジャン	ژان
旅行	سفرها
旅行	مسافرت
旅行	سفری
旅行	سفر
ルー	لو
要求	تقاضا
要求	خاسته
一郎	ایچیرو
後継	جانشین
少ない	کمتر
少ない	کمتری
比較	مقایسه
貴族	اصالت
向上	بهبود
向上	اصلاحات
バトル	بتل
バトル	کارزار
バトル	نبرد
バトル	رزم
ダンス	رقصیدن
ダンス	رقص
資格	صلاحیت
