年	год
技術	технологии
技術	методы
技術	технический
技術	технические
技術	техническое
技術	технологий
技術	технику
技術	технология
主任	режиссёр
主任	директор
主任	режиссер
畢業	окончила
畢業	окончил
畢業	выпускник
畢業	выпускной
設	комплект
設	набор
設	сет
設	установить
機場	аэропортах
機場	аэропорт
機場	аэропорты
威廉	вильгельм
威廉	вильям
威廉	уильям
館	павильон
天主教	католики
天主教	католицизм
天主教	католическая
天主教	католик
天主教	католической
富	богатые
富	богатых
富	богатый
富	богат
富	рич
富	богатая
千	тысячи
千	тысяча
千	тысяч
芬	фин
大部分	большинство
大部分	наиболее
程	чэн
程	ченг
房	комната
她的	её
她的	ей
她的	ее
太平洋	пасифик
太平洋	тихоокеанский
太平洋	тихоокеанского
費	плата
費	плату
費	гонорар
情況	ситуация
情況	положение
