மற்றும்	और
இயேசு	यीशु
இயேசு	ईसा
கருதப்படுகிறது	माना
கருதப்படுகிறது	समझी
நடித்த	अभिनीत
பொதுவான	लोक
பொதுவான	सार्वजनिक
பொதுவான	कॉमन
பொதுவான	जनरल
பொதுவான	पब्लिक
பொதுவான	सामान्य
பொதுவான	जनता
பொதுவான	साधारण
பொதுவான	आम
சமயம்	मजहब
சமயம்	समुदाय
சமயம்	जातियाँ
சமயம்	धर्म
எதிராக	विरुद्ध
எதிராக	विरूद्ध
எதிராக	खिलाफ
காஞ்சிபுரம்	कांचीपुरम
ஸ்ரீ	श्री
விட்டு	छोड़
விட்டு	छोड़ें
பக்கம்	पेज
பக்கம்	पृष्ठ
உள்ளிட்ட	डाला
அதிகம்	आदि
அதிகம்	आलीशान
அதிகம்	हाई
அதிகம்	अधिक
அதிகம்	ज्यादा
அதிகம்	ऊँची
அதிகம்	उच्च
நாட்கள்	दिन
நாட்கள்	दिनों
திருத்தந்தை	पोप
மாற்றம்	परिवर्तन
மாற்றம்	बदलें
மாற்றம்	बदलाव
மாற்றம்	रूपांतरण
கழகம்	सम्बद्धता
கழகம்	संघ
கழகம்	एसोसिएशन
இறுதி	अंत
இறுதி	अंतिम
இறுதி	फाइनल
இறுதி	समाप्ति
இறுதி	समाप्त
இறுதி	फ़ाइनल
இணைய	अंतरजाल
இணைய	इंटरनेट
இணைய	इन्टरनेट
வகைகள்	श्रेणियाँ
வகைகள்	मोड्स
வகைகள்	प्रकार
வகைகள்	श्रेणी
ஒருநாள்	एकदिवसीय
சீன	चाइनीज
சீன	चीनी
பொருளாதார	किफायती
பொருளாதார	आर्थिक
பொருளாதார	अर्थशास्त्र
இயற்கை	प्राकृतिक
இயற்கை	प्रकृति
இயற்கை	स्वाभाविक
இயற்கை	कुदरती
தலைமை	प्रधान
தலைமை	नेतृत्व
தலைமை	मुखिया
தலைமை	मुख्य
தலைமை	प्रमुख
வேதியியல்	रसायन
நிதி	वित्त
போக்குவரத்து	यातायात
போக்குவரத்து	हस्तांतरण
போக்குவரத்து	परिवहन
போக்குவரத்து	ट्रांसपोर्ट
இருந்தன	यहूद
புகழ்	तारीफ़
புகழ்	प्रशंसा
புகழ்	कीर्ति
புகழ்	स्तुति
புகழ்	गुणगान
புகழ்	शोहरत
புகழ்	प्रसिद्धि
புகழ்	तारीफ
புகழ்	बहाने
புகழ்	ख्याति
முன்பு	पहले
அதிகமான	बड़ा
அதிகமான	वृहद
அதிகமான	अधिकतम
அதிகமான	आलीशान
அதிகமான	हाई
அதிகமான	ऊँची
அதிகமான	उच्च
கீழே	नीचे
கீழே	तल
கீழே	bas
கீழே	बॉटम
பிப்ரவரி	फ़रवरी
பிப்ரவரி	फरवरी
செய்தி	संदेश
செய்தி	कहानी
செய்தி	सन्देश
செய்தி	न्यूज़
செய்தி	खबर
செய்தி	स्टोरी
செய்தி	समाचार
செய்தி	न्यूज
உதவி	मदद
உதவி	सहायता
பிரெஞ்சு	फ़्रांसीसी
பிரெஞ்சு	फ्रेंच
பிரெஞ்சு	फ़्रेंच
பிரெஞ்சு	फ्रांसीसी
மலை	पर्वत
மலை	पहाड़
உடன்	साथ
செயலாளர்	सचिव
வெவ்வேறு	अलग
வெவ்வேறு	पृथक
வெவ்வேறு	भिन्न
படைகள்	बल
படைகள்	फ़ोर्स
படைகள்	सैनिकों
தேர்தலில்	चुनाव
என்ன	क्या
என்ன	कया
பால்	मिल्की
பால்	पाल
பால்	मिल्क
பால்	दूध
பால்	पॉल
வீரர்கள்	सैनिकों
வீரர்கள்	सैनिको
வீரர்கள்	खिलाडी
வீரர்கள்	खिलाड़ी
