और	وال
प्रकाश	الخفيفة
प्रकाश	اضواء
प्रकाश	النور
नई	الجديد
नई	جديدة
नई	الاحدث
नई	جدد
नई	احدث
नई	جديد
चिकित्सा	طبية
चिकित्सा	الطبي
चिकित्सा	طبي
चिकित्सा	الطبية
चिकित्सा	العلاج
चिकित्सा	علاج
दूसरी	ثاني
दूसरी	الثاني
दूसरी	الثانيه
दूसरी	ثانيا
दूसरी	تاني
दूसरी	الثانية
कार्यक्रम	برنامج
कार्यक्रम	حدث
कार्यक्रम	الحدث
कार्यक्रम	الاحداث
कार्यक्रम	البرامج
कार्यक्रम	المناسبة
कार्यक्रम	الفعاليات
कार्यक्रम	مناسبات
कार्यक्रम	المناسبات
कार्यक्रम	برامج
कार्यक्रम	احداث
कार्यक्रम	مناسبة
कार्यक्रम	البرنامج
पुराने	قديمه
पुराने	قديم
पुराने	عجوز
पुराने	قديمة
पुराने	الاقدم
पुराने	القديم
सदी	القرن
सदी	قرن
भगवान	لورد
भगवान	ربي
भगवान	اللهم
भगवान	رب
भगवान	جيز
भगवान	الله
लिखा	مكتوب
लिखा	كتب
लिखा	كتبت
लिखा	مكتوبة
लिखा	خطية
संस्थान	معاهد
संस्थान	المعاهد
संस्थान	معهد
संस्थान	المعهد
संस्कृति	ثقافة
संस्कृति	الثقافة
संस्कृति	ثقافته
अंग्रेज़ी	الانكليزية
अंग्रेज़ी	انجليزي
अंग्रेज़ी	بالانكليزية
अंग्रेज़ी	الانجليزية
अंग्रेज़ी	انجليزية
पूर्ण	كامل
पूर्ण	اكتملت
पूर्ण	اكملت
पूर्ण	مثالي
पूर्ण	الكامل
पूर्ण	مثالية
पूर्ण	اكتمل
पूर्ण	ملي
पूर्ण	كاملة
पूर्ण	ممتاز
पूर्ण	الكمال
परिवर्तन	تحويل
परिवर्तन	تحول
परिवर्तन	التغيير
परिवर्तन	التغير
परिवर्तन	تغييرات
परिवर्तन	انتقالية
परिवर्तन	غير
परिवर्तन	تغير
परिवर्तन	التغييرات
परिवर्तन	التحول
परिवर्तन	تغيير
परिवर्तन	التحويل
परिवर्तन	التغيرات
परिवर्तन	الانتقال
परिवर्तन	انتقال
परिवर्तन	تغيرات
टीम	فريق
टीम	الفريق
टीम	فرق
टीम	الفرق
चर्चा	نقاش
चर्चा	النقاش
चर्चा	المناقشة
चर्चा	مناقشة
चर्चा	المناقشات
चर्चा	مناقشات
संगठन	المنظمات
संगठन	التنظيم
संगठन	المنظمة
संगठन	منظمة
संगठन	منظمات
शैली	الاسلوب
शैली	النمط
शैली	ستايل
शैली	اسلوب
तुलना	المقارنة
तुलना	مقارنة
स्कूल	مدرسة
स्कूल	مدرسه
स्कूल	المدرسة
स्कूल	مدارس
स्कूल	المدارس
पुस्तक	كتاب
पुस्तक	الكتاب
लेखक	الكاتبة
लेखक	كاتب
लेखक	مؤلف
लेखक	الكاتب
लेखक	المؤلفين
लेखक	كاتبة
लेखक	المؤلف
संस्करण	اصدارات
संस्करण	الاصدارات
संस्करण	اصدار
संस्करण	الاصدار
संस्करण	الطبعة
संस्करण	النسخة
संस्करण	الطبعات
संस्करण	طبعة
खिलाड़ी	اللاعب
खिलाड़ी	اللاعبين
खिलाड़ी	مشغل
खिलाड़ी	لاعبين
खिलाड़ी	رياضي
खिलाड़ी	لاعب
खिलाड़ी	اللاعبون
ट्रेन	قطارات
ट्रेन	القطار
ट्रेन	القطارات
ट्रेन	قطار
प्रचलित	سائد
प्रचलित	سائدة
आकार	احجام
आकार	القياسات
आकार	الشكل
आकार	الاشكال
आकार	شكل
आकार	المقاسات
आकार	المقاس
आकार	حجم
आकार	الحجم
आकार	اشكال
उत्तरी	الشمالية
उत्तरी	شمالي
उत्तरी	الشمالي
उत्तरी	شمال
सीमा	نطاق
सीमा	الحد
सीमा	سيما
सीमा	النطاق
सीमा	المدى
सीमा	حد
सीमा	حدود
सीमा	الحدود
सीमा	مدى
पश्चिमी	غرب
पश्चिमी	غربية
पश्चिमी	الغربية
पश्चिमी	غربي
व्यवस्था	الترتيبات
व्यवस्था	ترتيبات
व्यवस्था	ترتيب
व्यवस्था	الترتيب
आर्थिक	اقتصادية
राजधानी	العواصم
राजधानी	العاصمة
राजधानी	عواصم
राजधानी	عاصمة
दर्शन	فلسفة
दर्शन	رؤية
दर्शन	الفلسفة
दर्शन	رؤيا
दर्शन	الرؤية
वहाँ	هناك
विधि	الطريقة
विधि	منهج
विधि	القانون
विधि	مود
विधि	الاساليب
विधि	اسلوب
विधि	طريقة
विधि	الوضع
विधि	النمط
विधि	اساليب
विधि	قانون
विधि	الطرائق
विधि	الاسلوب
विधि	المنهج
विधि	نمط
अवधि	الفترة
अवधि	فترة
अवधि	فترات
अवधि	المدة
अवधि	الفترات
अवधि	مدة
दृष्टि	بصرية
दृष्टि	البصرية
दृष्टि	رؤية
दृष्टि	بصري
दृष्टि	رؤيا
दृष्टि	مرئي
दृष्टि	الرؤية
सिद्धांत	العقيدة
सिद्धांत	النظرية
सिद्धांत	نظرية
सिद्धांत	عقيدة
सिद्धांत	مبادئ
सिद्धांत	المبادئ
कलाकार	فنان
कलाकार	الفنان
कलाकार	للفنانين
कलाकार	الفنانين
कलाकार	فنانة
बैंक	البنك
बैंक	البنوك
बैंक	بانكس
बैंक	مصرف
बैंक	المصرف
बैंक	بنك
बैंक	المصارف
बैंक	مصارف
बैंक	بنوك
ज्यादा	اكثر
ज्यादा	مزيد
ज्यादा	اكتر
ज्यादा	المزيد
अंतिम	الاخير
अंतिम	اخير
अंतिम	النهائي
अंतिम	اخر
अंतिम	نهائي
अंतिम	تدوم
अंतिम	الاخيرة
विशिष्ट	الموقر
विशिष्ट	متميز
विशिष्ट	محدد
विशिष्ट	محددة
हिन्दू	الهندوس
लाल	حمراء
लाल	احمر
लाल	الاحمر
लाल	الحمر
पूर्वी	شرق
पूर्वी	شرقية
पूर्वी	ايست
पूर्वी	الشرقية
पूर्वी	الشرق
पूर्वी	شرقي
पूर्वी	شرقا
समर्थन	دعم
समर्थन	الدعم
व्यापार	التجارة
व्यापार	العمل
व्यापार	عمل
व्यापार	الاعمال
व्यापार	تجارة
व्यापार	المتاجرة
व्यापार	التداول
प्रयास	محاولات
प्रयास	المحاولات
प्रयास	مجهود
प्रयास	الجهد
प्रयास	جهد
प्रयास	المجهود
महिला	السيدة
महिला	اناث
महिला	انثى
महिला	سيدة
महिला	امراة
महिला	الانثى
महिला	الاناث
