மற்றும்	и
விளையாடு	играть
பரிமாணங்கள்	размеры
பரிமாணங்கள்	аспекты
சேமிக்கப்படுகிறது	экономия
சேமிக்கப்படுகிறது	спасение
சேமிக்கப்படுகிறது	сохранение
வகுப்புக்கள்	занятия
வகுப்புக்கள்	классы
வெடிக்க	взорваться
சாப்பிட	ешь
ஆஃபினியம்	гафния
சேகரிக்கப்பட்ட	собранные
சேகரிக்கப்பட்ட	собрано
சேகரிக்கப்பட்ட	собрали
சேகரிக்கப்பட்ட	собранная
ஜமால்	джамаль
சொடுக்கி	мышь
சொடுக்கி	мышка
சொடுக்கி	мыши
பேயர்	байер
ஜென்	джен
ஜென்	ген
ஜென்	дзен
கடிய	острый
கடிய	острая
கடிய	острое
கடிய	острой
பாலின்	полин
பாலின்	полина
உழைப்பாளர்	труд
கிளாசிக்	классическая
கிளாசிக்	классика
கிளாசிக்	классические
கிளாசிக்	классический
ஆவியாதல்	испарения
சல்வடோர்	сальвадор
ஒருங்கிணைப்பாளர்	координатор
ஒருங்கிணைப்பாளர்	координатора
பூத்	бут
பூத்	бута
தொலைந்து	потерян
தொலைந்து	потеряна
