ve	そして
iletişim	コンタクト
şirket	会社
özgün	オリジナル
net	クリア
model	モックアップ
öğrenci	生徒
öğrenci	学生
katılım	関与
katılım	傍聴
katılım	出席
katılım	参加
üyeleri	メンバー
üyeleri	メンバ
plak	記録
plak	ビニール
plak	レコード
ateş	火災
ateş	火事
ateş	発熱
ateş	ファイア
kolay	簡単
kolay	易しい
kolay	イージー
kolay	やさしい
etiket	スタンプ
etiket	タグ
etiket	ステッカー
etiket	ラベル
tarz	スタイル
tarz	ジャンル
baba	父親
baba	ダディ
sorun	トラブル
sorun	問題
sorun	発行
sorun	争点
sorun	尋ねる
kızıl	クリムゾン
kızıl	ジンジャー
kızıl	生姜
kızıl	ショウガ
kızıl	赤色
kızıl	スカーレット
kızıl	レッド
kızıl	赤い
kızıl	赤毛
erkekler	メン
erkekler	男性
erkekler	オス
erkekler	みんな
sonuçlar	結論
sonuçlar	結果
koruma	保護
koruma	ボディガード
koruma	ボディーガード
koruma	保全
yapımcı	プロデューサー
zor	厳しい
zor	ラフ
zor	難しい
zor	一生懸命
zor	乱暴
zor	ハード
zor	タフ
lisans	免許
lisans	ライセンス
zengin	金持ち
zengin	リッチ
ömer	オマール
uzak	遠く
uzak	リモート
uzak	遠い
uzak	アウェイ
belçika	ベルギー
sene	イヤー
irlanda	アイルランド
polis	警察
polis	警察官
polis	ポリス
miktar	金額
miktar	数量
günlük	ログ
günlük	日記
günlük	ジャーナル
günlük	デイリー
tarihleri	日付
çizgi	カートゥーン
çizgi	直線
çizgi	コミック
çizgi	ライン
gizli	機密
gizli	隠し
gizli	内密
gizli	秘密
müslüman	イスラム教
müslüman	ムスリム
hayvan	ペット
hayvan	ビースト
hayvan	野獣
hayvan	動物
hayvan	アニマル
soğuk	風邪
soğuk	肌寒い
soğuk	寒い
soğuk	コールド
soğuk	冷たい
çevre	周辺
çevre	環境
kurdu	ウルフ
kurdu	オオカミ
medya	メディア
işgal	侵略
işgal	侵攻
işgal	職業
işgal	占領
birisi	誰か
kaliforniya	カリフォルニア
aşırı	エクストリーム
projesi	プロジェクト
nedeni	理性
nedeni	原因
nedeni	理由
nedeni	動機
anlam	意味
kararı	決断
kararı	決定
proje	プロジェクト
satın	買う
satın	購入
yazım	つづり
yazım	スペル
yazım	スペリング
kamu	公開
kamu	公衆
kamu	パブリック
kişiler	ピープル
uydu	サテライト
uydu	衛星
meclis	国会
meclis	議会
başarı	実績
başarı	事績
başarı	達成
başarı	サクセス
başarı	成功
başarı	功績
basit	シンプル
basit	簡単
basit	単純
kaynaklar	資源
kaynaklar	リソース
kaynaklar	出典
kaynaklar	ソース
gümüş	シルバー
cumhurbaşkanı	社長
cumhurbaşkanı	大統領
cumhurbaşkanı	プレジデント
tanımlamak	定義
alındı	受信
alındı	受け取り
kurtuluş	償還
kurtuluş	救済
kurtuluş	解放
parça	ピース
opera	オペラ
kan	血液
kan	ブラッド
bazıları	いくつか
bazıları	いくらか
bazıları	一部
fiziksel	物理
fiziksel	フィジカル
gazete	新聞
gazete	ペーパー
gazete	用紙
gazete	新聞紙
imparator	エンペラー
imparator	天皇
imparator	皇帝
tahmin	推測
tahmin	予測
tahmin	予報
tahmin	推定
tahmin	予言
tahmin	見積もり
sınıfı	教室
hükümet	政府
içerir	含む
boyu	サイズ
boyu	身長
aşağı	ダウン
aşağı	以下
belki	未定
belki	たぶん
belki	多分
defans	抗弁
defans	防御
defans	ディフェンス
defans	防衛
defans	ディフェンダー
yardımcısı	アシスタント
yardımcısı	バイス
yardımcısı	助手
adaları	諸島
olimpiyatları	オリンピック
almanca	ドイツ語
giden	送信
giden	発信
özerk	自律
neredeyse	ほぼ
neredeyse	ほとんど
araya	再会
yüz	水泳
yüz	フェイス
yüz	泳ぎ
yüz	泳ぐ
cd	cd
çözünürlük	解像度
ad	名称
ad	氏名
ad	名前
araç	ツール
araç	車両
araç	クルマ
araç	乗り物
araç	自動車
araç	道具
araç	工具
birden	突然
direktör	ディレクター
direktör	取締役
direktör	監督
katkıda	寄与
katkıda	貢献
katkıda	出資
olumlu	陽性
olumlu	肯定
olumlu	ポジティブ
anne	ママ
anne	母親
anne	マミー
anne	ミイラ
anne	おかあさん
katılan	出席
ispanyol	ヒスパニック
bitki	植物
bitki	ハーブ
bitki	プラント
sert	厳しい
sert	ラフ
sert	難しい
sert	一生懸命
sert	乱暴
sert	ハード
sert	タフ
değeri	価額
değeri	バリュー
akademisi	アカデミー
yorum	コメント
yorum	解説
ahmed	アフマド
karakter	文字
karakter	キャラクター
karakter	性格
hataları	エラー
aktör	俳優
meksika	メキシカン
meksika	メキシコ
ince	細い
ince	薄い
ince	シンナー
ince	スレンダー
ince	スリム
ince	微妙
yusuf	ヨセフ
amaçlı	多目的
ciddi	深刻
silah	凶器
silah	武器
silah	ガン
silah	兵器
ceza	宣告
ceza	留置
ceza	ペナルティ
ceza	勾留
ceza	センテンス
ceza	処罰
ceza	文章
ceza	拘禁
ceza	収容
özelliği	フィーチャー
özelliği	機能
özelliği	特徴
şampiyonlar	チャンピオン
şampiyonlar	チャンピオンズ
muhtemelen	おそらく
başbakan	プレミア
ukrayna	ウクライナ
gençlik	ユース
gençlik	青春
gençlik	若者
gençlik	青年
saldırı	アサルト
saldırı	攻撃
saldırı	暴行
saldırı	進撃
terk	離れる
terk	ダンプ
terk	廃棄
kaya	ロックス
kaya	岩石
kaya	ロック
sivil	文官
kayıt	レコーディング
kayıt	記録
kayıt	録音
kayıt	登録
kayıt	レジスタ
kayıt	登記
kayıt	レコード
kayıt	原簿
içerik	コンテクスト
içerik	コンテキスト
içerik	内容
içerik	コンテンツ
besteci	作曲家
topluluğu	アンサンブル
piyade	歩兵
dağ	山脈
dağ	山地
dağ	マウンテン
dağılımı	配当
dağılımı	分布
dağılımı	流通
yan	やけど
yan	火傷
yan	サイド
yan	焼き
elektronik	エレクトロニクス
elektronik	エレクトロニック
amatör	アマチュア
sekiz	エイト
yemek	料理
yemek	ディナー
yemek	食べ物
yemek	昼食
yemek	夕食
yemek	ディッシュ
yemek	食事
yemek	食品
yemek	ランチ
yemek	ダイニング
org	オルガン
org	臓器
motor	バイク
motor	エンジン
motor	オートバイ
motor	自転車
motor	アクション
dans	踊る
dans	ダンス
dans	踊り
dans	ダンシング
standart	スタンダード
standart	標準
standart	基準
sarmal	渦巻
sarmal	コイル
sarmal	ヘリカル
sarmal	スパイラル
sarmal	螺旋
sarmal	ヘリックス
orman	ウッズ
orman	フォレスト
orman	森林
orman	ジャングル
şimdiki	プレゼント
şimdiki	現在
ulaşım	輸送
ulaşım	交通
gazi	退役軍人
vakfı	財団
vakfı	ファウンデーション
vakfı	ファンデーション
romanya	ルーマニア
yavaş	スロー
yavaş	簡単
yavaş	イージー
yavaş	ゆっくり
yavaş	易しい
yavaş	やさしい
yavaş	遅い
yavaş	ゆっくりと
uygulama	アプリケーション
uygulama	出願
uygulama	実装
uygulama	実施
uygulama	アプリ
kurum	制度
kurum	機関
kurum	施設
kurum	すす
ekonomi	経済
ülkeler	国々
sonuçları	結果
danimarka	デンマーク
düzenleme	編集
düzenleme	編曲
düzenleme	配置
ada	アイル
baskı	印刷
baskı	気圧
baskı	エディション
baskı	圧力
katkı	寄与
katkı	貢献
katkı	出資
katkı	添加物
ziyaret	訪問
renk	カラー
zarar	損傷
zarar	損害
zarar	損害賠償
zarar	被害
zarar	ダメージ
zarar	害する
yıldırım	ライトニング
yıldırım	サンダー
arjantin	アルゼンチン
kalkınma	開発
kalkınma	発達
teşvik	激励
teşvik	すすめる
teşvik	報奨
teşvik	インセンティブ
teşvik	奨励
seri	シリアル
seri	シリーズ
antlaşması	条約
kale	城塞
kale	要塞
kale	キャッスル
kale	フォート
olimpiyat	オリンピック
sen	あなた
imza	調印
imza	サイン
imza	署名
imza	記号
gereksinim	要件
silinmiş	削除
rusça	ロシア
serisi	シリーズ
fotoğraf	撮影
fotoğraf	写真
fotoğraf	画像
fotoğraf	フォト
boy	サイズ
boy	身長
önceden	以前
önceden	事前
file	ゾウ
müzisyen	ミュージシャン
müzisyen	音楽家
düzenli	レギュラー
içi	インサイド
hafif	軽度
hafif	ライト
hafif	ライトウェイト
hafif	明るい
hafif	軽い
teslim	配達
teslim	提出
teslim	降伏
teslim	デリバリー
teslim	配送
teslim	配信
yoluyla	スルー
kodu	コード
kodu	符号
tahta	木造
tahta	木材
tahta	木製
tahta	ウッド
tahta	ボード
fikir	アイディア
fikir	アイデア
fikir	観念
geçiş	変遷
geçiş	切り替え
geçiş	スイッチ
geçiş	パス
geçiş	転移
geçiş	トランジット
kapalı	閉店
kapalı	オフ
kuruluş	機関
kuruluş	団体
kuruluş	制度
kuruluş	組織
kuruluş	施設
renkli	カラー
renkli	カラフル
kürt	ウルフ
kürt	オオカミ
kürt	クルト
demokrat	民主主義
havalimanı	空港
havalimanı	飛行場
dalga	ウェーブ
dalga	リップル
dalga	波動
belgesel	ドキュメンタリー
sarayı	宮殿
sözleşme	合意
sözleşme	協定
sözleşme	契約
yapım	製作
yapım	プロダクション
yapım	生産
lideri	リーダー
allah	ゴッド
toplumsal	ソーシャル
tekli	独身
tekli	シングル
emekli	年金
emekli	退職
emekli	引退
ilişkili	関連
sırbistan	セルビア
yazılmış	筆記
ediniz	説明
ediniz	解説
şehirler	タウンズ
şehirler	都市
cami	モスク
turizm	ツーリスト
turizm	観光
kalesi	キャッスル
ressam	芸術家
ressam	画家
ressam	アーティスト
uçak	飛行機
uçak	航空機
gerçekten	本当に
beşinci	フィフス
kültürü	文化
kültürü	カルチャー
savaşları	ウォーズ
savaşları	戦争
kurucusu	開祖
kurucusu	創始者
farsça	ペルシャ
lise	高校
üretilen	製造
bas	バス
bas	プレス
bas	ベース
kar	営利
kar	スノー
kar	利益
kar	収益
norveç	ノルウェー
sınır	境界
sınır	限界
sınır	国境
sınır	リミット
sınır	制限
sınır	ボーダー
kendisinin	独学
yoksa	さもなければ
herkes	みんな
gemi	ボート
gemi	船舶
yalnız	孤独
yalnız	寂しい
mühendisliği	工学
mühendisliği	エンジニアリング
gerekçe	動機
etnik	民族
ayı	クマ
program	プログラム
program	スケジュール
program	日程
ikisi	両方
dağları	山脈
dağları	山地
kilise	教会堂
kilise	教会
kilise	チャーチ
sebebi	理性
sebebi	原因
sebebi	理由
sebebi	動機
açılan	オープニング
açılan	開く
albümleri	アルバム
ilişkiler	交際
ilişkiler	リレーション
ilişkiler	リレーションシップ
ilişkiler	関係
nü	ヌード
görüntü	イメージ
görüntü	画像
nükleer	原子力
hakim	ジャッジ
hakim	裁判官
toplum	コミュニティ
toplum	コミュニティー
toplum	社会
şablonu	テンプレート
aziz	セイント
aziz	聖人
hizmetli	召使
hizmetli	守衛
tokat	平手打ち
hacı	ハジ
hacı	土師
hacı	クロス
hacı	十字
hacı	十字架
otomatik	オートマチック
otomatik	自動
otomatik	オート
gaz	気体
gaz	ガス
kaynakları	資源
kaynakları	リソース
kaynakları	出典
kaynakları	ソース
çalışır	ワークス
çalışır	作品
hep	いつも
hep	常に
konser	コンサート
kurucu	開祖
kurucu	創始者
işbirliği	協力
işbirliği	コラボレーション
işbirliği	コラボ
istatistikleri	統計
komedi	喜劇
komedi	コメディ
komedi	コメディー
anlamı	意味
anlamı	手段
buz	フロスト
gazeteci	リポーター
gazeteci	レポーター
gazeteci	ジャーナリスト
yazılan	筆記
hint	インド
oyuncular	選手
oyuncular	演者
oyuncular	ゲーマー
oyuncular	プレイヤー
oyuncular	俳優
kullanıcılar	ユーザ
kullanıcılar	ユーザー
dile	言語
kur	コーラン
kur	クルアーン
kur	ウー
yurt	学寮
atina	アテネ
şah	シャー
şah	チェック
olaylar	イベント
olaylar	行事
felsefe	哲学
pazar	バザール
pazar	マーケット
pazar	市場
pazar	日曜
pazar	日曜日
cevap	答え
cevap	答弁
cevap	応答
cevap	返信
cevap	回答
cevap	レスポンス
dilleri	言語
ağa	アガ
taslak	下書き
taslak	概略
taslak	概説
taslak	ドラフト
taslak	アウトライン
geçerli	応募
geçerli	有効
geçerli	適用
ikili	デュオ
ikili	二重
ikili	バイナリ
ikili	ダブル
kimyasal	化学
isa	キリスト
finlandiya	フィンランド
çağ	時代
kayıp	喪失
kayıp	ロスト
kayıp	損失
ip	ロープ
ip	ストリング
görüş	フィードバック
görüş	視界
hattı	ホットライン
hattı	直線
hattı	ライン
doğa	自然
doğa	ネイチャー
coğrafi	地理
inşaat	建物
inşaat	建設
olumsuz	ネガ
olumsuz	マイナス
olumsuz	ネガティブ
yönetici	支配人
yönetici	取締役
yönetici	監督
yönetici	管理者
yönetici	マネージャー
yönetici	マネージャ
yönetici	店長
yönetici	ディレクター
yönetici	エグゼクティブ
yönetici	管理人
saray	コート
saray	法廷
saray	宮殿
saray	裁判所
katolik	カトリシズム
katolik	カトリック
çağdaş	現代
çağdaş	モダン
faaliyet	アクティビティ
sonu	終了
sonu	エンド
evlilik	ウェディング
evlilik	結婚式
evlilik	婚姻
evlilik	結婚
derin	ディープ
derin	深い
cins	品種
vefat	故人
petrol	石油
petrol	オイル
kuş	バード
kuş	バーディー
kuş	鳥類
alternatif	代替
alternatif	交互
alternatif	オルタナティブ
eşit	イコール
eşit	等しい
teknoloji	技術
teknoloji	テック
teknoloji	テクノロジー
imparatorluk	帝政
imparatorluk	エンパイア
imparatorluk	インペリアル
imparatorluk	帝国
kraliyet	王族
kraliyet	ロイヤル
ölü	デッド
komutan	司令官
altyazı	字幕
altyazı	サブタイトル
öğretmen	先生
öğretmen	教員
öğretmen	教師
hanedanı	王朝
katı	固体
katı	厳重
çeyrek	四半期
çeyrek	クォーター
onur	名誉
olmadan	なし
kalp	心臓
kalp	ハート
türleri	種類
performans	パフォーマンス
performans	興行
performans	性能
bakış	概要
bakış	概観
gelişmiş	強化された
gelişmiş	改良
gelişmiş	上級
bunları	これら
bunları	これらの
millet	ピープル
millet	みんな
koyu	ダーク
koyu	暗い
koyu	入り江
nokta	ドット
nokta	スポット
nokta	ピリオド
nokta	ポイント
nokta	期間
cinsel	性的
dijital	デジタル
halil	カリル
modeli	モデル
plan	スケジュール
plan	日程
plan	計画
plan	プラン
klip	クリップ
akademik	アカデミック
hepsi	すべて
istifa	終了
istifa	辞める
istifa	辞任
istifa	辞職
istifa	辞表
ebu	アブー
idam	処刑
idam	執行
idam	実行
halka	リング
halka	指輪
çek	プル
çek	小切手
çek	チェック
çek	引っ張る
şarkılar	ソング
üyeler	メンバー
üyeler	メンバ
aracı	ツール
aracı	道具
aracı	工具
ihtiyaç	ニーズ
ihtiyaç	必要性
katılıyorum	賛成
test	テスト
çoğunluğu	過半数
zamanlar	タイムズ
akademi	アカデミー
düz	フラット
düz	平野
düz	無地
düz	ストレート
düz	まっすぐ
siyaset	政治
tedavi	トリートメント
tedavi	治癒
tedavi	セラピー
tedavi	待遇
tedavi	治療
dvd	dvd
karmaşık	複雑
karmaşık	コンプレックス
karmaşık	錯体
ağ	ネット
ağ	ネットワーク
ağ	ウェブ
balık	魚類
balık	釣り
balık	フィッシュ
balık	魚釣り
yaşlı	オールド
yaşlı	古い
yaşlı	長老
alanları	フィールド
alanları	フィールズ
geçersiz	無効
geçersiz	ヌル
oluşturulan	作成
basın	プレス
basın	メディア
çelik	スチール
çelik	鋼鉄
karakteri	文字
karakteri	キャラクター
karakteri	性格
cilt	皮膚
cilt	音量
cilt	体積
cilt	スキン
cilt	ボリューム
süresi	期間
değerli	価額
değerli	貴重
değerli	バリュー
değerli	尊い
tasarım	デザイン
tasarım	デザイナー
tasarım	設計
tasarım	意匠
maça	スペード
haçlı	十字軍
dergi	雑誌
dergi	マガジン
makedonya	マケドニア
kaleci	ゴールキーパー
bosna	ボスニア
hücre	セル
aslan	獅子
aslan	レオ
aslan	ライオン
dahi	神童
dahi	天才
voleybol	バレーボール
papa	教皇
davet	招聘
davet	招待
yerleri	場所
yerleri	スポット
yerleri	所在地
derecesi	学位
sabah	モーニング
kırım	クリミア半島
