और	y
महिला	mujer
महिला	senora
परियोजना	proyecto
परियोजना	proyectar
जीवित	vivo
जीवित	sobrevive
जीवित	vivos
जीवित	viva
जीवित	sobrevivir
नामांकन	candidatura
नामांकन	denominación
नामांकन	matriculación
नामांकन	nominación
नामांकन	inscripción
नामांकन	nombramiento
नामांकन	designación
अभिनेता	actores
क्षमता	capacidad
क्षमता	potencial
क्षमता	capacidades
क्षमता	habilidad
क्षमता	potenciales
पाया	encontrados
पाया	encontradas
पाया	hallado
पाया	encontrada
पाया	encontrado
स्पष्ट	obvias
स्पष्ट	obvio
स्पष्ट	evidente
स्पष्ट	obvia
वो	ella
पृथ्वी	tierra
पृथ्वी	terrestre
गति	moción
गति	rapidez
गति	velocidad
गति	sembrado
गति	movimientos
गति	movimiento
गति	sembrando
गति	celeridad
परिणाम	resultados
परिणाम	resultado
लेने	teniendo
लेने	tomando
होगा	voluntad
होगा	testamento
भर	lleno
भर	llenado
पुत्र	hijo
सहित	incluyendo
सहित	incluido
सहित	incluida
सहित	incluidos
शासन	reinado
शासन	régimen
शासन	reinar
शासन	gobierno
शासन	gobernanza
शासन	gobernabilidad
शासन	gobernación
शासन	regla
नियंत्रण	mandos
नियंत्रण	controla
नियंत्रण	controles
नियंत्रण	controlar
प्रभावित	afectado
प्रभावित	afectadas
प्रभावित	afectados
प्रभावित	impresionar
प्रभावित	afectada
प्रभावित	impresionados
प्रभावित	impresionada
प्रभावित	impresionado
प्रभावित	afectó
प्रभावित	impresiona
वर्णन	descripción
क्रिकेट	críquet
क्रिकेट	grillo
योजना	plano
योजना	régimen
योजना	esquema
आरम्भ	comenzando
आरम्भ	comienzo
आरम्भ	empezando
सन	sol
राजनीतिक	político
प्राकृतिक	naturales
प्राकृतिक	naturalidad
स्थानीय	lugareños
स्थानीय	locales
कहानी	narración
कहानी	narrativa
कहानी	historia
वृद्धि	ascensor
वृद्धि	levántate
वृद्धि	escalada
वृद्धि	crecimiento
वृद्धि	incremento
वृद्धि	subida
वृद्धि	aumenta
वृद्धि	aumentar
वृद्धि	levantar
वृद्धि	aumentan
वृद्धि	aumento
सुरक्षा	seguridad
सुरक्षा	inocuidad
सुरक्षा	proteccion
सुरक्षा	protección
लोकप्रिय	populares
कवि	poeta
कवि	poetisa
हिस्सा	parte
पद	posición
पद	rango
पद	posicion
पद	término
हाथ	manos
हाथ	mano
जनता	públicas
जनता	público
जनता	publico
जनता	públicos
विस्तार	expandir
विस्तार	prórroga
विस्तार	expansión
विस्तार	expandirse
विस्तार	prórrogas
विस्तार	ampliaciones
विस्तार	ampliación
विस्तार	extensión
विस्तार	extensiones
विस्तार	ampliar
पूरे	enteras
पूरे	entera
पूरे	enteros
पूरे	entero
द्वितीय	segundos
द्वितीय	segunda
द्वितीय	segundas
द्वितीय	segundo
चुनाव	electorales
चुनाव	opción
चुनाव	elegir
चुनाव	eleccion
चुनाव	elecciones
चुनाव	elección
व्यक्तिगत	individuales
व्यक्तिगत	individualismo
व्यक्तिगत	personales
व्यक्तिगत	individuo
मेल	correspondencia
मेल	correo
दूसरा	segundos
दूसरा	segunda
दूसरा	segundas
दूसरा	segundo
आता	viene
प्रवेश	entrada
प्रवेश	admisión
प्रवेश	ingresando
प्रवेश	entrando
प्रवेश	entrar
यूरोप	europa
शुरुआत	comenzando
शुरुआत	comienzo
शुरुआत	empezando
दूरी	distancia
दूरी	distancias
दूरी	espacio
निर्मित	construidos
निर्मित	creado
निर्मित	construida
निर्मित	construido
निर्मित	creadas
निर्मित	creada
निर्मित	creados
निर्मित	creó
सामग्री	materias
सामग्री	materiales
सामग्री	contenido
सामग्री	material
सामग्री	contenidos
ऊर्जा	energía
ऊर्जा	energías
ऊर्जा	energia
ऊर्जा	energética
घटनाएँ	acontecimientos
घटनाएँ	eventos
वैज्ञानिक	científicas
वैज्ञानिक	científico
वैज्ञानिक	científicos
वैज्ञानिक	científica
वैज्ञानिक	cientifico
उद्देश्य	apunten
उद्देश्य	objetivo
उद्देश्य	finalidad
उद्देश्य	objetivas
उद्देश्य	objetivos
उद्देश्य	propósitos
उद्देश्य	puntería
उद्देश्य	propósito
उद्देश्य	apuntar
उद्देश्य	objetiva
उद्देश्य	proposito
प्रस्तुत	presentada
प्रस्तुत	presentados
प्रस्तुत	presentado
प्रान्त	provincia
ऐतिहासिक	histórico
ऐतिहासिक	histórica
ऐतिहासिक	históricas
ऐतिहासिक	historico
ऐतिहासिक	históricos
सर्वश्रेष्ठ	mejores
सर्वश्रेष्ठ	mejor
धार्मिक	religiosas
धार्मिक	religioso
धार्मिक	religiosos
धार्मिक	religiosa
द्वीप	isla
केंद्र	centrar
केंद्र	centro
जनसंख्या	población
यही	precedentes
यही	precedente
दर	tasa
दर	calificar
सामने	frontal
सामने	delantero
सामने	fachada
सामने	frente
ठीक	bien
ठीक	vale
ठीक	ok
ठीक	okey
ठीक	fino
रेल	ferroviario
रेल	trenes
रेल	ferrocarril
रेल	ferrocarriles
रेल	carril
रेल	ferroviarios
दिए	dados
दिए	dado
पदार्थ	materias
पदार्थ	materiales
पदार्थ	material
पदार्थ	materia
पदार्थ	sustancia
पदार्थ	substancia
तथ्य	hecho
तथ्य	hechos
लाभ	beneficios
लाभ	prestaciones
लाभ	beneficio
लाभ	provecho
लाभ	ventaja
लाभ	ventajas
लाभ	ganancias
लाभ	ganancia
साम्राज्य	monarquía
साम्राज्य	imperio
सदस्यों	miembros
सदस्यों	diputados
देवी	diosa
भूमि	tierras
भूमि	terreno
भूमि	tierra
भूमि	terrenos
व्यापक	elaborada
व्यापक	amplio
व्यापक	amplia
व्यापक	ancho
व्यापक	amplias
व्यापक	elaborado
व्यापक	elaboradas
व्यापक	exhaustiva
व्यापक	exhaustivo
व्यापक	elaborados
प्रबंधन	gestionar
प्रबंधन	administra
प्रबंधन	gestione
प्रबंधन	administrar
प्रबंधन	dirección
प्रबंधन	administración
प्रबंधन	gestión
प्रबंधन	gerencia
परीक्षण	ensayos
परीक्षण	ensayo
परीक्षण	probando
परीक्षण	prueba
परीक्षण	probar
परीक्षण	pruebas
अनुसंधान	investigacion
अनुसंधान	investigación
अनुसंधान	investigaciones
गीत	letra
गीत	canciones
गीत	cantos
गीत	cancion
गीत	canción
गीत	letras
गीत	canto
गणना	calcular
गणना	cálculo
गणना	calcula
गणना	calculada
गणना	cuenta
गणना	cómputo
गणना	calculados
गणना	recuento
गणना	calculo
गणना	conde
गणना	calculado
गणना	calcule
गणना	cálculos
गणना	computación
निम्न	bajas
निम्न	bajos
निम्न	baja
निम्न	bajo
खोज	descubrimiento
खोज	exploración
खोज	descubra
खोज	busque
खोज	descubrimientos
खोज	prospección
