から	출신
ブラジル	브라질
ネットワーク	네트워크
審査	리뷰
審査	검토
審査	검수
審査	시험
審査	검토하기
審査	검사
重量	몸무게가
重量	무게
重量	몸무게
重量	체중
観測	관찰
観測	관측
会場	장소
会場	공연장
プレイヤー	플레이어스
プレイヤー	플레이어
プレイヤー	선수
プレイヤー	재생기
シャー	샤이니
シャー	샤샤
クイズ	퀴즈
巨大	거대
巨大	거대한
巨大	자이언트
伝統	전통
ナイト	기사
ナイト	밤에
ナイト	나이트
区分	분류
区分	범주
区分	카테고리
命令	명령어
命令	주문
旅行	여행
ルー	루키
一郎	이치로
月曜	월요일
比較	비교하기
比較	비교
貴族	귀족
向上	개선
向上	향상
向上	개선하기
バトル	배틀
バトル	전투
日曜	일요일
ダンス	춤추는
ダンス	무용
ダンス	댄싱
ダンス	댄스
資格	자격증
資格	자격
プロデュース	프로듀스
実現	깨달음
実現	실현
ミサイル	유도탄
ミサイル	미사일
セント	센트
文章	문장
ルート	뿌리
ルート	루트
ルート	노선
ルート	경로
到着	도착
到着	입국
トラ	호랑이
トラ	타이거
平和	평화롭고
平和	평화로운
平和	평화
平和	피스
注意	주의
注意	경고
注意	관심
注意	시선
ドラゴン	드래곤즈
ドラゴン	드래곤
ドラゴン	드래곤스
ドラゴン	드래곤볼
一度	한번
今日	오늘
今日	오늘도
集合	설정
集合	세트
集合	집합
コンサート	콘서트
コンサート	연주회
回転	회전
ロボット	로봇과
ロボット	로봇
歩兵	보병
青年	청년
青年	청춘
青年	청소년
青年	젊음
小惑星	소행성
宝塚	다카라즈카
用語	용어
用語	약관
姉妹	여동생
姉妹	언니
姉妹	누나
姉妹	자매
姉妹	자매들
姉妹	시스터스
小さな	작아
小さな	소작
秘密	시크릿
秘密	비밀
操作	작동
操作	작전
操作	운영
残り	남음
一致	성냥
一致	일치하는
一致	일치합니다
一致	매치
一致	일치하기
一致	일치
適用	신청
適用	적용
適用	적용하기
オーストリア	오스트리아인
オーストリア	오스트리아
山梨	야마나시
仲間	동지
仲間	동무
ジャック	젝스키스
ソロ	솔로
フィールド	필드
フィールド	현장
キロ	킬로
キロ	킬로미터
諸島	제도
休止	현수
休止	현수막
休止	서스펜션
メキシコ	멕시코
メキシコ	멕시코인
フォード	포드
福祉	복지
レポート	신고
レポート	보고
レポート	보고서
要素	원소
要素	요소
表明	주장
表明	표명
平日	평일
地図	지도
違反	위반
衛星	위성
衛星	인공위성
性能	성과
性能	성능
性能	공연
カメラ	사진기
カメラ	카메라
役割	역할
野村	노무라
十分	충분히
十分	충분해
十分	충분한
改良	개선
改良	향상
ワイド	넓은
ワイド	넓이
ワイド	와이드
講師	강사
ルイ	루이스
ルイ	루이
曖昧	애매하다
録音	녹음
録音	녹화
サブ	서브
ニッポン	닛폰
読み	읽음
読み	읽는다
読み	읽고
読み	읽어보기
読み	읽기
冒険	어드벤처
冒険	모험
コレクション	콜렉션
コレクション	컬렉션
コレクション	모음집
犯罪	범죄
大陸	대륙
バイパス	바이패스
バイパス	우회
バイパス	우회로
画面	스크린
画面	화면
医師	의사
医師	닥터
国会	국민의회
国会	다이어트
国会	의회
国会	국회
インタビュー	면접
インタビュー	인터뷰
ワシントン	워싱턴
マガジン	매거진
マガジン	잡지
生命	생명
生命	생활
生命	라이프
生命	인생
執行	실행
執行	처형
コミュニティ	공동체
コミュニティ	커뮤니티
弁護士	변호사
危険	위험한
危険	위험
危険	위험하다
健康	보건
健康	건강하게
健康	체력
健康	건강
健康	헬스
健康	건강한
愛媛	에히메
設備	시설
価格	가격
価格	프라이스
価格	가격결정
アニメーション	애니메이션
対立	분쟁
対立	갈등이
対立	충돌
対立	갈등
参考	참고
参考	참조
工学	공학
工学	엔지니어링
母親	엄마
母親	어머니
専攻	전공
専攻	메이저
順位	순위
数学	수학
配給	배급
信号	신호기
信号	신호
信号	시그널
ダイレクト	직접
ダイレクト	다이렉트
ダイレクト	직통
あまり	약간
ゴール	목표
金融	재무
金融	재정
金融	금융
スウェーデン	스웨덴
ミス	미스
ミス	그리워
ロバート	로버트
周囲	둘레
動画	비디오
動画	동영상
広告	광고
佐賀	사가
実行	실행
実行	처형
始める	시작하기
始める	시작
入口	입구
チャンピオン	챔피언
チャンピオン	챔피언십
チャンピオン	챔피언스
日記	일기장
日記	저널
日記	학술지
日記	일기
日記	다이어리
日記	학술
セル	세포
セル	셀프
有効	유효한
有効	유효합니다
有効	활성화
有効	유효
フラン	프랜
フラン	프랑
歌詞	노랫말
サイ	코뿔소
パワー	파워
パワー	권력
パワー	전력
アーティスト	아티스트가
アーティスト	예술가
アーティスト	음악가
アーティスト	아티스트
食品	식품
食品	식량
食品	푸드
食品	음식
サポート	후원
サポート	지원
サポート	지지
午後	오후
ステーション	역시
戦艦	전함
騎士	기사
騎士	나이트
音声	연설
音声	음성
音声	목소리
音声	오디오
遺産	문화유산
権利	권리
トロ	토토로
トロ	토로
学習	학습
学習	배운
学習	배운다
学習	배워
バンク	뱅크
バンク	은행
スコア	점수
スコア	득점
スペース	공간
スペース	스페이스
スペース	우주
スペース	공백
四国	시코쿠
潜水艦	잠수함
人生	생명
人生	생활
人生	라이프
人生	인생
証券	증권
ウェブサイト	웹사이트
コピー	복사
コピー	사본
コピー	카피
コピー	복사본
エピソード	에피소드
イラスト	일러스트
イラスト	삽화
中山	나카야마
すでに	이미
すでに	벌써
収容	헌신
希望	희망
マリア	마리아
航空機	항공기
ジェイ	제이
マシン	머신
マシン	기계
練習	연습
練習	연습생
ソフトウェア	소프트웨어
燃料	연료
再生	재생
再生	재활
古い	늙은
古い	오래된
撤退	후퇴
撤退	금단
撤退	철수
領域	구역
領域	면적
領域	지역
領域	영역
司令官	사령관
司令官	지휘관
司令官	커맨더
防御	방위
防御	방어
防御	국방
防御	디펜스
天使	천사들
天使	천사
天使	엔젤
無料	무료
無料	자유
教室	교실
ビジネス	업체
ビジネス	비즈니스
ビジネス	사업
ジャンプ	점프
友人	친구
ソウル	소울
ソウル	영혼
ソウル	서울
期待	예상
期待	기대
傾向	경향
自転車	자전거
動き	움직임
銀河	갤럭시
銀河	은하
困難	곤란
困難	난이도
困難	어려움
モンスター	괴물
モンスター	괴물이
モンスター	몬스터
供給	공급
アカウント	계좌
アカウント	계정
記憶	추억
記憶	메모리
記憶	기억
記憶	기억력
フィルム	필름
フィルム	영화
ロケット	로켓
低い	낮음
低い	낮은
まとめ	요약
解決	해결
兵器	무기
ウェイ	웨이
ウェイ	웨이팅
はい	예스
北京	베이징
引用	따옴표
引用	인용
サイド	측면
サイド	사이드
トリ	토리
原則	원칙
原則	원리
ラブ	사랑
ラブ	러브
株式	재고
株式	공유
株式	주식
信頼	자신감
信頼	신탁
信頼	신뢰
分析	분석하기
分析	해석
分析	해석학
分析	분석
収入	수입
収入	수익
収入	소득
ベルリン	베를린
流れる	흐르는
惑星	행성
惑星	플래닛
同時	동시
中野	나카노
ルイス	루이스
ルイス	루이
目標	목표
しばしば	자주
裁判所	재판소
裁判所	법원
裁判所	법정
計算	계산법
計算	계산
計算	계산하기
計算	컴퓨팅
テスト	시험
テスト	테스트
テスト	검사
意識	의식
呼称	명명
物質	물질
許可	허용
許可	허가
許可	허락
許可	허용하기
許可	권한
回復	복구
回復	회복
画家	화가
中止	중단
中止	중지
拡張	연장
拡張	확장
拡張	확장자
大きい	대형
ハート	심장
ハート	하트
ハート	마음
メン	남성
メン	멘트
メン	남자
治療	치료법
治療	치료
治療	시술
固定	고정
マイケル	미카엘
マイケル	마이클
マイケル	미하엘
観客	관객
観客	관람객
観客	타겟
観客	구경꾼
免許	라이센스
免許	면허
免許	허가서
免許	라이선스
装甲	기갑
装甲	갑옷
寺院	신전
寺院	템플
寺院	사원
占領	점령
青春	청년
青春	청춘
青春	청소년
青春	젊음
佐々木	사사키
背景	배경색
背景	배경
比較的	상대적으로
準備	준비하기
準備	준비
アート	미술
アート	아트
アート	예술
規格	표준
スイス	스위스
除去	제거
形状	형태
形状	모양
シアター	연극
シアター	영화관
シアター	극장
知事	주지사
崩壊	붕괴
崩壊	축소
最新	최신
最新	최근
キリスト教	크리스티안
キリスト教	기독교
キリスト教	크리스찬
キリスト教	크리스천
交渉	협상
武田	다케다
マスター	마스터스
マスター	마스터
アナ	아나
アナ	안나
最近	최근에
最近	최근
アウト	아웃
協定	협약
協定	합의
協定	동의
協定	협정
スクール	학원
スクール	학교는
スクール	스쿨
スクール	학교
推定	추정
協議	협의
協議	상담
吸収	흡수
ダウン	다운
ダウン	아래로
処分	기질
大佐	대령
軍団	군단
高松	다카마쓰
遺跡	폐허
ケイ	케이
中間	중간
アクション	활동
アクション	행동
アクション	동작
アクション	액션
アクション	작업
検証	검증
検証	인증
検証	확인
上野	우에노
認識	인식
逮捕	체포
オフ	끄기
金属	메탈
金属	금속
バラ	로즈
バラ	장미
消防	소방
松山	마쓰야마
拒否	쇠퇴
拒否	거부
拒否	부정
拒否	거절
ボス	보스
ボス	사장님
戦略	전략
ゴールデン	황금
ゴールデン	골든
トル	토루
クロス	십자가
クロス	크로스
クロス	십자
クロス	교차
興行	연예인
興行	성과
興行	성능
興行	엔터테이너
興行	공연
スケート	스케이트보드
スケート	스케이트
解除	취소
関数	함수
負傷	부상당한
ソビエト	소련
ガール	소녀
フランク	프랭크
フランク	프랑크
ハンガリー	헝가리
職員	공식
職員	직원
ポート	포트
ポート	항구
検査	시험
検査	검사
検査	점검
ホワイト	하얀
ホワイト	화이트
ホワイト	흰색
ホワイト	하얗게
ホワイト	하얀색
ミックス	혼합
ミックス	엇갈린다
ミックス	믹스
ミックス	섞어
資金	자금
資金	기금
資金	펀드
質問	질문
閉鎖	폐쇄
閉鎖	닫힘
演劇	연극
演劇	영화관
演劇	극장
言及	언급하기
言及	언급
ギリシャ	그리스
金曜日	금요일
金曜日	프라이데이
ライフ	생명
ライフ	생활
ライフ	라이프
ライフ	인생
否定	부정
否定	거부
大使	대사
広場	정사각형
広場	제곱
広場	광장
広場	사각형
広場	스퀘어
ヤング	영영
ヤング	젊은
ヘンリー	헨리
常に	언제나
常に	항상
振興	선진
爆発	폭발
売上	매출
売上	판매
売上	영업
モスクワ	모스크바
重複	중복
重複	복제
重複	겹치기
重複	복사
さくら	사쿠라
橋本	하시모토
概念	컨셉
概念	개념
パート	부품
パート	부분
パート	파트
危機	위기
ドライバー	운전사
ドライバー	드라이버
ドライバー	운전자
裁判	재판
巨人	거대
巨人	자이언츠
巨人	자이언트
トーナメント	토너먼트
トーナメント	대회
北東	북동
北東	북동부
エース	에이스
アクセス	접근
アクセス	액세스
アクセス	접속
安定	안정화
安定	안정
安定	안정환
安定	안정성
安定	안정적
青山	아오야마
調整	조정
不足	부족
解釈	해석
岡田	오카다
買収	습득
買収	획득
買収	수집
買収	인수
募集	모집
募集	채용
ホームページ	홈페이지
プレイ	놀기
プレイ	재생
プレイ	플레이
プレイ	연주
ビット	비트
日曜日	일요일
注目	관심
注目	대표
注目	추천
注目	주의
注目	시선
分布	배포판
分布	분배
分布	분포
分布	배포
太田	오타
パス	패스
パス	경로
ミュージシャン	연주자
ミュージシャン	음악가
ミュージシャン	뮤지션
リーダー	리더
リーダー	지도자
リーダー	독자
ファイナル	기말고사
ファイナル	파이널
ファイナル	결승전
ファイナル	결승
コモ	코모
ポルトガル	포르투갈
高度	고도
テニス	테니스
結合	채권
結合	결합
結合	본드
知識	지식
知識	지식인
ライセンス	라이센스
ライセンス	사용권
ライセンス	허가서
