और	и
बुबेर	бубер
कॉलिन	колен
कॉलिन	колин
कॉलिन	колина
तकनीशियन	техник
तकनीशियन	техника
ड्रेसिंग	одеваться
सजाने	украшать
सजाने	украсить
पहाड़िया	жутко
एक्टर	актёр
एक्टर	актер
टूटा	сломан
टूटा	сломана
विडंबना	ирония
कैंची	ножницы
बोर्डिंग	посадка
ज्ञानमीमांसा	эпистемология
वोल्गा	волга
आयलर	эйлера
बैरीमोर	бэрримор
भाला	копье
आतिशबाजी	фейерверки
आतिशबाजी	салют
आतिशबाजी	фейерверк
एड्रियन	адриан
एड्रियन	эдриен
