から	จาก
無料	ว่าง
無料	เสรี
教室	ห้องเรียน
ビジネス	กิจการ
ビジネス	ธุรกิจ
ジャンプ	กระโดด
ジャンプ	โดด
友人	เพื่อน
ソウル	วิญญาณ
ソウル	โซล
滋賀	ชิง
期待	คาด
自転車	จักรยาน
供給	จัดหา
アカウント	บัญชี
フィルム	ฟิล์ม
フィルム	ภาพยนตร์
ロケット	จรวด
低い	โลว์
低い	ต่ำ
まとめ	สรุป
兵器	อาวุธ
ウェイ	ทาง
ウェイ	วิถี
ウェイ	หนทาง
ウェイ	วิธี
はい	ใช่
北京	ปักกิ่ง
引用	อ้างอิง
引用	คำคม
サイド	ข้าง
サイド	ไซด์
サイド	ด้าน
ラブ	ชอบ
ラブ	รัก
株式	หุ้น
株式	สต๊อก
株式	แชร์
信頼	มั่นใจ
信頼	ไว้ใจ
信頼	ใจ
分析	วิเคราะห์
収入	รายรับ
ベルリン	เบอร์ลิน
流れる	ไหล
ルイス	หลุยส์
しばしば	บ่อยๆ
しばしば	มัก
しばしば	บ่อย
裁判所	สำนัก
裁判所	ศาล
計算	คำนวณ
バイ	บาย
テスト	ทดสอบ
テスト	สอบ
意識	สติ
意識	จิตสำนึก
物質	สำคัญ
物質	สาร
許可	สิทธิ์
許可	อนุญาต
回復	กู้
画家	จิตรกร
中止	ยกเลิก
書籍	หนังสือ
大きい	บิ๊ก
大きい	ใหญ่
ハート	หัวใจ
ハート	ฮาร์ต
ハート	ฮาร์ท
ハート	ใจ
メン	ผู้ชาย
メン	บุรุษ
メン	ชาย
治療	บำบัด
固定	ตายตัว
固定	ซ่อมแซม
マイケル	ไมเคิล
マイケル	ไมเคิ้ล
装甲	เกราะ
寺院	วัด
寺院	วิหาร
占領	อาชีพ
準備	เตรียม
アート	อาร์ท
アート	อาร์ต
アート	ศิลปะ
規格	มาตรฐาน
スイス	สวิสเซอร์แลนด์
崩壊	ถล่ม
崩壊	ยุบ
崩壊	ย่อ
最新	ล่าสุด
キリスト教	คริสเตียน
マスター	อาจารย์
最近	ล่าสุด
アウト	ออก
スクール	โรงเรียน
吸収	หมก
ダウン	ลง
ダウン	ดาวน์
事務	กิจการ
ブック	สมุด
ブック	หนังสือ
軍団	คอร์ป
ケイ	เคย์
ケイ	เค
中間	กลาง
検証	ยืนยัน
逮捕	จับกุม
オフ	ปิด
オフ	ออก
金属	เหล็ก
金属	โลหะ
トーク	พูด
トーク	คุย
バラ	โรส
バラ	โร
バラ	กุหลาบ
拒否	ปฏิเสธ
戦略	ยุทธวิธี
戦略	ยุทธศาสตร์
戦略	กลยุทธ์
ゴールデン	ทองคำ
ゴールデン	โกลเด้น
クロス	กางเขน
クロス	ข้าม
興行	ประสิทธิภาพ
関数	ฟังก์ชัน
ソビエト	โซเวียต
ガール	สาว
ハンガリー	ฮังการี
職員	พนักงาน
職員	บุคลากร
職員	ทางการ
職員	ลูกจ้าง
ポート	ท่าเรือ
ポート	พอร์ต
ホワイト	ขาว
ホワイト	ไวท์
ミックス	มิกซ์
ミックス	ผสม
資金	กองทุน
質問	คำถาม
ギリシャ	กรีซ
金曜日	ศุกร์
ライフ	ชีวิต
大使	ทูต
広場	ตาราง
ビッグ	บิ๊ก
ビッグ	ใหญ่
ヤング	ยัง
常に	ตลอด
常に	เสมอ
常に	มัก
爆発	ระเบิด
さくら	ซากุระ
概念	แนวคิด
パート	ส่วน
パート	ภาค
危機	วิกฤตการณ์
危機	วิกฤต
危機	วิกฤติ
ドライバー	ไดรเวอร์
巨人	ยักษ์
安定	มั่นคง
安定	เสถียรภาพ
調整	ปรับ
不足	ขาดแคลน
不足	ขาด
解釈	ตีความ
解釈	ทำนาย
根拠	บริเวณ
ホームページ	โฮมเพจ
プレイ	เล่น
ビット	กัด
ビット	บิต
日曜日	อาทิตย์
注目	ใส่ใจ
注目	แนะนำ
注目	สนใจ
国王	ราชา
国王	คิง
国王	กษัตริย์
パス	ผ่าน
パス	พาธ
リーダー	ผู้นำ
与える	ให้
与える	มอบ
ポルトガル	โปรตุเกส
テニス	เทนนิส
ゆき	ยูกิ
結合	สายใย
結合	พันธบัตร
結合	บอนด์
結合	พันธะ
メール	จดหมาย
メール	อีเมล
メール	อีเมล์
赤い	เรด
赤い	แดง
クリア	ชัดเจน
クリア	เคลียร์
クリア	ล้าง
アリ	อารี
アリ	มด
アリ	อาลิ
アリ	อารีย์
バスケットボール	บาสเกตบอล
新規	ใหม่
新規	นิว
土曜日	เสาร์
ヤン	ยัน
ヤン	แจน
都道府県	รัฐ
都道府県	สภาพ
隊長	กัปตัน
規制	ระเบียบ
オペラ	เปร่า
カイ	ไค
みんな	พวก
駐車	จอด
女王	ควีน
女王	ราชินี
木曜	พฤหัสบดี
木曜	พฤหัส
木曜	พฤหัสฯ
合成	สังเคราะห์
ミン	มิน
ローズ	โรส
ローズ	โร
ローズ	กุหลาบ
数字	ตัวเลข
数字	หมายเลข
上海	เซี่ยงไฮ้
国旗	ธงชาติ
国旗	ธง
人類	มนุษยธรรม
人類	มนุษยชาติ
現象	ปรากฏการณ์
二つ	สอง
証明	พิสูจน์
祭り	เทศกาล
ジェームズ	เจมส์
ゴールド	ทองคำ
ゴールド	โกลด์
ゴールド	ทอง
社員	พนักงาน
社員	ลูกจ้าง
エア	แอร์
エア	อากาศ
原子力	นิวเคลียร์
アイルランド	ไอร์แลนด์
ボタン	ปุ่ม
ボタン	กระดุม
プロフィール	โปรไฟล์
仏教	พระพุทธ
仏教	พุทธ
ストリート	ถนน
ロス	รอส
サウンド	เสียง
ベトナム	เวียดนาม
生成	สร้าง
境界	ขอบเขต
続ける	ต่อ
インチ	นิ้ว
体験	ประสบการณ์
アメリカン	อเมริกัน
ブレーキ	เบรก
ブレーキ	เบรค
兵士	ทหาร
石油	น้ำมัน
バレーボール	วอลเลย์บอล
バレーボール	วอลเล่ย์
リード	ตะกั่ว
リード	นำ
リード	รีด
ゴルフ	กอล์ฟ
シート	ผ้าปูที่นอน
ミッション	ภารกิจ
ミッション	ทูต
人形	ตุ๊กตา
ミュージカル	มิวสิค
スリー	สาม
現場	ฉาก
エジプト	อียิปต์
プレミアム	พรีเมียม
将来	อนาคต
将来	ต่อๆ
身体	ร่าง
身体	ร่างกาย
身体	กาย
地理	ภูมิศาสตร์
百万	ล้าน
合格	ผ่าน
フランス語	ฝรั่งเศส
パイロット	นักบิน
トルコ	ตุรกี
ウクライナ	ยูเครน
ディスク	แผ่น
ディスク	ดิสก์
次元	มิติ
シカゴ	ชิคาโก
パーソナリティ	บุคลิกลักษณะ
パーソナリティ	บุคลิกภาพ
パーソナリティ	บุคลิก
国籍	สัญชาติ
称号	ชื่อ
敗北	ปราชัย
敗北	ปราบ
セン	เซ็น
セン	เสน
セン	เซน
規則	กติกา
規則	กฎ
規則	กฏ
クラシック	คลาสสิค
車線	เลน
機会	โอกาส
大隊	กองพัน
スカイ	ฟ้า
スカイ	ท้องฟ้า
ドリーム	ฝัน
ソニー	ซันนี่
ロゴ	โลโก้
コア	แกน
コア	หลัก
学期	เทอม
古典	คลาสสิค
大人	ผู้ใหญ่
海岸	ชายฝั่ง
海岸	ฝั่ง
ボックス	ช่อง
ボックス	กล่อง
神話	ตำนาน
フィギュア	ตัวเลข
フィギュア	คิด
柔道	ยูโด
支部	สาขา
どこ	ที่ไหน
貿易	เทรด
貿易	ค้า
貿易	แลก
挿入	แทรก
敷地	ไซต์
マッチ	แมตช์
空気	แอร์
空気	อากาศ
快速	รถไฟฟ้า
譲渡	โอน
セイ	พูด
セイ	กล่าว
投資	ลงทุน
ミステリー	ลึกลับ
ミステリー	ปริศนา
ミステリー	ลี้ลับ
小川	ลำธาร
疑問	คำถาม
キャンパス	มหาวิทยาลัย
キャンパス	วิทยาลัย
キャンパス	วิทยาเขต
ゲート	เกท
ゲート	เกต
恋人	คู่รัก
ノース	เหนือ
ノース	อุดร
ロング	นาน
ロング	ยาว
ナショナル	ชาติ
別名	นามแฝง
話題	หัวข้อ
水曜	พุธ
本体	ร่าง
本体	ร่างกาย
本体	กาย
テキサス	เทกซัส
テキサス	เท็กซัส
反乱	กบฏ
消費	บริโภค
ジャズ	แจ๊ซ
ジャズ	แจ๊ส
利益	ประโยชน์
利益	กำไร
爆弾	ระเบิด
文芸	วรรณคดี
文芸	วรรณกรรม
側面	สัดส่วน
患者	คนไข้
患者	อดทน
カット	ตัด
カット	กรีด
カット	คัท
離脱	ถอน
メタル	เหล็ก
メタル	โลหะ
プラス	พลัส
プラス	บวก
学年	เกรด
業界	อุตสาหกรรม
白い	ขาว
白い	ไวท์
場面	ฉาก
リック	ริก
リック	ริค
書く	เขียน
ジム	ยิม
ジム	พละ
ジム	จิม
メッセージ	จดหมาย
メッセージ	ข้อความ
詩人	กวี
ランク	อันดับ
オンライン	ออนไลน์
脱退	ถอน
記号	ป้าย
記号	สัญลักษณ์
記号	ลงชื่อ
記号	เซ็น
変換	แปลง
過程	กระบวนการ
オーバー	โอเวอร์
オーバー	จบ
オーバー	เหนือ
襲撃	ทำร้าย
ヘッド	เฮด
ヘッド	หัว
ヘッド	head
資産	สินทรัพย์
資産	ทรัพย์สิน
マリ	มาลี
手紙	จดหมาย
