ve	y
durumu	situación
durumu	estatus
durumu	condición
durumu	condicion
durumu	estado
israil	israelí
veren	dador
kırmızı	roja
kırmızı	rojas
kırmızı	rojo
yönetmen	directora
yönetmen	dirigido
yönetmen	dirigida
yönetmen	cineasta
ön	frontal
ön	delantero
ön	fachada
ön	frente
tamamen	completamente
tamamen	totalmente
tamamen	plenamente
tipi	tipo
tipi	escribe
tipi	escriba
araştırma	consultas
araştırma	investigación
araştırma	investigacion
araştırma	investigaciones
orijinal	originales
yardım	ayuda
yardım	asistencia
yardım	ayudar
serbest	gratuito
serbest	excarcelación
serbest	liberada
serbest	liberación
serbest	libre
serbest	lanzado
serbest	liberado
serbest	lanzamiento
serbest	autónomo
serbest	liberados
serbest	libres
serbest	independiente
serbest	gratis
değer	valorar
değer	valor
değer	valora
değer	valores
oranı	calificar
oranı	proporción
oranı	tasa
oranı	coeficiente
oranı	cociente
şarkıcı	cantante
şarkıcı	cantor
destek	refuerzos
destek	apoyar
destek	apoya
destek	apoyo
destek	apoyando
destek	soportes
destek	soporte
destek	apoyos
destek	respaldo
katıldı	asistieron
katıldı	asistido
katıldı	asistió
bugün	hoy
hafta	semana
hafta	semanas
ekonomik	económicas
ekonomik	económico
ekonomik	económicos
ekonomik	economia
ekonomik	económica
ekonomik	economico
ekonomik	economía
adam	hombre
it	empuja
it	empuje
it	empujar
etkili	influyente
etkili	eficaz
etkili	influyentes
etkili	efectiva
etkili	eficiente
etkili	eficientes
etkili	efectivos
yayınları	publicaciones
resmî	oficial
resmî	funcionario
resmî	funcionaria
nehri	rio
nehri	río
hizmet	sirva
hizmet	servicios
hizmet	servicio
hizmet	sirven
hizmet	servir
düzenlenen	celebrada
güçlü	fuertes
güçlü	potente
güçlü	potenciado
güçlü	poderosa
güçlü	poderosas
güçlü	impulsado
güçlü	poderosos
güçlü	poderoso
güçlü	fuerte
arası	entre
asya	asiáticas
asya	asiáticos
asya	asiática
asya	asiático
asya	asia
yolu	sendero
yolu	surco
yolu	camino
girdi	ingresado
girdi	entrada
girdi	entrado
girdi	entró
girdi	aporte
girdi	aportación
girdi	insumos
girdi	introducido
sayı	partitura
sayı	puntuación
sayı	numero
sayı	anotar
sayı	número
çalışma	obra
çalışma	estudiar
çalışma	trabajo
çalışma	trabajar
çalışma	trabajos
çalışma	trabaje
çalışma	estudio
çalışma	estudia
yıllar	anos
yıllar	años
başlar	empieza
başlar	comienza
başlar	inicia
başlar	arranca
hukuk	derecho
hukuk	ley
hukuk	leyes
hukuk	legislación
roman	novela
roman	ficción
ilan	anuncio
ilan	publicidad
başlık	titular
başlık	titulo
başlık	cabecera
başlık	titulares
başlık	encabezado
başlık	título
başlık	encabezamiento
sürekli	continuas
sürekli	continua
sürekli	continuo
sürekli	constantemente
kral	rey
sonrasında	después
sonrasında	secuelas
sonrasında	tras
sonrasında	despues
hatta	incluso
hatta	aun
hatta	hasta
aile	familiar
aile	familiares
aile	familia
aile	famila
metre	medidores
metre	contadores
metre	medidor
metre	metros
basketbol	básquetbol
basketbol	baloncesto
kullanımı	utilizar
kullanımı	usar
kullanımı	utilizando
kullanımı	uso
kullanımı	utilización
kullanımı	usando
vardı	tuvo
vardı	había
vardı	tenido
vardı	tenía
sovyet	soviética
sovyet	soviéticos
sovyet	soviéticas
sovyet	soviético
kıbrıs	chipre
ticaret	intercambios
ticaret	comerciar
ticaret	negocios
ticaret	comercio
ticaret	empresa
ticaret	negocio
üzerinden	vía
can	timbre
can	campana
kardeş	hermana
kardeş	hermano
benim	míos
benim	mío
benim	mio
benim	mías
benim	mía
benim	mina
belli	ciertas
belli	obvias
belli	determinados
belli	obvia
belli	obvio
belli	evidente
belli	ciertos
öldü	muerto
öldü	murió
öldü	murio
öldü	muertos
öldü	muerta
öldü	murieron
hızlı	rápido
hızlı	rapidez
hızlı	velocidad
hızlı	rapido
hızlı	celeridad
hızlı	rápida
hızlı	ayuno
yabancı	extranjeros
yabancı	extraños
yabancı	forasteros
yabancı	extranjera
yabancı	extranjero
yabancı	extranjeras
yabancı	extraña
yabancı	desconocidos
yabancı	extraterrestre
yabancı	forastero
yabancı	alienígena
yabancı	extraño
yerli	doméstica
yerli	nativas
yerli	indígenas
yerli	indio
yerli	india
yerli	nativa
yerli	doméstico
yerli	nativo
yerli	domésticos
yerli	hindú
yerli	domésticas
yerli	nativos
yerli	autóctono
yerli	indios
yerli	locales
yerli	indígena
yerli	autóctona
ağır	pesaje
ağır	pesada
ağır	pesado
ağır	pesa
ağır	pesados
ağır	pesadas
oynadı	jugaron
oynadı	jugó
oynadı	jugado
oynadı	desempeñado
kiralık	alquiler
kiralık	alquilar
kiralık	renta
kiralık	alquileres
ticari	anuncio
ticari	comercial
ticari	comerciales
enerji	energía
enerji	energías
enerji	energia
enerji	energética
yunan	griegos
yunan	griego
yunan	griega
yunan	helénica
zaten	ya
madalya	medalla
madalya	medallas
mevcut	corriente
mevcut	actualidad
mevcut	disponibles
mevcut	actual
mevcut	existentes
mevcut	existente
mevcut	presente
mevcut	disponible
yarışması	concurso
yarışması	certamen
akdeniz	mediterránea
akdeniz	mediterráneo
azerbaycan	azerbaiyán
güç	fortaleza
güç	potencia
güç	fuerza
güç	poder
güç	forzar
milletvekili	diputada
milletvekili	congresista
milletvekili	diputado
ileri	delanteras
ileri	adelante
ileri	avanzado
ileri	delanteros
ileri	avanzada
ileri	adelantado
ileri	avanzadas
ileri	avanzados
ileri	delantero
yüzyıl	siglo
hakları	derechos
sol	izquierdo
sol	izquierda
sayfası	página
sayfası	pagina
çalışmalar	estudios
italyan	italiano
italyan	italianos
italyan	italiana
değişiklik	variación
değişiklik	alteración
değişiklik	cambia
değişiklik	modificaciones
değişiklik	alteraciones
değişiklik	modificación
değişiklik	cambios
değişiklik	cambio
değişiklik	cambiar
saha	campo
sık	aprieta
sık	apretar
sık	apriete
sık	exprimir
tur	gira
tur	recorrido
japon	japoneses
japon	japonesas
japon	japonesa
japon	japonés
dili	idioma
dili	idiomas
dili	lenguaje
dili	lengua
yüzey	superficie
yüzey	superficies
yüzey	superficial
başkan	presidente
başkan	presidenta
ek	adicionales
ek	anexo
ek	adicional
ek	adición
konusu	sujeto
konusu	súbdito
konusu	asignatura
konusu	tema
konusu	asunto
metal	metálica
metal	metálicos
metal	metales
metal	metálico
maddeler	substancias
maddeler	sustancias
yaygın	frecuentes
yaygın	común
yaygın	extendido
yaygın	frecuente
yaygın	comunes
yaygın	omnipresente
kulübü	garrote
kulübü	discoteca
tanımlar	define
tanımlar	definiciones
fark	diferencia
fark	preaviso
fark	realización
fark	aviso
fark	visto
fark	descubierta
fark	manchado
şampiyon	campeona
şampiyon	campeón
şampiyon	campeones
şampiyon	campeon
yunanistan	grecia
ölüm	fallecimiento
ölüm	defunción
ölüm	muerte
bizans	bizantina
bizans	bizantino
bizans	bizantinos
bizans	bizancio
radyo	radios
bölgede	región
bölgede	comarca
kanada	canadá
ilçesi	distrito
gitar	guitarras
gitar	guitarra
yayınlanan	publicada
yayınlanan	publicados
yayınlanan	publicado
yayınlanan	publicadas
arap	árabe
arap	árabes
arap	arabe
posta	franqueo
posta	correspondencia
posta	correo
posta	postales
posta	estampillas
yalnızca	sólo
yalnızca	solo
yalnızca	solamente
yalnızca	únicamente
yapı	estructura
eyalet	estado
not	nota
not	apuntes
not	notas
güncelleme	actualización
güncelleme	actualizando
güncelleme	actualizar
hüseyin	husein
sanatçı	artistas
sanatçı	artista
tartışma	contencioso
tartışma	discusiones
tartışma	disputa
tartışma	debates
tartışma	debate
tartışma	argumento
tartışma	debatir
tartışma	discusión
tartışma	controversia
tartışma	argumentación
tartışma	deliberaciones
kapak	cubrir
kapak	portada
kapak	tapa
kapak	cubierta
kapak	escotilla
baş	cabezal
baş	cabeza
barış	paz
düşünüyorum	pensamiento
düşünüyorum	pensando
düşünüyorum	pensar
yaşam	vida
mevcuttur	disponibles
mevcuttur	disponible
kanal	canalizar
kanal	canal
kanal	canales
para	moneda
para	masa
para	monedas
para	dinero
kötü	malo
kötü	maldad
kötü	malvada
kötü	malvados
kötü	perversa
kötü	malas
kötü	mal
kötü	malos
kötü	malvado
kötü	mala
kötü	perverso
geçmişi	fondo
geçmişi	trasfondo
geçmişi	antecedentes
kızı	hija
genelde	generalmente
genelde	usualmente
genelde	normalmente
genelde	habitualmente
festivali	festivales
yahudi	judías
yahudi	judios
yahudi	judía
yahudi	judío
yahudi	judíos
yahudi	judio
çalışmaları	estudios
normal	regulares
normal	regularidad
han	kan
gerek	necesitar
gerek	necesito
gerek	necesita
gerek	necesidad
sayfa	página
sayfa	pagina
isim	nombre
isim	sustantivo
isim	denominación
uzay	espaciales
uzay	espacio
uzay	espacial
sonrası	después
sonrası	tras
sonrası	despues
verir	da
mezun	graduada
mezun	alumnos
mezun	titulados
mezun	graduado
mezun	graduación
mezun	licenciado
mezun	graduados
mezun	postgrado
mezun	egresados
mezun	licenciados
derece	titulaciones
derece	grado
derece	títulos
derece	grados
derece	licenciatura
gece	nocturno
gece	noches
gece	noche
emin	confiada
emin	confiados
emin	confiado
muhammed	mohamed
muhammed	mahoma
bilgiler	informaciones
bilgiler	informacion
bilgiler	información
çift	par
çift	pareja
çift	doble
çift	dobles
olay	incidente
olay	evento
olay	incidentes
olay	acontecimiento
çalışan	empleadas
çalışan	empleada
çalışan	empleado
çalışan	trabajador
çalışan	trabajar
çalışan	asalariado
çalışan	empleados
çalışan	funcionando
çalışan	trabajando
çalışan	asalariados
trabzon	trebisonda
suriye	siria
sonuç	conclusión
sonuç	resultados
sonuç	resultado
kişisel	personales
yüzde	porcentaje
yüzde	%
halen	todavia
halen	aún
halen	todavía
site	escritorio
site	web
site	escritorios
site	sitio
sınıf	clase
sınıf	clases
sınıf	aulas
sınıf	aula
dizisi	sucesión
dizisi	secuencias
dizisi	secuencia
seçildi	elegidos
seçildi	electo
seçildi	seleccionadas
seçildi	elegida
seçildi	escogido
seçildi	escogida
seçildi	escogidos
seçildi	seleccionados
seçildi	seleccionada
seçildi	elegidas
seçildi	elegido
seçildi	seleccionado
yapılmış	hecho
yapılmış	hecha
oyunları	juegos
antik	antiguas
antik	antigua
antik	antigüedades
antik	antigüedad
antik	antiguo
antik	antiguos
yukarıda	arriba
yukarıda	supra
yapmak	haciendo
yapmak	hacer
teşekkürler	gracias
hollanda	ámsterdam
hollanda	holanda
yana	costado
yana	lateral
yana	laterales
yana	lado
kategori	categoría
kategori	categoria
geleneksel	tradicional
geleneksel	tradicionales
altına	debajo
altına	bajo
kazanan	vencedor
kazanan	ganadora
kazanan	ganador
savunma	promoción
savunma	defensivos
savunma	defensivo
savunma	defensa
savunma	defensas
savunma	defensiva
yedi	comió
yedi	siete
yedi	comieron
yedi	comí
yedi	comi
belediyesi	municipio
belediyesi	municipalidad
polonya	polonia
yaş	edad
yaş	edades
yapıldı	hecho
yapıldı	hecha
bilinir	conocido
bilinir	conocida
bilinir	conocidos
bilinir	conocidas
yoğun	intensiva
yoğun	densa
yoğun	intensa
yoğun	uci
yoğun	densas
yoğun	intensas
yoğun	intensos
yoğun	denso
yoğun	ocupada
yoğun	ocupados
yoğun	intensivo
yoğun	intenso
yoğun	densos
yoğun	ocupado
yoğun	intensivos
yoğun	ocupadas
park	estacionamiento
park	aparcamiento
park	parqueo
isveç	suecia
siyasetçi	politico
siyasetçi	político
edebiyat	literaria
edebiyat	literarios
edebiyat	literario
edebiyat	literatura
müzesi	museo
müzesi	museos
et	ternera
et	carnes
et	carne
et	vacuno
haber	novedades
haber	noticia
haber	noticias
tarihli	fechado
annesi	madre
kupa	copa
kupa	taza
kupa	trofeo
verildi	dados
verildi	dado
klasik	clásico
klasik	cosecha
klasik	clásicos
klasik	clásica
klasik	clasico
klasik	vendimia
klasik	clásicas
çalıştı	funcionó
çalıştı	trabajado
çalıştı	trabajadas
çalıştı	trabajó
yönetimi	gerencia
yönetimi	administración
yönetimi	dirección
yönetimi	gestión
doğan	halcón
doğan	nacido
doğan	halcones
doğan	nacidos
doğan	falco
bulundu	encontrados
bulundu	encontradas
bulundu	hallado
bulundu	encontrada
bulundu	encontrado
sağ	derecho
sağ	derecha
sağ	correcto
dakika	minutos
dakika	actas
dakika	minuto
toprak	tierras
toprak	terrenos
toprak	tierra
toprak	suelos
toprak	suciedad
toprak	terreno
toprak	suelo
toprak	terrestre
toprak	mugre
brezilya	brasileños
brezilya	brasil
brezilya	brasileña
brezilya	brasilero
brezilya	brasileño
bazen	aveces
irak	irak
irak	iraquí
irak	iraquíes
siyah	negros
siyah	negra
siyah	negras
siyah	negro
içeren	conteniendo
iddia	alegando
iddia	reivindicación
iddia	reclamando
iddia	siniestros
iddia	reclamaciones
iddia	reclamación
iddia	reclamo
iddia	reclamos
iddia	afirmación
iddia	reclamar
okul	escuela
okul	colegio
doğum	nacimientos
doğum	cumple
doğum	parto
doğum	nacimiento
doğum	natalidad
doğum	cumpleaños
doğum	maternidad
doğum	obstetricia
kore	coreana
kore	corea
kore	coreanos
kore	coreano
henüz	aún
aittir	pertenece
güvenlik	seguridad
güvenlik	inocuidad
başkenti	capitales
tamamı	entera
tamamı	enteras
tamamı	todo
tamamı	todos
tamamı	todas
tamamı	enteros
tamamı	entero
hala	todavia
hala	its
hala	cti
hala	todavía
hala	tia
hala	aún
hala	tía
orada	allí
orada	ahí
orada	ahi
giriş	entrada
giriş	introducción
giriş	aporte
giriş	ingresar
giriş	aportación
giriş	insumos
camii	mezquita
derneği	asociación
kuruldu	instalado
kuruldu	establecida
kuruldu	fundó
kuruldu	fundada
kuruldu	establecido
kuruldu	funda
kuruldu	establecidos
kuruldu	instaladas
kuruldu	fundado
kuruldu	instalada
kuruldu	instalados
dördüncü	cuarto
dördüncü	cuarta
asker	militar
asker	soldados
asker	soldado
asker	ejército
asker	militares
idari	administrativo
idari	administrativas
idari	administrativos
idari	administrativa
idari	administración
süleyman	salomón
kaşif	exploradora
kaşif	explorador
taşıyan	portando
taşıyan	llevando
enstitüsü	instituto
değişik	distinta
değişik	distintos
değişik	diferente
değişik	distinto
değişik	diferentes
sonradan	después
sonradan	posteriormente
dini	religión
dini	religiosas
dini	religioso
dini	religiones
dini	religiosa
dini	religiosos
öğretim	enseñar
öğretim	enseñanza
öğretim	enseñando
öğretim	facultad
öğretim	instrucción
öğretim	profesorado
öğretim	claustro
öğretim	instructivo
öğretim	docencia
öğretim	profesores
yazı	escritura
yazı	articulo
yazı	redacción
yazı	texto
yazı	escribir
yazı	escribiendo
yazı	artículo
kaynağı	piensos
kaynağı	alimento
kaynağı	alimentarse
kaynağı	origen
kaynağı	fuente
kaynağı	alimentación
kaynağı	procedencia
dikkat	atencion
dikkat	cuidadoso
dikkat	cuidado
dikkat	cuidadosa
dikkat	atención
dikkat	cuidadosos
takip	seguimiento
takip	atletismo
takip	persigue
takip	seguir
takip	pista
takip	siga
takip	siguiendo
takip	vía
takip	sigan
takip	siguientes
takip	persecución
takip	rastreando
takip	sigue
takip	siguiente
takip	rastreo
takımyıldız	constelación
takımyıldız	constelaciones
hak	merecida
hak	derechos
hak	merece
hak	merecer
hak	merecen
hak	merecido
hak	merecían
hak	merezco
hak	mereces
hak	merecía
izin	autorización
izin	permiso
izin	apagado
kanalı	canalizar
kanalı	canal
kanalı	canales
kurulmuş	establecida
kurulmuş	fundó
kurulmuş	fundada
kurulmuş	establecido
kurulmuş	funda
kurulmuş	establecidos
kurulmuş	fundado
şair	poeta
şair	poetisa
belirli	especifico
belirli	específicas
belirli	específica
belirli	específicos
belirli	específico
mahalle	vecindario
mahalle	barrio
mahalle	vecindad
astronom	astrónomo
demir	anclaje
demir	plancha
demir	anclas
demir	ancla
demir	hierro
tıp	médicas
tıp	médicos
tıp	medicamento
tıp	médico
tıp	medico
tıp	medicina
tıp	medicinas
tasarımı	diseñar
tasarımı	diseñando
bilimsel	científicas
bilimsel	científico
bilimsel	ciencias
bilimsel	científicos
bilimsel	ciencia
bilimsel	científica
profili	perfil
arka	regreso
arka	trasero
arka	traseros
arka	trasera
arka	espalda
arka	retaguardia
arka	volver
adalet	justicia
eşi	cónyuge
eşi	esposa
eşi	mujer
aşk	amar
aşk	amor
aşk	amores
gösterir	expositores
gösterir	pantallas
sanayi	industria
sanayi	industriales
sanayi	industrias
seyirci	espectador
seyirci	público
seyirci	auditorio
seyirci	espectadores
seyirci	publico
seyirci	audiencia
inç	pulgadas
inç	pulgada
inç	centímetros
inç	centímetro
katalog	catalogo
katalog	catálogos
katalog	catálogo
moskova	moscú
isviçre	suiza
geçmiş	historial
geçmiş	historia
geçmiş	pasados
geçmiş	pasada
geçmiş	pasado
geçmiş	pasó
geçmiş	pasadas
erken	temprano
erken	primeros
aktif	activado
aktif	activadas
aktif	activo
aktif	activados
aktif	activa
aktif	activos
aktif	activada
yönelik	orientado
yönelik	orientados
yönelik	orientada
sarı	rubio
sarı	amarillos
sarı	amarillas
sarı	rubias
sarı	rubios
sarı	amarilla
sarı	rubia
sarı	amarillo
üretim	producción
üretim	fabricación
üretim	produccion
üretim	manufactura
adında	nombrado
adında	nombrada
etkisi	influenciar
etkisi	efecto
etkisi	influir
etkisi	repercusión
etkisi	impacto
etkisi	influencia
etkisi	influencias
müdürlüğü	dirección
stüdyo	estudio
yeşil	verdes
yeşil	verde
ailesi	familiar
ailesi	familiares
ailesi	familia
ailesi	famila
ortalama	media
ortalama	promedio
sahne	paisajes
sahne	escenario
sahne	escena
sahne	paisaje
sahne	etapa
insanlar	humanos
insanlar	personas
insanlar	gente
insanlar	pueblo
ermeni	armenia
ermeni	armenios
ermeni	armenio
tanrı	dios
parçası	parte
din	religión
din	religiones
etkin	habilitado
etkin	eficaz
etkin	activado
etkin	efectiva
etkin	activo
etkin	activa
etkin	activos
etkin	efectivos
etkin	habilitada
etkin	activada
mümkün	posibles
mümkün	posible
metin	texto
ilgi	interesado
ilgi	intereses
ilgi	interesada
ilgi	interes
ilgi	interés
ilgi	interesadas
ilgi	interesados
eğitimi	entrenando
eğitimi	tutoría
eğitimi	formación
eğitimi	entrenamiento
eğitimi	cursillo
eğitimi	capacitación
eğitimi	adiestramiento
bilgisayar	computadoras
bilgisayar	computadora
bilgisayar	ordenador
bilgisayar	ordenadores
bilgisayar	computadores
bilgisayar	informática
sınırları	límites
sınırları	limites
sınırları	fronteras
sınırları	bordes
özgür	gratuito
özgür	libertad
özgür	libres
özgür	libre
özgür	gratis
parlaklık	resplandor
parlaklık	brillo
parlaklık	luminosidad
parlaklık	brillantez
vokal	vocales
vokal	voces
demokratik	democráticos
demokratik	democrático
demokratik	demócrata
demokratik	democrática
seçim	electorales
seçim	elija
seçim	seleccione
seçim	selección
seçim	opción
seçim	elegir
seçim	escoja
seçim	eleccion
seçim	elecciones
seçim	elige
seçim	elección
amerikalı	americano
amerikalı	americana
amerikalı	estadounidense
amerikalı	americanos
sistem	sistema
sistem	sistemas
şimdi	ahora
eyaleti	eyalato
amacı	proposito
amacı	propósito
amacı	finalidad
özellikleri	fincas
