और	ve
पृथ्वी	toprak
पृथ्वी	yeryüzü
गति	hızı
गति	hareketler
गति	hareketlilik
गति	sürat
गति	hızlı
गति	tohumlama
गति	hız
गति	hareket
परिणाम	sonuçlar
परिणाम	sonuç
परिणाम	sonuçları
लेने	alıyor
भर	doldurulmuş
भर	dolu
भर	dolmuş
भर	doldu
पुत्र	oğul
पुत्र	oğlum
पुत्र	evlat
सहित	dahil
शासन	kural
शासन	hükümdarlık
शासन	rejim
शासन	rejimi
शासन	yönetim
शासन	saltanatı
शासन	saltanat
नियंत्रण	kumanda
नियंत्रण	kontrol
नियंत्रण	kontrolleri
नियंत्रण	denetim
नियंत्रण	kontroller
प्रभावित	etkilenen
प्रभावित	etkilemek
प्रभावित	etkilendi
प्रभावित	etkilenmiş
वर्णन	ediniz
वर्णन	tarif
वर्णन	tanım
वर्णन	tanımlama
वर्णन	açıklaması
वर्णन	açıklama
क्रिकेट	kriket
क्रिकेट	çekirge
योजना	planı
योजना	plân
योजना	entrika
योजना	planla
आरम्भ	başlangıç
आरम्भ	başlangıcı
एशिया	anadolu
एशिया	asya
सन	günes
सन	güneş
सन	güneşi
सन	güneşe
राजनीतिक	siyasi
राजनीतिक	siyasal
राजनीतिक	politik
प्राकृतिक	dogal
प्राकृतिक	doğal
स्थानीय	yerel
स्थानीय	yöresel
स्थानीय	yerli
स्थानीय	lokal
कहानी	hikaye
कहानी	masal
कहानी	anlatım
कहानी	hikâye
कहानी	öykü
वृद्धि	yüksel
वृद्धि	kaldırma
वृद्धि	artırma
वृद्धि	yükseliş
वृद्धि	büyüme
वृद्धि	kaldırın
वृद्धि	büyümek
वृद्धि	artış
वृद्धि	arttırma
वृद्धि	kalkın
वृद्धि	kaldır
सुरक्षा	korunmak
सुरक्षा	korunma
सुरक्षा	emniyeti
सुरक्षा	emniyet
सुरक्षा	güvenliği
सुरक्षा	güvenlik
सुरक्षा	koruma
लोकप्रिय	sevilen
लोकप्रिय	popüler
कवि	şair
हिस्सा	kısmen
हिस्सा	kısım
हिस्सा	parçası
हिस्सा	bölüm
पद	sıralama
पद	mevki
पद	konum
पद	rütbe
पद	pozisyon
पद	terimi
पद	vade
पद	dönem
पद	terim
हाथ	el
हाथ	eller
हाथ	elleri
जनता	halk
जनता	kamu
विस्तार	uzatma
विस्तार	genişletmek
विस्तार	dahili
विस्तार	eklentileri
विस्तार	genişlet
विस्तार	eklenti
विस्तार	genişleme
पूरे	tüm
पूरे	bütün
पूरे	tamamı
द्वितीय	ikinci
द्वितीय	ikincisi
चुनाव	seçenekler
चुनाव	tercihler
चुनाव	seçim
चुनाव	seçenek
चुनाव	tercih
चुनाव	seçimler
व्यक्तिगत	bireysel
व्यक्तिगत	şahsi
व्यक्तिगत	kişisel
व्यक्तिगत	birey
व्यक्तिगत	bireysellik
मेल	postalar
मेल	posta
दूसरा	ikinci
दूसरा	ikincisi
प्रवेश	girmek
प्रवेश	giriyor
प्रवेश	girerken
प्रवेश	girişi
प्रवेश	giriyorum
यूरोप	avrupa
शुरुआत	başlangıç
शुरुआत	başlangıcı
दूरी	mesafe
दूरी	boşluklar
दूरी	uzaklık
दूरी	boşluk
दूरी	mesafeler
निर्मित	oluşturulan
निर्मित	yaratılmış
निर्मित	yarattı
निर्मित	inşa
निर्मित	oluşturuldu
निर्मित	yaratıldı
सामग्री	içerikler
सामग्री	malzemeler
सामग्री	içeriğe
सामग्री	içeriği
सामग्री	içerik
सामग्री	materyal
सामग्री	malzeme
सामग्री	içindekiler
सामग्री	madde
ऊर्जा	enerji
ऊर्जा	enerjisi
घटनाएँ	olaylar
घटनाएँ	etkinlikler
घटनाएँ	etkinlik
वैज्ञानिक	bilimsel
वैज्ञानिक	bilimadamları
वैज्ञानिक	bilimadamı
उद्देश्य	amaçlar
उद्देश्य	hedef
उद्देश्य	nişan
उद्देश्य	amaçları
उद्देश्य	amaç
उद्देश्य	objektif
उद्देश्य	amacı
प्रस्तुत	sunuldu
प्रस्तुत	sundu
प्रस्तुत	sunulan
प्रान्त	il
ऐतिहासिक	tarihsel
ऐतिहासिक	tarihi
धार्मिक	dinsel
धार्मिक	dini
धार्मिक	dindar
द्वीप	ada
द्वीप	adası
केंद्र	merkezi
केंद्र	orta
केंद्र	merkez
जनसंख्या	nüfusu
जनसंख्या	nüfus
यही	emsal
दर	oran
दर	oranı
सामने	cephe
सामने	öne
सामने	ön
ठीक	tamam
ठीक	iyi
रेल	demiryolları
रेल	trenler
रेल	trenleri
रेल	demiryolu
रेल	tren
दिए	verilen
दिए	verilmiş
दिए	verildi
पदार्थ	malzeme
पदार्थ	madde
पदार्थ	materyal
पदार्थ	malzemeler
तथ्य	gerçekler
तथ्य	gerçekleri
तथ्य	gerçek
लाभ	yararları
लाभ	avantajı
लाभ	kâr
लाभ	kar
लाभ	fayda
लाभ	avantajlı
लाभ	kazanç
लाभ	faydaları
लाभ	avantajları
लाभ	avantaj
साम्राज्य	imparatorluk
साम्राज्य	monarşi
साम्राज्य	imparatorluğu
सदस्यों	üye
सदस्यों	üyeleri
सदस्यों	üyeler
देवी	tanrıça
भूमि	kara
भूमि	arsa
भूमि	toprak
भूमि	arazi
व्यापक	geniş
व्यापक	ayrıntılı
व्यापक	kapsamlı
प्रबंधन	menajerlik
प्रबंधन	yönetimi
प्रबंधन	yönet
प्रबंधन	yönetim
प्रबंधन	yönetmek
परीक्षण	test
परीक्षण	deneme
परीक्षण	sınav
परीक्षण	testler
अनुसंधान	araştırma
अनुसंधान	araştırmalar
गीत	şarkı
गीत	sarki
गीत	şarkılar
गीत	sözler
गीत	sözleri
गणना	sayar
गणना	kont
गणना	hesaplanmış
गणना	hesapla
गणना	hesaplama
गणना	hesap
गणना	say
निम्न	alçak
निम्न	düşük
खोज	keşfetmek
खोज	keşfedin
खोज	keşif
खोज	aramalar
खोज	ara
खोज	arama
खोज	keşfi
खोज	aramaları
खोज	arayın
खोज	keşfet
सांस्कृतिक	insancıl
सांस्कृतिक	kültür
सांस्कृतिक	kültürel
जाति	kast
जाति	türler
जाति	yarış
जाति	irk
व्यवहार	davranış
व्यवहार	davranışlar
व्यवहार	davranışları
व्यवहार	davranışı
योगदान	katkıları
योगदान	katkı
योगदान	bağış
योगदान	katkıda
प्रतिशत	yüzdesi
प्रतिशत	yüzde
इनकी	onların
इनकी	onlarin
सही	mukemmel
सही	dogru
सही	sağa
सही	mükemmel
सही	sağ
सही	kusursuz
सही	gerçek
सही	doğru
पुरुष	adam
पुरुष	adamım
पुरुष	erkek
पुरुष	adamlar
पुरुष	insan
पुरुष	erkekler
मिल	değirmen
संबंधी	akraba
संबंधी	akrabası
संबंधी	akrabalar
संबंधी	göreceli
अंतर्गत	altında
अंतर्गत	altına
अंतर्गत	altinda
उद्योग	sanayii
उद्योग	sektör
उद्योग	sanayi
उद्योग	endüstri
छोटी	kısa
छोटी	az
छोटी	kucuk
छोटी	minik
छोटी	kisa
छोटी	küçük
छोटी	ufak
मदद	yardim
मदद	yardım
मदद	imdat
दिशा	oryantasyon
दिशा	yönü
दिशा	istikamet
दिशा	yön
सूचना	bildirimi
सूचना	bilgi
सूचना	bildirim
सूचना	fark
सूचना	bilgiler
सूचना	bilgileri
सूचना	bilgilendirme
कमी	eksikliği
कमी	eksiklik
पत्र	harf
पत्र	mektup
नवम्बर	kasım
पीछे	tersten
पीछे	arkasında
पीछे	arkası
पीछे	geri
पीछे	arka
पीछे	geriye
राष्ट्रपति	cumhurbaşkanı
राष्ट्रपति	başkan
राष्ट्रपति	baskan
दल	parti
दल	mürettebat
दल	ekip
दल	tayfa
दल	partiler
दल	kohort
मीटर	metre
क्रिया	eylem
क्रिया	hareketler
क्रिया	etkinlik
क्रिया	fiil
क्रिया	fiili
क्रिया	aksiyon
क्रिया	eylemler
क्रिया	motor
क्रिया	faaliyet
क्रिया	aktivite
क्रिया	aktiviteler
क्रिया	eylemleri
कॉलेज	üniversiteler
कॉलेज	üniversite
कॉलेज	kolej
विवाह	düğünler
विवाह	nikah
विवाह	evlilik
विवाह	evlilikleri
विवाह	evlilikler
विवाह	düğün
मैच	maç
मैच	karşılaşma
मैच	kibrit
मैच	eşleşme
बनाए	oluşturulan
बनाए	yaratılmış
बनाए	yarattı
बनाए	oluşturuldu
बनाए	yaratıldı
सुधार	iyileştirme
सुधार	reformu
सुधार	gelişmeler
सुधार	gelişme
सुधार	gelişim
सुधार	geliştirme
सुधार	düzeltme
सुधार	düzeltiyorum
समाप्त	bitiş
समाप्त	tamamlanmış
समाप्त	bitir
समाप्त	bitirdim
समाप्त	tamamlandı
समाप्त	sonu
समाप्त	tamamladım
समाप्त	son
समाप्त	bitmiş
समाप्त	bitti
ब्रिटेन	britanya
दिनों	günler
दिनों	günlerce
दिनों	günleri
दिनों	günlerden
बच्चों	cocuklar
बच्चों	çocuklar
प्रौद्योगिकी	teknoloji
महत्व	önemi
महत्व	önem
रह	kalıyor
रह	kalmak
रह	kalıyoruz
रह	kalıyorum
नियम	kuralları
नियम	kurallar
नियम	kural
जन्मे	doğan
जन्मे	doğdum
जन्मे	doğmuş
जन्मे	doğuştan
जन्मे	doğdu
शब्दों	kelime
शब्दों	sözler
शब्दों	sözcükler
शब्दों	kelimeler
चीनी	çinliler
चीनी	çince
चीनी	çinli
स्वास्थ्य	sağlıkla
स्वास्थ्य	saglik
स्वास्थ्य	sağlık
सहायक	faydalı
सहायक	asistan
सहायक	asistanı
सहायक	yardımsever
सहायक	yardımcısı
सहायक	yardımcı
सहायक	yararlı
घोषणा	beyan
घोषणा	duyuru
घोषणा	anons
घोषणा	bildiri
घोषणा	ilanı
प्रयुक्त	kullanılır
प्रयुक्त	kullanılmış
प्रयुक्त	kullanılan
प्रयुक्त	kullanıldı
उपयुक्त	uygun
उपयुक्त	uygundur
उपयुक्त	hizalanmış
बंद	kapatıldı
बंद	kapat
बंद	kapandı
बंद	izin
बंद	kapatılmış
