ve	и
yönetmen	директор
yönetmen	режиссёр
yönetmen	направленный
yönetmen	направленное
ön	передние
ön	фронт
ön	передняя
tamamen	полностью
tamamen	совершенно
tamamen	абсолютно
atatürk	ататюрка
tipi	тип
araştırma	исследования
araştırma	исследований
araştırma	запросы
araştırma	исследование
araştırma	справки
araştırma	расследование
orijinal	оригинал
orijinal	оригинальная
orijinal	оригинальные
orijinal	оригиналы
orijinal	оригинально
orijinal	первоначального
orijinal	оригинальный
avusturya	австрия
avusturya	австрии
yardım	справка
yardım	помогите
yardım	помочь
yardım	помощь
serbest	выпущен
serbest	выпущено
serbest	освобождения
serbest	свободный
serbest	выпустила
serbest	бесплатные
serbest	освобождены
serbest	свободно
serbest	релиз
serbest	освободить
serbest	фристайл
serbest	свободной
serbest	бесплатный
serbest	освобождение
serbest	бесплатно
serbest	выпущена
değer	значения
değer	величина
değer	величины
değer	ценность
değer	ценности
değer	стоит
değer	стоимость
değer	значение
değer	ценностей
oranı	ставка
oranı	оцените
oranı	соотношение
şarkıcı	певец
şarkıcı	певица
destek	поддержки
destek	поддерживаются
destek	подкрепление
destek	поддерживающие
destek	поддержка
destek	поддерживает
destek	поддержку
destek	поддерживаю
destek	поддерживается
destek	резервный
katıldı	присоединилась
katıldı	присутствовали
katıldı	вступила
katıldı	присутствовала
katıldı	присоединились
katıldı	присоединился
bugün	сегодня
hafta	недели
hafta	неделю
hafta	неделя
hafta	недель
ekonomik	экономический
ekonomik	экономические
ekonomik	экономическая
ekonomik	экономика
ekonomik	экономия
ekonomik	экономического
adam	человек
adam	парень
adam	ги
adam	мужик
adam	мужчина
adam	чел
adam	гай
it	толчок
etkili	эффективные
etkili	эффективная
etkili	влиятельный
etkili	эффективный
etkili	эффективного
etkili	эффективное
etkili	влиятельных
etkili	эффективно
etkili	влиятельные
etkili	эффективность
yayınları	публикации
resmî	официальных
resmî	официальная
resmî	официальные
resmî	официальный
resmî	официальное
nehri	ривер
nehri	реки
nehri	река
hizmet	услуга
hizmet	служба
hizmet	услуги
hizmet	подавать
hizmet	службы
hizmet	сервис
hizmet	обслуживание
hizmet	служить
hizmet	услуг
düzenlenen	провел
güçlü	сильное
güçlü	могущественный
güçlü	сильный
güçlü	сильна
güçlü	крепче
güçlü	сильней
güçlü	сильнее
güçlü	сильная
güçlü	мощные
güçlü	мощная
güçlü	сильные
güçlü	мощный
arası	между
asya	азиатская
asya	азиатский
asya	азия
asya	азиатские
asya	азии
yolu	путь
girdi	вступил
girdi	ввод
girdi	въезд
girdi	вклад
girdi	въезда
sayı	номер
sayı	счёт
sayı	очко
sayı	счет
sayı	число
sayı	количество
çalışma	работы
çalışma	работа
çalışma	изучение
çalışma	исследование
çalışma	труд
yıllar	годы
yıllar	лет
başlar	начинает
başlar	начинается
hukuk	право
hukuk	закон
roman	роман
başlık	подпись
başlık	название
başlık	титул
başlık	заголовок
sürekli	непрерывный
sürekli	постоянного
sürekli	постоянно
sürekli	непрерывно
sürekli	непрерывное
kral	кинг
kral	король
kral	царь
sonrasında	последствия
sonrasında	после
hatta	даже
aile	родные
aile	семейное
aile	семья
aile	семьи
aile	семейство
metre	метров
metre	метр
metre	счетчик
metre	метрах
basketbol	баскетбол
kullanımı	используя
kullanımı	использовать
kullanımı	использование
kullanımı	употребление
kullanımı	использования
