در	ドア
توان	パワー
توان	権力
عباس	アッバース
پر	単価
پر	いっぱい
پر	フェザー
پر	羽毛
پر	パー
پر	羽根
پر	フル
ربات	ロボット
ربات	ボット
دستور	オーダー
دستور	注文
دستور	命令
تیره	ダーク
تیره	暗い
دوست	友達
دوست	友だち
دوست	フレンド
دوست	ラブ
دوست	ラヴ
دوست	友人
حل	解決
حل	解消
تصمیم	決断
تصمیم	決定
تصمیم	決める
تلاش	努力
تلاش	試み
تلاش	未遂
هزاره	ミレニアム
دفتر	事務所
دفتر	事務局
دفتر	オフィス
ماده	女性
بدست	後天性
آموزشی	トレーニング
آموزشی	修行
آموزشی	講習
آموزشی	研修
آموزشی	訓練
بلژیک	ベルギー
کرمانشاه	ケルマーンシャー
اصل	合計
اصل	原理
مربع	正方形
مربع	広場
مربع	四角
شریک	パートナー
مسابقه	コンテスト
مسابقه	コンペティション
مسابقه	人種
مسابقه	レーシング
مسابقه	レース
مسابقه	一致
مسابقه	コンペ
مسابقه	競争
مسابقه	競走
مسابقه	マッチ
مسابقه	競技
گرم	ホット
گرم	あったかい
گرم	暖かい
گرم	温かい
گرم	熱い
گرم	暑い
پاسخ	答え
پاسخ	答弁
پاسخ	応答
پاسخ	返信
پاسخ	回答
پاسخ	レスポンス
ورزشکاران	アスリート
ورزشکاران	選手
درآمد	所得
درآمد	歳入
درآمد	収益
درآمد	収入
بازبینی	レビュー
بازبینی	改定
بازبینی	改正
بازبینی	審査
بازبینی	改訂
مرحله	ステップ
مرحله	ステージ
مرحله	舞台
مرحله	位相
مرحله	フェーズ
نبرد	戦い
نبرد	戦闘
نبرد	バトル
شهرت	評判
شهرت	名声
سبز	グリーン
سبز	緑色
حد	限界
حد	リミット
حد	制限
محصولات	プロダクト
محصولات	製品
محصولات	商品
اداره	学科
اداره	オフィス
اداره	事務所
اداره	部署
اداره	事務局
اداره	部門
وب	ウェブ
هنرمندان	芸術家
هنرمندان	アーティスト
آرژانتین	アルゼンチン
فرود	ダウン
فرود	上陸
فرود	着陸
تجاری	商業
تجاری	商用
تجاری	コマーシャル
اصلاح	補正
اصلاح	革新
اصلاح	矯正
اصلاح	改革
اصلاح	リフォーム
اصلاح	訂正
اصلاح	修正
اقدام	アクション
خون	血液
خون	ブラッド
کلمبیا	コロンビア
خوبی	素敵
خوبی	グッド
خوبی	ニース
خوبی	ナイス
خوبی	良い
مشاهده	傍聴
مشاهده	観測
مشاهده	観察
جاده	道路
روم	ロマン
روم	ローマ
روم	ローマン
استقلال	独立
وبگاه	ウェブサイト
خلیج	ガルフ
رودخانه	河川
جیمز	ジェームズ
جیمز	ジェームス
آهنگ	ソング
آهنگ	歌曲
آهنگ	チューン
آهنگ	メロディ
بزرگی	ビッグ
بزرگی	大きい
بزرگی	巨大
بزرگی	等級
بزرگی	大きな
گرفتن	キャッチ
گرفتن	キャッチボール
نظام	ニザーム
عکس	フォト
عکس	写真
عکس	画像
جی	カケス
جی	ジェイ
ان	アン
جلد	表紙
جلد	カバー
جلد	被覆
وسیله	機器
وسیله	デバイス
همگانی	公開
همگانی	公衆
همگانی	パブリック
پاپ	教皇
پاپ	ポップ
قم	モノレール
نیوجرسی	ジャージー
تیتر	見出し
متفاوت	異なる
مجله	ジャーナル
مجله	雑誌
مجله	日記
مجله	マガジン
حساب	アカウント
حساب	口座
پاکستان	パキスタン
ماساچوست	マサチューセッツ
تو	あなた
دفاع	防御
دفاع	ディフェンス
دفاع	抗弁
دفاع	防衛
انسانی	人間
انسانی	ヒューマン
انسانی	ヒト
والیبال	バレーボール
مؤسسه	制度
مؤسسه	施設
مؤسسه	研究所
مؤسسه	機関
شخصیت	人格
شخصیت	人柄
شخصیت	パーソナリティ
شخصیت	性格
شخصیت	個性
شخصیت	文字
شخصیت	キャラクター
شخص	人物
مایکل	ミヒャエル
مایکل	マイケル
پستانداران	哺乳動物
پستانداران	哺乳類
درمان	トリートメント
درمان	ヒーリング
درمان	セラピー
درمان	待遇
درمان	トリート
درمان	治療
کودکان	子供
کودکان	児童
میانه	中道
میانه	ミドル
میانه	真ん中
شش	シックス
ضد	アンチ
قهرمان	ヒーロー
قهرمان	チャンプ
قهرمان	チャンピオン
ساختار	構造
ساختار	構成
محله	近所
محله	近隣
باستانی	古代
فشار	プッシュ
فشار	押す
فشار	圧力
فشار	気圧
فشار	プレス
محصول	プロダクト
محصول	製品
مسئله	発行
مسئله	争点
مسئله	問題
گاهی	時々
گاهی	ときどき
گاز	ガス
گاز	気体
گاز	噛む
جمع	収集
جمع	徴収
جمع	組み立てる
جمع	集める
جمع	集まる
جمع	複数
فیلمی	映画
فیلمی	ムービー
جنبش	楽章
جنبش	ムーブメント
جنبش	運動
تحصیل	勉強
سوئیس	スイス
مشهد	マシュハド
جایی	場所
جایی	スポット
ارشد	上級
ارشد	先輩
دیوید	デヴィッド
دیوید	ダビデ
دیوید	デビッド
دیوید	デイヴィッド
کاربردی	アプリケーション
کاربردی	出願
کاربردی	応用
تابع	関数
تابع	機能
عمر	オマール
مهر	シール
مهر	封印
مهر	切手
مهر	スタンプ
مهر	アザラシ
مهر	押印
مهر	印章
جدول	テーブル
اجازه	許可証
اجازه	許諾
اجازه	許可
شاعران	詩人
امیر	アミール
عرضه	提示
عرضه	露出
فضایی	エイリアン
فضایی	空間
فضایی	スペース
کارهای	ジョブ
کارهای	求人
سنای	元老院
وزن	重量
وزن	体重
تقریباً	ほぼ
تقریباً	ほとんど
قرآن	コーラン
قرآن	クルアーン
طلایی	黄金
طلایی	ゴールデン
طلایی	ゴールド
ستاره	恒星
ستاره	スター
تصویب	承認
پرورش	繁殖
بهمن	雪崩
طلا	ゴールド
دره	谷間
دره	バレー
هفته	週間
سیتی	シティ
سیتی	都市
قرمز	赤い
قرمز	赤色
قرمز	レッド
ثابت	固定された
ثابت	定数
ثابت	固定
متحد	ユナイテッド
خبر	ニュース
ورود	到着
ورود	エントリ
ورود	エントリー
نقطه	ポイント
نقطه	ドット
نقطه	スポット
مشترک	共通
آتش	火災
آتش	火事
آتش	ファイア
گاه	折りたたみ
فنی	テクニカル
چشمه	スパ
چشمه	噴水
ایلینوی	イリノイ
پوشش	表紙
پوشش	カバー
پوشش	被覆
سلطنتی	インペリアル
سلطنتی	ロイヤル
زیردریایی	潜水艦
کتابخانه	図書館
کتابخانه	ライブラリ
تشخیص	検知
تشخیص	検出
تشخیص	診断
درخت	樹木
درخت	ツリー
نزدیکی	近く
نزدیکی	付近
تأثیر	影響
تأثیر	エフェクト
تأثیر	影響力
تأثیر	効果
دید	ヴィジョン
دید	ビジョン
دید	視界
خدمت	給仕
خدمت	サービス
خدمت	サーブ
داستانی	ストーリー
داستانی	記事
داستانی	物語
بعدها	後で
ایرلند	アイリッシュ
ایرلند	アイルランド
پرواز	ハエ
پرواز	飛行
پرواز	フライング
پرواز	フライ
پرواز	フライト
پرواز	飛ぶ
رمان	小説
حاصل	プロダクト
حاصل	結果
حاصل	製品
خرد	知能
بنیاد	財団
بنیاد	ファウンデーション
بنیاد	ファンデーション
همدان	ハマダーン
الله	ゴッド
الله	アッラーフ
الله	アラー
کشورها	国々
خدا	ゴッド
شهید	殉教
رهبری	リーダーシップ
تحقیقات	調査
تحقیقات	リサーチ
تحقیقات	研究
تحقیقات	捜査
کلاسیک	古典
کلاسیک	クラシカル
کلاسیک	クラシック
زندان	刑務所
زندان	監獄
سلطان	スルターン
سلطان	スルタン
هوا	空気
هوا	天候
هوا	気象
هوا	エア
هوا	航空
هوا	天気
برق	電気
برق	ライトニング
برق	電力
جزایر	諸島
خورشید	太陽
نقاشی	図面
نقاشی	塗料
نقاشی	ペンキ
نقاشی	ドローイング
نقاشی	ペイント
نقاشی	描画
نقاشی	絵画
معتبر	有効
پایتخت	資本
پایتخت	キャピタル
پایتخت	首都
تاسیس	設立
شاعر	歌人
شاعر	詩人
تیر	矢印
تیر	アロー
مطالعه	勉強
قتل	殺人
رادیو	ラジオ
بومی	ネイティブ
بومی	先住民
نقشه	マップ
نقشه	地図
نقشه	計画
نقشه	プラン
تغییرات	バリエーション
تغییرات	変奏曲
تغییرات	変更
امروز	トゥデイ
امروز	今日
بلند	高い
بلند	ハイ
خودرو	乗り物
خودرو	車両
خودرو	自動車
خودرو	クルマ
ایتالیایی	イタリアン
نماینده	代理人
اوج	山頂
اوج	天頂
اوج	ピーク
اوج	トップ
اوج	クライマックス
اوج	上部
حرف	トーキング
حرف	レター
حرف	トーク
حرف	手紙
ابراهیم	イブラヒム
اشتباه	間違い
شهرک	タウン
دهانه	クレーター
جعبه	ボックス
ساز	道具
ساز	計器
ساز	楽器
محدود	限界
محدود	リミット
محدود	限定
محدود	制限
احتمال	確率
احتمال	可能性
نروژ	ノルウェー
همیشه	いつも
همیشه	常に
عشق	ラブ
عشق	ラヴ
مجارستان	ハンガリー
ارمنی	アルメニア
چک	小切手
خصوصی	非公開
خصوصی	プライベート
آلاباما	アラバマ
ساده	シンプル
ساده	平野
ساده	簡単
ساده	無地
ساده	イージー
ساده	単純
ساده	易しい
ساده	やさしい
ساده	単に
شنا	競泳
شنا	泳ぐ
شنا	泳ぎ
شنا	水泳
شنا	スイミング
تخت	ベッド
سپاه	レギオン
سپاه	軍隊
سپاه	アーミー
سپاه	陸軍
برج	タワー
برج	タワーズ
سرانجام	やっと
سرانجام	遂に
سرانجام	ついに
اسکاتلند	スコットランド
اوهایو	オハイオ
نقاط	ポイント
نقاط	斑点
رابرت	ロベルト
رابرت	ロベール
رابرت	ロバート
اوایل	早い
اوایل	アーリー
پنجم	フィフス
پشتیبانی	バックアップ
پشتیبانی	支持
پشتیبانی	サポート
ایستگاه	ステーション
معاصر	現代
برده	奴隷
اینترنت	インターネット
جورجیا	ジョージア
جورجیا	グルジア
توزیع	配当
توزیع	分布
توزیع	流通
برخورد	衝突
برخورد	インパクト
برخورد	衝撃
دلایل	引数
دلایل	論証
دلایل	理由
پول	貨幣
پول	金銭
پول	マネー
پول	お金
واشینگتن	ワシントン
عرب	アラブ
پیروزی	トライアンフ
پیروزی	勝利
صدا	サウンド
صدا	音声
صدا	ボイス
صدا	オーディオ
قزوین	ガズヴィーン
صاحب	オーナー
صاحب	所有者
برادر	ブラザー
برادر	兄弟
مطالعات	研究
مشکلات	困難
مشکلات	問題
اقیانوس	大洋
سریع	クイック
سریع	速い
سریع	高速
جوان	ジョーン
جوان	若い
جوان	ヤング
دانشمندان	学者
جشن	祝賀会
جشن	祝う
جشن	パーティ
جشن	パーティー
جشن	お祝い
جشن	ごちそう
نظیر	ナジール
نظیر	ピア
جمهور	社長
کلمه	単語
کلمه	言葉
کلمه	ワード
آینده	フューチャー
آینده	将来
آینده	未来
اوکراین	ウクライナ
قطع	切り取り
قطع	カット
رد	赤い
رد	赤色
رد	レッド
اخیر	最近
تصاویر	イメージ
تصاویر	画像
تدوین	編集
جوانان	ユース
جوانان	青春
جوانان	若者
جوانان	青年
تازه	新規
تازه	新しい
تازه	フレッシュ
سرخ	赤い
سرخ	赤色
سرخ	レッド
کودک	子供
کودک	児童
فرایند	プロセス
فرایند	過程
دل	デル
دل	ハーツ
دل	心臓
دل	ハート
صدای	音声
صدای	ボイス
رهبر	リーダー
ناشر	出版
ناشر	出版社
ناشر	パブリッシャー
دیگران	他の
دیگران	その他
واقعی	リアル
واقعی	本物
هواپیمایی	航空
هواپیمایی	飛行機
مشارکت	関与
مشارکت	参加
شدت	光度
شدت	輝度
فیلمبرداری	撮影
فیلمبرداری	射撃
جایگزین	代替
جایگزین	置換
جایگزین	オルタナティブ
حفاظت	保護
حفاظت	保全
معادل	同等
بافت	テクスチャ
بافت	テクスチャー
بافت	ティッシュ
مسائل	問題
بهبود	改善
بهبود	向上
بهبود	回復
کانزاس	カンザス
پنسیلوانیا	ペンシルバニア
داکوتای	ダコタ
ایرانیان	イラン
ایرانیان	ペルシャ
عبدالله	アブドゥッラー
تک	独身
تک	シングル
گفتگو	スレッド
گفتگو	会話
رومانی	ルーマニア
استادان	マスターズ
نهایی	アルティメット
