категория	類別
запад	西部
запад	西方
швеции	瑞典
случай	案件
случай	案例
случай	個案
штаб	總部
постепенно	逐漸
наконец	終於
джеймс	詹姆士
философии	理念
философии	哲學
достижения	成績
достижения	成就
эпизод	插曲
эпизод	集
образ	圖片
образ	影像
образ	影象
стихи	詩句
стихи	詩歌
стихи	經文
стихи	詩
фронт	陣線
фронт	前面
прямо	直
прямо	直直
американская	美式
млн	百萬
китай	中國
отчёт	報告
отчёт	檢舉
учёный	學者
учёный	狀元
учёный	學人
учёный	科學家
пол	性別
пол	地板
пол	保羅
пол	下限
париже	巴黎
центральный	中央
дворец	宮殿
дворец	宮廷
дворец	皇宮
дворец	宮
дворец	王宮
частично	部分
частично	局部
судья	法官
судья	裁判
обновление	更新
обновление	增訂
бас	低音
местности	地形
местности	地勢
последнее	上次
последнее	最後
китая	華人
китая	漢語
китая	中文
поддержку	支援
искусство	美術
искусство	藝術品
искусство	藝術
современных	近代
современных	摩登
современных	現代
современных	當代
современных	現代化
венгрии	匈牙利語
венгрии	匈牙利
инженер	工程師
очков	點數
очков	積分
картины	油畫
картины	繪畫
авторы	作者
тома	托馬斯
царь	國王
царь	王
царь	沙皇
деньги	金錢
деньги	錢
южная	南部
южная	南方
южная	南
ночь	晚上
ночь	夜
ночь	夜晚
устройство	裝置
ролях	作用
ролях	角色
финляндии	芬蘭
доказательств	證據
голосов	選票
кораблей	船舶
кораблей	船隻
успешно	成功
технологии	技術
технологии	科技
сфера	球體
план	計畫
план	計劃
органов	器官
выборы	選舉
батальон	營
директора	董事
лев	獅子
лев	獅子座
