年	jaar
引擎	motor
執行	uitvoering
執行	executie
執行	uitvoeren
執行	executeren
執行	terechtstelling
英雄	held
英雄	helden
下午	middag
下午	namiddag
反對	bezwaar
反對	oppositie
反對	bezwaarschrift
反對	tegenstand
反對	bezwaren
小時	openingstijden
小時	uurtje
小時	uren
小時	uur
不足	onvoldoende
不足	ontoereikende
不足	ontoereikend
體育	sporten
投入	input
投入	invoer
投入	productiemiddelen
有些	sommigen
有些	enkele
有些	sommige
元素	elementair
元素	elementen
元素	elementaire
元素	ingrediënten
任命	afspraak
任命	benoeming
任命	aanstelling
任命	afspraken
任命	benoemingen
解	oplossen
王朝	dynastie
區域	oppervlakte
區域	gebied
區域	streken
區域	regio
以前	voordat
以前	vóór
報	dagblad
報	krant
報	kranten
分子	moleculair
分子	molecuul
分子	moleculen
分子	moleculaire
孫	zon
申	scheenbeen
雜誌	tijdschrift
雜誌	tijdschriften
有效	effectief
有效	geldig
有效	effectieve
有效	geldige
有效	doeltreffend
有效	valide
平台	platformen
平台	perron
概念	notie
概念	concepten
概念	begrippen
議會	parlement
議會	parlementen
傳統	tradities
傳統	traditie
傳統	traditionele
傳統	traditioneel
夏季	zomer
照片	fotos
照片	plaatjes
照片	foto
照片	fotograferen
核	nucleaire
核	nucleair
停止	stoppen
公開	publiek
公開	openbaar
仙	fee
仙	feeën
仙	elfje
劍	zwaarden
劍	degen
劍	zwaard
機構	instelling
機構	instellingen
機構	agentschap
機構	bureau
帶	brengen
帶	riem
帶	gordel
帶	breng
操作	exploitatie
操作	bewerking
操作	operatie
取消	afzeggen
取消	annulering
取消	annuleren
人類	menselijke
人類	mens
人類	menselijk
人類	mensen
人類	mensjes
市場	marktplaats
市場	marktplein
市場	markt
市場	markten
接近	naderen
接近	nadert
飛	vliegend
飛	vlieg
飛	vliegen
軍事	krijgsmacht
軍事	militaire
軍事	militair
軍事	militairen
協助	bijstand
協助	assistentie
協助	assisteren
協助	bijgestaan
橋	brug
橋	bruggen
調查	onderzoeken
調查	enquête
調查	enquete
調查	onderzoekingen
調查	enquêtes
投	worp
投	gips
投	pek
投	gegoten
投	werpen
澳洲	australische
澳洲	australisch
澳洲	australiër
主教	bisschop
主教	loper
紀念	gedenkteken
紀念	gedenken
紀念	herdenking
地點	plaats
地點	locatie
地點	locaties
地點	lokatie
地點	plaatsen
地點	ligging
颱風	tyfoons
颱風	tyfoon
決賽	definitief
決賽	finales
決賽	finale
人工	kunstmatige
人工	kunstmatig
移動	verplaats
移動	bewegen
移動	verplaatsen
移動	beweeg
陸軍	leger
陸軍	landmacht
法院	rechtbank
法院	rechtbanken
法院	gerechtsgebouw
法院	hof
留	blijven
留	blijf
電	electriciteit
電	electrische
電	elektriciteit
電	elektrisch
電	elektrische
運動員	atleten
運動員	sporter
運動員	atleet
運動員	sporters
運動員	atlete
運動員	sportman
效力	potentie
夢	droom
夢	dromen
科學	wetenschap
科學	wetenschappen
科學	wetenschappelijk
東北	noordoostelijke
東北	noordoost
東北	noordoosten
烏克蘭	oekraïne
啟用	inschakelen
啟用	ingeschakeld
啟用	activeren
皇后	keizerin
皇后	koningin
柱	pijler
柱	zuil
柱	pilaar
柱	kolom
動物	dier
動物	dieren
佛教	boeddhistische
佛教	boeddhist
佛教	boeddhisme
精神	mentale
精神	geestelijk
精神	spiritueel
精神	mentaal
精神	geest
精神	spirituele
精神	geestelijke
企業	zakelijk
企業	bedrijven
企業	onderneming
企業	ondernemingen
企業	bedrijf
核心	kern
環境	omgeving
環境	omgevingen
環境	milieu
冰	ijs
第七	zevende
飛機	luchtvaartuig
飛機	vliegtuig
飛機	luchtvaartuigen
飛機	vliegtuigen
應該	moet
太陽	zonne
太陽	zon
瑞典	zweden
廳	hal
廳	zaal
關	af
竹	bamboe
選擇	kies
選擇	keus
選擇	kiezen
選擇	keuze
選擇	selecteer
選擇	selecteren
選擇	selectie
珠	kralen
比較	vergelijkend
比較	vergelijkende
比較	vergelijkingen
比較	vergelijken
比較	vergelijk
比較	vergelijking
類似	vergelijkbare
類似	soortgelijk
類似	vergelijkbaar
類似	soortgelijke
類似	gelijkaardig
眼	oog
眼	ogen
眼	oogjes
妻子	echtgenote
妻子	vrouw
秋	najaar
秋	herfst
雨	regen
編號	nummering
編號	nummer
編號	aantal
編號	getal
思想	gedachtes
思想	dachten
思想	dacht
思想	gedacht
思想	gedachten
破壞	destructie
破壞	vernietiging
破壞	vernieling
破壞	verwoesting
破壞	saboteren
重建	herbouwen
重建	wederopbouw
重建	reconstructie
重建	heropbouw
第六	zesde
基督教	christendom
基督教	christenen
基督教	christelijke
基督教	christelijk
基督教	christen
南方	zuid
南方	zuiden
南方	zuidelijk
洋	oceaan
公民	burgers
公民	staatsburgers
公民	burger
燕	slik
燕	doorslikken
燕	inslikken
燕	slikken
改善	verbeteren
改善	verbeteringen
改善	verbeterd
改善	verbetering
改善	verbeter
改善	verbeterde
鐵道	spoorlijnen
鐵道	spoorwegen
鐵道	spoorweg
製造	vervaardiging
製造	fabricage
製造	vervaardigde
製造	vervaardigd
製造	gefabriceerd
製造	geproduceerd
網路	netwerk
網路	netwerken
炮	kanonnen
炮	geweer
炮	kanon
炮	pistool
炮	wapen
岩	rotsen
岩	rots
岩	steen
岩	stenen
排	roei
排	roeien
排	peloton
排	rij
朋友	vriendin
朋友	vrienden
朋友	vriend
離開	verlaat
離開	verlaten
離開	vertrek
離開	verlof
十六	zestien
有人	iemand
生命	leven
找到	zoek
找到	vinden
找到	vind
找到	gevonden
十五	vijftien
油	olie
油	oliën
油	olieverf
油	aardolie
調	deuntje
更新	bijwerken
更新	bijgewerkt
更新	geactualiseerd
更新	updaten
更新	bijwerking
降	afdalen
降	dalende
降	dalen
彈	spelen
彈	afspelen
彈	speel
艦	schip
層	lagen
層	laag
主題	onderwerp
主題	thema
主題	proefpersoon
主題	onderwerpen
球場	stadion
返回	terugkeren
返回	geeft
返回	terugkeer
返回	retourneren
返回	retour
宇宙	heelal
宇宙	kosmische
宇宙	universum
宇宙	kosmisch
醫院	ziekenhuizen
醫院	ziekenhuis
平方	kwadraat
平方	vierkant
平方	plein
平方	vierkante
批准	goedkeuring
批准	goedgekeurd
批准	goedkeuren
批准	bekrachtiging
批准	erkenningen
批准	ratificeren
批准	goedgekeurde
批准	ratificatie
瑞士	zwitserland
大道	laan
旅客	reiziger
旅客	reizigers
旅客	passagiers
旅客	passagier
西方	westelijk
西方	westen
現代	moderne
未來	toekomst
未來	toekomstige
未來	toekomstig
營	bataljon
營	kamp
著作	geschriften
鯉	karper
鯉	karpers
金融	financieel
任務	opdracht
任務	missie
任務	taken
任務	taak
商業	zakelijk
商業	handel
商業	commercieel
商業	bedrijf
商業	commerciële
基金	fonds
基金	fondsen
空間	ruimte
空間	ruimtes
空間	spaties
空間	ruimten
空間	spatie
零	nul
詩	gedicht
詩	gedichten
詩	poëzie
巨	reuze
巨	reus
過去	verleden
過去	voorbij
國民	onderdanen
國民	staatsburgers
存	deposito
存	storten
存	storting
提高	verhogen
提高	verhoging
提高	stijging
提高	vergroten
提高	verhoog
嚴重	ernstig
嚴重	ernstige
嚴重	serieuze
嚴重	serieus
嚴重	streng
論	theorie
背景	achtergronden
母親	moeder
母親	moedertje
訓練	opleiding
訓練	trainen
葡萄牙	portugese
葡萄牙	portugees
葡萄牙	portugezen
行為	gedrag
行為	gedragingen
工業	industrieën
工業	bedrijfstakken
工業	bedrijfstak
工業	industriële
工業	industrieel
工業	industrie
舒	sjoe
劇場	bioscoop
劇場	theater
授予	gunning
授予	toegekend
授予	uitgereikt
授予	gegund
授予	onderscheiding
水域	wateren
茂	boe
參考	referentie
參考	verwijzing
收入	opbrengsten
收入	inkomsten
收入	inkomen
收入	verdiensten
收入	ontvangsten
收入	inkomens
珍	janneke
成績	prestatie
成績	cijfers
成績	prestaties
成績	verwezenlijkingen
成績	rangen
姓	familienaam
姓	achternaam
菜	afwas
菜	schotel
菜	keuken
灰	as
灰	grijs
灰	assen
灰	grijze
工具	hulpmiddelen
工具	gereedschappen
工具	instrument
工具	hulpmiddel
工具	hulpprogramma
工具	gereedschap
工具	werktuig
寬	wijd
寬	breedte
寬	brede
寬	breed
提升	tillen
提升	opheffen
提升	opwaardering
提升	optillen
提升	upgraden
提升	til
提升	opwaarderen
退	terugtrekken
退	terugtocht
退	aftocht
十八	achttien
持續	continue
持續	continu
持續	aanhoudende
持續	doorlopend
持續	ononderbroken
持續	volgehouden
持續	doorlopende
品牌	merken
品牌	merk
品牌	brandmerken
品牌	brandmerk
翻譯	vertalingen
翻譯	vertalers
翻譯	vertaling
翻譯	vertalen
翻譯	vertaald
翻譯	vertaal
目標	doel
目標	doelpunten
目標	objectief
目標	doelen
目標	doelwitten
目標	doelstellingen
目標	doelwit
目標	doelpunt
目標	doelstelling
基礎	basis
基礎	grondslag
自動	automaat
自動	geautomatiseerd
自動	automatische
自動	geautomatiseerde
自動	automatisch
群島	eilanden
群島	archipel
理論	theorie
理論	theorieën
軍隊	leger
軍隊	landmacht
鏡	spiegeltje
鏡	spiegel
鏡	spiegelen
注意	aandacht
注意	opgelet
注意	attentie
大樓	bouwen
出口	uitgangen
出口	export
出口	exporteren
出口	uitvoer
出口	uitgang
地震	aardbevingen
地震	aardbeving
平方米	m²
關於	ongeveer
關於	over
海外	overzee
海外	overzees
海外	overzeese
高速公路	autowegen
高速公路	snelweg
高速公路	snelwegen
產品	produkt
產品	produkten
產品	producten
條約	verdrag
條約	verdragen
助理	assistenten
助理	assistente
助理	assistent
畫	schilderij
畫	schilderkunst
畫	verf
畫	trekken
畫	tekenen
畫	schilderen
畫	verven
舞	dans
舞	dansen
舞	dansje
荷蘭	nederland
獸	beest
汽車	wagen
汽車	auto
宏	macro
避免	vermijdt
避免	vermijd
避免	voorkom
避免	vermijden
命令	bestelling
命令	bevelen
命令	bestellingen
命令	bestellen
命令	opdrachten
命令	commando
命令	orde
命令	opdracht
遠	ver
結構	architectuur
結構	structuur
結構	structuren
結構	structureel
埃及	egypte
字母	brief
字母	alfabet
字母	letteren
字母	brieven
大陸	continentaal
大陸	vasteland
大陸	continenten
大陸	continentale
大陸	werelddelen
可可	cacao
可可	kokos
海岸	kust
海岸	wal
海岸	oever
水平	horizontaal
墨西哥	mexicaanse
都市	metropool
學習	leer
學習	bestuderen
學習	studeren
學習	studeer
學習	leren
學習	studie
動	verplaats
動	bewegen
動	verplaatsen
動	beweeg
樂團	orkest
材料	materialen
材料	materiaal
以後	straks
士兵	soldaten
士兵	soldaat
容易	rustig
容易	makkelijk
容易	eenvoudig
容易	gemakkelijk
魔法	magisch
魔法	magie
彼得	petrus
茶	thee
孩子	kindje
孩子	kind
代理	volmacht
代理	gevolmachtigde
代理	waarnemend
代理	acteer
代理	acteren
組合	mixen
組合	meng
組合	mengen
組合	combinatie
正常	normale
正常	normaal
北京市	peking
王子	prins
模型	modellen
夜	avond
夜	avondje
夜	nachten
夜	nacht
夜	overnachtingen
乘客	reiziger
乘客	reizigers
乘客	passagiers
乘客	passagier
錦標賽	toernooien
錦標賽	kampioenschappen
錦標賽	kampioenschap
錦標賽	toernooi
錦標賽	tornooi
禁止	drooglegging
禁止	verbod
禁止	verbieden
禁止	verboden
重播	herhaling
重播	afspelen
宣傳	belangenbehartiging
宣傳	publiciteit
巨大	reusachtig
巨大	enorme
巨大	gigantisch
巨大	enorm
同樣	evenzo
克拉	karaat
蛇	slang
蛇	slangen
紫	paars
紫	paarse
週	weekje
完整	volle
完整	voltooid
完整	volledige
完整	vol
完整	invullen
完整	compleet
完整	volledig
爆	ontploffing
爆	knallen
上市	opgesomd
森林	bos
森林	woud
森林	bossen
介紹	introduceren
介紹	presentatie
白色	wit
白色	witte
晚上	avond
晚上	nacht
晚上	avondje
國王	konings
國王	koning
耳	oortjes
耳	oor
耳	oren
改變	verandering
改變	veranderingen
改變	veranderen
改變	veranderende
改變	wijzigen
改變	wijziging
廣場	vierkant
廣場	plein
廣場	vierkante
市民	burgers
市民	staatsburgers
市民	burger
樹	bomen
樹	boom
樹	boomstructuur
聯邦	federatie
聯邦	federaal
聯邦	federale
聯邦	confederatie
聯邦	bondsstaat
麻	hennep
土耳其	turkije
酸	zure
酸	zuren
酸	zuur
董事	directeurs
董事	directeuren
董事	bewindvoerders
董事	regisseurs
外交	diplomatieke
外交	diplomatiek
外交	diplomatie
夫人	mevrouw
公斤	kilo
公斤	kilogram
效果	gevolgen
效果	uitwerkingen
效果	effecten
說明	omschrijving
說明	signalement
說明	beschrijving
資格	kwalificatie
資格	kwalificaties
連續	continue
連續	continu
連續	doorlopend
連續	ononderbroken
連續	doorlopende
連續	opeenvolgende
連續	continuüm
晚	laat
輪	velgen
輪	rond
輪	wiel
輪	ronde
輪	rad
輪	wielen
輪	rondje
記錄	opnemen
記錄	opname
作戰	bestrijden
寫	schrijven
寫	schrijf
鹿	herten
鹿	hert
地理	aardrijkskunde
地理	geografie
地理	geografisch
姜	gember
最近	onlangs
最近	recent
最近	recentelijk
最近	recente
最近	kortgeleden
咸	zoute
咸	zout
秘密	geheim
變	verandering
變	veranderingen
變	veranderen
變	wijzigen
變	wijziging
開放	openheid
開放	openen
開放	openbaarheid
主持人	gastheer
主持人	organisator
移民	immigratiedienst
移民	migraties
移民	immigratie
移民	immigranten
移民	migratie
移民	migranten
移民	emigratie
運輸	transport
運輸	vervoer
背	terug
背	rug
第八	achtste
大小	maten
大小	maat
大小	grootte
大小	afmeting
大小	formaat
大小	omvang
演唱會	concerten
習性	gewoonten
習性	gewoontes
頂	bovenkant
頂	bovenste
柏林	berlijn
三個	drie
今天	vandaag
親	zoen
親	kusje
親	kussen
親	kus
兒子	zoon
骨	botten
骨	botje
骨	beenderen
骨	bot
加州	californië
加州	californische
人口普查	volkstelling
人口普查	tellingen
戰役	gevechten
戰役	strijd
戰役	veldslagen
戰役	gevecht
戰役	veldslag
戰役	slag
墓	graf
墓	graftombe
墓	tombe
北方	noord
北方	noorden
活躍	actief
活躍	actieve
星期一	maandag
首播	première
業務	bedrijf
業務	zakelijk
射	schiet
射	schieten
前身	voorloper
前身	voorganger
極	extreem
野	wilde
投資	investeren
投資	investering
投資	investeringen
投資	beleggingen
投資	beleggen
海洋	oceaan
海洋	oceanen
類型	soorten
類型	typen
類型	typ
類型	soort
機會	mogelijkheden
機會	kans
機會	gelegenheid
機會	kansen
錯誤	verkeerd
錯誤	verkeerde
錯誤	vergissing
錯誤	vergissingen
錯誤	foutje
錯誤	fout
錯誤	fouten
總部	hoofdkwartier
總部	hoofdkantoor
健康	gezond
健康	gezonde
健康	gezondheid
股	eenheid
身高	lengte
身高	hoogte
熱	warm
熱	warmte
熱	hitte
熱	heet
空中	lucht
空中	antenne
工人	arbeiders
工人	werkers
工人	werker
工人	werknemers
工人	werknemer
工人	arbeider
工人	werkenden
輕	lichte
輕	lichter
輕	lichtere
輕	licht
輕	aansteker
經常	regelmatig
經常	frequent
經常	veelvuldig
經常	regulier
經常	vaak
經常	frequente
經常	reguliere
經常	regelmatige
經常	dikwijls
臺	terrasje
臺	terras
滿	volle
滿	volledig
滿	volledige
滿	vol
負	negatieve
負	negatief
粵語	kantonees
亨利	hendrik
交易	transactie
交易	transacties
黑色	zwart
黑色	zwarte
爆炸	ontploffing
爆炸	explosie
爆炸	knallen
喜歡	zoals
各種	gesorteerd
警方	politie
十七	zeventien
能量	energie
酒	wijn
地面	oppervlak
地面	grond
地面	bovengronds
普遍	universeel
普遍	universele
十年	decennium
然後	daarna
然後	dan
十四	veertien
鬼	spook
鬼	geest
鼠	ratten
鼠	muizen
鼠	muis
必要	nodig
必要	noodzakelijke
必要	noodzakelijk
俄	rusland
南極洲	antarctica
南極洲	zuidpool
小型	klein
小型	kleine
小型	smal
退出	stoppen
退出	afsluiten
退出	uitgang
以色列	israël
兒童	kindje
兒童	kinderen
兒童	kind
一切	alles
東部	oostelijke
東部	oost
東部	oostelijk
東部	oosten
逐漸	geleidelijke
逐漸	geleidelijk
博物館	musea
固定	stationaire
固定	stilstaand
固定	gerepareerd
固定	stationair
固定	vaste
對話	gesprekken
對話	gesprek
對話	dialogen
對話	dialoog
對話	conversatie
對話	conversaties
琴	viool
階段	podium
階段	fases
階段	fasen
階段	fase
階段	stadium
階段	stadia
階段	etappes
階段	toneel
游	zwem
游	rondreis
游	rondleiding
游	tournee
游	zwemmen
病	ziek
病	ziekte
病	zieken
問	vraag
維持	handhaven
維持	onderhoud
格式	opmaak
格式	formatteren
格式	indeling
格式	formaten
格式	formaat
事故	ongevallen
事故	ongelukje
事故	ongelukken
事故	ongeluk
事故	ongeval
互	wederzijdse
互	wederzijds
刺	steek
刺	steken
藝人	kunstenaars
藝人	kunstenares
藝人	artiest
藝人	artiesten
藝人	kunstenaar
天使	engel
天使	engelen
天使	engeltje
天使	engeltjes
表面	oppervlak
表面	bovengronds
池	vijver
池	zwembad
圖片	beelden
圖片	foto
圖片	imago
圖片	beeld
圖片	afbeeldingen
圖片	plaatjes
圖片	afbeelding
建設	opbouw
建設	constructie
建設	bouw
建設	bouwnijverheid
建設	bouwen
風暴	stormen
風暴	noodweer
風暴	onweer
定義	definities
定義	definiëren
定義	definitie
定義	definieer
步兵	infanterie
指定	benaming
指定	aanwijzing
指定	aangewezen
指定	aangeduide
指定	specificeren
指定	aanduiding
指定	aangeduid
指定	specificeert
解決	oplossen
熊	beer
熊	beren
熊	beertje
國語	mandarijn
火箭	raketten
火箭	raket
騎士	ridder
騎士	ridders
指揮	conducteur
指揮	dirigent
指揮	commando
指揮	geleider
指揮	opdracht
安排	regeling
安排	arrangementen
安排	regelingen
象	olifant
象	olifanten
明星	sterren
明星	ster
爆發	uitbarsting
爆發	uitbraak
現任	presenteren
現任	huidige
現任	heden
現任	actueel
現任	aanwezig
現任	presenteer
現任	huidig
潮	vloed
潮	getij
潮	tij
你的	je
你的	uw
你的	jouw
匈牙利	hongaars
匈牙利	hongarije
匈牙利	hongaarse
羊	schapen
羊	geiten
羊	geit
羊	schaap
河流	rivier
河流	rivieren
出席	bijwonen
出席	bijgewoond
改造	verbouwing
改造	verbouwen
車輛	voertuigen
車輛	voertuig
五月	mei
五月	moge
五月	mogen
五月	mag
上午	ochtend
上午	goedemorgen
上午	morgen
上午	goeiemorgen
使用者	gebruikers
使用者	gebruiker
機械	mechanische
機械	mechanisch
機械	machines
爭議	controverse
爭議	polemiek
爭議	betwist
爭議	controverses
爭議	controversiële
爭議	geschillen
爭議	geschil
